Name,Email,Phone,Address,City,Country,is_subsidiary,parent_company
MATER MISEROCORDIAE HOSPITAL,,,,,KE,,
MATHIOYA DISPENSING CHEMISTS,,,,,KE,,
MAUA CENTRAL PHARMACY,,,,,KE,,
MAUA HILLTOP PHARMACY,,,,,KE,,
MAXALIN PHARMACY,,,,,KE,,
MAXALIN PHARMACY-CASH,,,,,KE,,
MAYAN LIFESTYLE CHEMIST-CASH,,,,,KE,,
MED X PHARMACEUTICALS-CASH,,,,,KE,,
MEDFASTPHARMACY LTD,,,,,KE,,
MEDFAST PHARMACY,,,,,KE,,
Medfil Chemist-Cash,,,,,KE,,
MEDI HEAL HOSPITAL & FERTILITY,,,,,KE,,
MEDICART LIMITED,,,,,KE,,
MEDICHEM PHARMACY,,,,,KE,,
Medifil Chemist-Cash,,,,,KE,,
MEDIMART HEALTHCARE LTD - THIKA ROAD,,,,,KE,,
MEDINA PHARMACY LIMITED,,,,,KE,,
MEDIO CARE PHARMACEUTICALS - HOMABAY,,,,,KE,,
MEDIPOINT PHARMACEUTICALS LTD,,,,,KE,,
Mediserve Pharmacy Cash,,,,,KE,,
Medlane Chemist Cash,,,,,KE,,
MEDS PHARMACEUTICALS LTD,,,,,KE,,
MEDSCHEM PHARMACY LTD,,,,,KE,,
MEDSMART CHEMIST CASH,,,,,KE,,
MEDSTOP PHARMACEUTICALS LTD,,,,,KE,,
MEDTON CHEMIST-CASH,,,,,KE,,
MEDTRADE-CASH,,,,,KE,,
MEGALIFE LTD,,,,,KE,,
MELCHIZEDEK HOSPITAL,,,,,KE,,
Merc-Med -Cash,,,,,KE,,
MERCMED PHARMACY,,,,,KE,,
MERCURY PHARMACEUTICALS,,,,,KE,,
MERCYCARE CHEMIST CASH,,,,,KE,,
MERIDIAN FOUR,,,,,KE,,
MERIDIAN FOUR PHARMACY KISUMU AC,,,,,KE,,
MERU MEDICARE,,,,,KE,,
MERU MEDICARE STORES,,,,,KE,,
META META PHARMACEUTICALS,,,,,KE,,
Metropolitan Chemist Nakuru,,,,,KE,,
METROPOLITAN CHEMISTS LTD,,,,,KE,,
METROPOLITAN HOSPITAL LTD,,,,,KE,,
MEVIDA PHARMACEUTICALS,,,,,KE,,
MEWA HOSPITAL,,,,,KE,,
MIDLAND CHEMIST-CASH,,,,,KE,,
MID-RIFT PHARMACY LTD,,,,,KE,,
MIGANDINI CHEMIST,,,,,KE,,
MIGANDINI CHEMIST-CASH,,,,,KE,,
Migele Enterprises,,,,,KE,,
MIGLAND PHARMACY - MIGORI,,,,,KE,,
MIGORI STAGE,,,,,KE,,
MIKINDANI MEDICAL CENTRE-MDS,,,,,KE,,
Mishomoroni Community Clinic Cash,,,,,KE,,
MISSION FOR ESSENTIAL DRUGS (M.E.D.S),,,,,KE,,
MITI HEALTH LIMITED CASH,,,,,KE,,
MITRA PHARMACEUTICALS - KAKAMEGA,,,,,KE,,
Mkomani Clinic Bomu,,,,,KE,,
MM PHARMACY,,,,,KE,,
MOBICHEM PHARMACY LTD,,,,,KE,,
MOCHO PHARMACY,,,,,KE,,
MODESTY PHARMACEUTICALS LTD,,,,,KE,,
MOI TEACHING & REFERRAL HOSP (M.T.R.H),,,,,KE,,
MOMBASA HOSPITAL,,,,,KE,,
Moments Chemist-Cash,,,,,KE,,
MONICARE PHARMACY,,,,,KE,,
MOSCHEM PHARMACY,,,,,KE,,
MOSCHEM PHARMACY LTD-ELDORET,,,,,KE,,
MOTHERLAND PHARMACY-CASH,,,,,KE,,
MOTHERS PHARMACY - ELD ACC,,,,,KE,,
Mtambo Pharmaceuticals MDS-Cash,,,,,KE,,
MUIGANANIA PHARMACY,,,,,KE,,
Mukeu Chemist-Cash,,,,,KE,,
MUMBO PHARMACY MDS CASH,,,,,KE,,
Muranga Pharmacy - MDS,,,,,KE,,
MUSTARD CHEMIST,,,,,KE,,
Mutakale Chemist-Cash,,,,,KE,,
MUTINDWA CHEMISTS LTD,,,,,KE,,
Mutual Chemist-Cash,,,,,KE,,
MVOI PHARMACEUTICALS,,,,,KE,,
Mwananchi Chemist-Cash,,,,,KE,,
MWANZI LIMITED,,,,,KE,,
MWEMBENI PHARMACY BAMBURI,,,,,KE,,
MXRX ONE STOP PHARMACY LTD,,,,,KE,,
MZALENDO P'CEUTICALS LTD,,,,,KE,,
Nafuumed Clinic Cash,,,,,KE,,
NAIDU HOSPITAL,,,,,KE,,
NAIROBI EAST HOSPITAL LTD,,,,,KE,,
THE NAIROBI HOSPITAL,,,,,KE,,
Nairobi Pharmaceuticals (K) Ltd.,,,,,KE,,
NAIROBI RADIOTHERAPY & CANCEL CENTRE,,,,,KE,,
NAIROBI SOUTH HOSPITAL,,,,,KE,,
NAIROBI WEST HOSPITAL,,,,,KE,,
NAIROBI WOMENS HOSPITAL LTD,,,,,KE,,
NAKURU AFYA CHEMIST,,,,,KE,,
Nakuru Afya Chemist - cash,,,,,KE,,
NAMVERA CHEMIST-CASH,,,,,KE,,
NANAK CHEMIST,,,,,KE,,
NANDI CHEM LIMITED - CASH,,,,,KE,,
NANYUKI COTTAGE HOSPITAL,,,,,KE,,
NARWA CHEMISTS - PH,,,,,KE,,
Nas Chemist-Cash,,,,,KE,,
NASCHEM PHARM - CASH,,,,,KE,,
Nasombi Chemist Cash,,,,,KE,,
NAZARETH HOSPITAL,,,,,KE,,
Ndeiyachem-Cash,,,,,KE,,
NEEM PHARMACY,,,,,KE,,
Neema Hospital Kahawa Sukari,,,,,KE,,
NEEMA PHARMACY LTD,,,,,KE,,
NELION PHARMA LTD,,,,,KE,,
NENKAI CHEMIST CASH,,,,,KE,,
NEON PHARMACETICALS,,,,,KE,,
NEP PHARMACY,,,,,KE,,
NEST PHARMACY,,,,,KE,,
NEST PHARMACY-CASH,,,,,KE,,
NESTAN CHEMIST,,,,,KE,,
NETRO CHEMIST CASH,,,,,KE,,
NEW ABERDARE,,,,,KE,,
NEW COAST,,,,,KE,,
NEW COAST VIEW CHEMIST,,,,,KE,,
New Kiembeni Pharmacy-Cash,,,,,KE,,
New Magongo Cash,,,,,KE,,
NEW PHARMART,,,,,KE,,
NEW PHARMART-CASH,,,,,KE,,
NEW VIPINGO PHARMACY,,,,,KE,,
New Vipingo Pharmacy Ltd.  - CASH,,,,,KE,,
NICHE PHARM PHARMACY,,,,,KE,,
Nickmart Chemist-Cash,,,,,KE,,
NILA PHARMACEUTICALS,,,,,KE,,
NILE PHARMACY-CASH,,,,,KE,,
NILSON PHARMACEUTICALS LTD,,,,,KE,,
NOBLE PHARMACY,,,,,KE,,
NORTHERN PHARMACY,,,,,KE,,
NORTHRIFT CHEMIST-CASH,,,,,KE,,
NUBA RELIEF REHABILITATION AND DEVELOPMENT ORGANISATION (NRRDO),,,,,KE,,
NUNGUNI CHEMIST - MWINGI,,,,,KE,,
Nunguni Chemist KITUI - CASH,,,,,KE,,
NYAGANO PHARMACY-MDS-CASH,,,,,KE,,
NYAKOE CHEMIST,,,,,KE,,
NYAKOE CHEMIST KISUMU AC,,,,,KE,,
NYAKONGO PHARMACEUTICALS KISUMU AC,,,,,KE,,
NYAORO PHARMACY-CASH,,,,,KE,,
NYOTA CLINIC-CASH,,,,,KE,,
Nzera Chem-Cash,,,,,KE,,
OAKTREE CENTRE HOSPITAL - cash,,,,,KE,,
OCEAN STAR PHARMACY,,,,,KE,,
OCEANLAND PHARMACY-CASH,,,,,KE,,
OCTAVEN PHARMACY,,,,,KE,,
OCTAVEN PHARMACY-CASH,,,,,KE,,
OLD MADARAKA PHARMACY-CASH,,,,,KE,,
OMAERA PHARMACEUTICALS LTD.,,,,,KE,,
OPAMO PHARMACY-NYAMIRA,,,,,KE,,
OPERA PHARMA (K) LTD,,,,,KE,,
OPERA PHARMA,,,,,KE,,
OPOLLO PHARMACEUTICALS LTD - CASH,,,,,KE,,
OPTIMUM PHARMACY-CASH,,,,,KE,,
ORION PHARMACY LTD.,,,,,KE,,
Orthomedic and Pharmaceuticals Limited -,,,,,KE,,
ORTHOMEDIC AND PHARMACEUTICALS LIMITED,,,,,KE,,
ORYPHARM CASH,,,,,KE,,
OSHWAL EDUCATION & RELIEF BOARD,,,,,KE,,
OSUR PHARMACEUTICALS,,,,,KE,,
OTHAYA CHEMISTS,,,,,KE,,
OTIENO CHEMIST,,,,,KE,,
NYERI MED SERV LTD/OUTSPAN HSP,,,,,KE,,
Oyugis Lifecare Pharmacy - CASH,,,,,KE,,
PALM BEACH,,,,,KE,,
Palm Beach Hospital - Mombasa,,,,,KE,,
PALM CHEMIST-CASH,,,,,KE,,
PALM OCEAN,,,,,KE,,
Palm Ocean Pharmacy-Cash,,,,,KE,,
Palma Pharmacy - cash  only,,,,,KE,,
Palmed Chemist-Cash,,,,,KE,,
PALMOCARE CHEMIST - CASH,,,,,KE,,
Palmway-Cash,,,,,KE,,
PANDYA MEMORIAL HOSPITAL - MOMBASA,,,,,KE,,
PATSONS CHEMIST KISUMU AC,,,,,KE,,
PATSONS CHEMIST,,,,,KE,,
PAYLESS CHEMIST,,,,,KE,,
PEANOH PHARMACY-CASH,,,,,KE,,
PEDOPA CHEMIST,,,,,KE,,
PELAMIC CLINIC-CASH,,,,,KE,,
PENDA CHEM-CASH,,,,,KE,,
PENTAPHARM,,,,,KE,,
PERANI PHARMACY ,,,,,KE,,
PERAZIM CHEMIST-CASH,,,,,KE,,
PERNECIA CHEM-CASH,,,,,KE,,
PESIK CHEMIST-CASH,,,,,KE,,
PHARMA & ALLIED LOGISTICS LTD,,,,,KE,,
PHARMA AND,,,,,KE,,
PHARMA INNOCULIA,,,,,KE,,
Pharmaceutica 85 Ltd. - SU,,,,,KE,,
PHARMACLAN - CASH,,,,,KE,,
PHARMACURE CHEMIST,,,,,KE,,
Pharmacure Chemist-Cash,,,,,KE,,
PHARMACY LINKS C/O MURAVEJ HOLDINGS,,,,,KE,,
PHARMAPLUS PHARMACEUTICALS LTD,,,,,KE,,
PHARMART CHEMIST LIMITED.,,,,,KE,,
PHARMORE PHARMACY LIMITED,,,,,KE,,
PHARMWEB CHEMIST,,,,,KE,,
PHILMED LIMITED,,,,,KE,,
Pillar Medical Stores-Cash,,,,,KE,,
PILOT PHARMACEUTICAL LIMITED,,,,,KE,,
PISHON PHARMACY,,,,,KE,,
PLATINUM SURGERY CENTER - CASH,,,,,KE,,
PLAZA ONE PHARMACY-CASH,,,,,KE,,
PLUM PHARMACY LTD,,,,,KE,,
POPULAR CHEMISTS - MOMBASA,,,,,KE,,
PORTAL PHARMACY,,,,,KE,,
PRAYOSHA HEALTHCARE LTD,,,,,KE,,
PRECIOUS LIFE HEALTHCARE,,,,,KE,,
PREMIER HOSPITAL LIMITED,,,,,KE,,
PRESTIGE CHEMIST,,,,,KE,,
PRIME CHEMIST-NYAMIRA-CASH,,,,,KE,,
PRIME PHARM PHARMACY KARATINA - CASH,,,,,KE,,
PRIMECARE HEALTHCARE,,,,,KE,,
PRIMECARE HEALTHCARE SERVICES,,,,,KE,,
PRIRAPHARM CHEMIST,,,,,KE,,
PRIX PHARMACEUTICALS-CASH,,,,,KE,,
PRO HEALTH PHARMACY CASH,,,,,KE,,
PRO LYFE CHEMIST CASH,,,,,KE,,
PSALMCHEM CASH,,,,,KE,,
PSALMCHEM-CASH,,,,,KE,,
PUNIQA HEALTHCARE,,,,,KE,,
QUEENS VILLE PHARMACY LTD,,,,,KE,,
QUICK PHARMACY-CASH,,,,,KE,,
R.K.SHAH & BROS PHARMA LTD    ,,,,,KE,,
R.TAWAKAL CHEMIST - MOMBASA -,,,,,KE,,
RACYPHARM CARE MDS-CASH,,,,,KE,,
RAJ PHARMACY,,,,,KE,,
RAJ PHARMACY LIMITED,,,,,KE,,
RAM PHARMACEUTICALS LIMITED,,,,,KE,,
RANCHMART CHEMIST-CASH,,,,,KE,,
RANGECHEM PHARMACEUTICALS LTD,,,,,KE,,
RASHIDIYA PHARMACY,,,,,KE,,
Rayet Pharmacy Cash,,,,,KE,,
RAZPHA CHEMIST,,,,,KE,,
REALE HOSPITAL,,,,,KE,,
REEL CARE LIMITED,,,,,KE,,
REENLAND PHARMACY,,,,,KE,,
REEYA PHARMACEUTICALS KISUMU AC,,,,,KE,,
RELIANT PHARMACEUTICAL LTD,,,,,KE,,
RESHAMS CHEMIST-CASH,,,,,KE,,
RIAN PHARMACY,,,,,KE,,
RIDDHI PHARMACEUTICALS,,,,,KE,,
RIDGECHEM-CASH,,,,,KE,,
RIDGES CHEMIST-CASH,,,,,KE,,
RIDWAN PHARMACY CASH,,,,,KE,,
RIPKOR CHEMIST-CASH,,,,,KE,,
RITECARE CLINIC-CASH,,,,,KE,,
RIVERS CHEMIST-CASH,,,,,KE,,
ROBBLYNESS PHARMACY-CASH,,,,,KE,,
ROBINS CHEMIST K LTD,,,,,KE,,
ROKAS CHEMIST,,,,,KE,,
ROMANYO PHARMACY-CASH,,,,,KE,,
RONAK PHARMACY,,,,,KE,,
ROSIUM PHARMACY,,,,,KE,,
Rosium Pharmacy-Cash,,,,,KE,,
ROWAMU PHARMACY-CASH,,,,,KE,,
Royal Bay Pharmaceuticals Cash,,,,,KE,,
ROYALCARE LIMITED,,,,,KE,,
ROYPHARM CASH,,,,,KE,,
RUAI ADOLIFE,,,,,KE,,
RUAI ADOLIFE MEDICAL CLINIC-CASH,,,,,KE,,
RUAI FAMILY HOSPITAL LTD,,,,,KE,,
RWAN PHARMACY LIMITED,,,,,KE,,
RYAN HEALTHCARE,,,,,KE,,
S.K PHARMACY-CASH,,,,,KE,,
SABOTI CHEMIST KISUMU AC,,,,,KE,,
Saeed Pharmacy Mombasa,,,,,KE,,
SAFARI CHEMIST CASH,,,,,KE,,
SAFEKEM CHEMIST-CASH,,,,,KE,,
SAFEWAY NAIROBI CASH,,,,,KE,,
SAGIT PHARMA,,,,,KE,,
Sagit Pharma-Cash,,,,,KE,,
SAIFEE FOUNDATION & CENTRE,,,,,KE,,
SAIFUDDIN I DOSSAJEE,,,,,KE,,
SAIKA PHARMACY CASH,,,,,KE,,
SAKI CHEMIST,,,,,KE,,
SALAMA PHARMACEUTICALS,,,,,KE,,
SAMACHEM CHEMIST CASH,,,,,KE,,
SAMBALAT CHEMIST - CASH,,,,,KE,,
SAMCHEM PHARMACY,,,,,KE,,
Samlynx Pharmacy Cash  MDS,,,,,KE,,
SAMPLES FOR TENDERS,,,,,KE,,
SAMUCHEM-CASH,,,,,KE,,
Sanpharm-Cash,,,,,KE,,
SAROVA HOTELS,,,,,KE,,
SATELITE CHEMIST - CASH,,,,,KE,,
SATELLITE PHARMACY,,,,,KE,,
SATYA PHARMACY LIMITED,,,,,KE,,
SAVANI HOSPITAL,,,,,KE,,
SAVANI NURSING,,,,,KE,,
SAYYIDA FATIMAH HOSPITAL - MOMBASA,,,,,KE,,
Scan Pharm-Cash,,,,,KE,,
SEAN AND,,,,,KE,,
Sean&JJ Pharmacy-Cash,,,,,KE,,
SEASIDE PHARMACEUTICALS - MOMBASA,,,,,KE,,
SEG PHARMACY-CASH,,,,,KE,,
SEGUTON CENTRAL PHARMACY,,,,,KE,,
SEKINA PHARMACY CASH,,,,,KE,,
SELFLESS PHARMACY,,,,,KE,,
SENGERA CHEMIST CASH,,,,,KE,,
SHARIANI PHARMACY-CASH,,,,,KE,,
SHELL PHARMACEUTICALS LIMITED,,,,,KE,,
SHERLY CHEMIST-CASH,,,,,KE,,
SHIELD PHARMACEUTICALS LIMITED,,,,,KE,,
SHIFA CHEM LTD. - MOMBASA,,,,,KE,,
SHIKAMED PHARMACY LIMITED,,,,,KE,,
SHISH CHEMIST CASH,,,,,KE,,
SHIVLING PHARMACEUTICALS,,,,,KE,,
SHORELINE PHARMACY,,,,,KE,,
SIBUMBA PHARMACY-CASH,,,,,KE,,
Simba Healthcare,,,,,KE,,
SINAI HOSP PHARMACEUTICALS,,,,,KE,,
Sinedet Health Option-Cash,,,,,KE,,
SIPICHEM PHARMACEUTICALS - PH,,,,,KE,,
SK PHARMACY,,,,,KE,,
SKY HEALTHCARE LIMITED,,,,,KE,,
SKYEND PHARMACY CASH,,,,,KE,,
Skyllin Pharmacy-Cash,,,,,KE,,
Slania Pharmacy-Cash,,,,,KE,,
SMASHCHEM PHARMACY LTD,,,,,KE,,
SMILE PHARMACY,,,,,KE,,
SMILE PHARMACY-CASH,,,,,KE,,
SONACHEM PHARMACEUTICALS,,,,,KE,,
SOUTH B HOSPITAL LTD,,,,,KE,,
SPRINA PHARMACEUTICAL,,,,,KE,,
ST CAROL,,,,,KE,,
St Carol Medical Clinic-Cash,,,,,KE,,
St Lukes Afya Clinic - Wundanyi,,,,,KE,,
ST LUKES ORTHOPAEDICS & TRAUMA HOSPITAL,,,,,KE,,
ST. MATIA MULUMBA HOSPITAL,,,,,KE,,
STAGEVIEW PHARMACY,,,,,KE,,
STALOM CHEMIST,,,,,KE,,
STAR HOSPITAL MDS,,,,,KE,,
STATEVIEW CHEMIST-CASH,,,,,KE,,
STATUS CHEMIST-CASH,,,,,KE,,
STATUS MEDICAL,,,,,KE,,
Status Medical Center-Cash,,,,,KE,,
STERA PHARMACY,,,,,KE,,
STRATHMORE MEDICAL CENTRE,,,,,KE,,
SULUHU MERU-CASH,,,,,KE,,
SUNCHEM PHARMACY - KISUMU - CASH,,,,,KE,,
SUNCITY CHEMISTS LTD,,,,,KE,,
Sunshine Pharmacy-Cash - MDS,,,,,KE,,
SUPAPHARM LIMITED,,,,,KE,,
SUPREME PHARMACY LTD,,,,,KE,,
SURGIK PHARMACEUTICALS LTD,,,,,KE,,
SVG HEALTHCARE,,,,,KE,,
SVG HEALTHCARE LTD,,,,,KE,,
SWIRLMED CHEMIST-CASH,,,,,KE,,
SWITZER CHEMIST,,,,,KE,,
SYNERGY HEALTHCARE,,,,,KE,,
TAIFA CHEMIST ,,,,,KE,,
TAMALAKI PHARMACY-CASH,,,,,KE,,
TAMRA PHARMACY-CASH,,,,,KE,,
TARACHEM PHARMACEUTICALS - CASH,,,,,KE,,
TAWAKAL CHEMIST-CASH,,,,,KE,,
TAWFIQ HOSPITAL - MALINDI,,,,,KE,,
TEALANDS CHEMISTS LIMITED,,,,,KE,,
TEMPLE STORES PHARMACEUTICALS,,,,,KE,,
Tender Hands Chemist-Cash,,,,,KE,,
TERRIME CHEMIST,,,,,KE,,
Testai Chemist-Cash,,,,,KE,,
TEXAS CANCER CENTRE LIMITED,,,,,KE,,
THE GALILEE MEDICAL CENTRE,,,,,KE,,
THE LABIB HOSPITAL LIMITED-CASH,,,,,KE,,
The Local Dose LLP,,,,,KE,,
THE MAIN CHEMIST CASH,,,,,KE,,
The Salvation Army (Kenya East),,,,,KE,,
THE WOMANS CLINIC CASH,,,,,KE,,
THELUJI PHARMACY LIMITED,,,,,KE,,
THWAKE PHARMACY,,,,,KE,,
TIARA PHARMACY - MOMBASA,,,,,KE,,
Titan Chemist Cash,,,,,KE,,
TOGDEER CHEMIST,,,,,KE,,
Tophill Hospital,,,,,KE,,
Tosha Pharmacy Cash,,,,,KE,,
TOTAL CHEMIST,,,,,KE,,
TOUCHSTONE PHARMACEUTICALS LTD,,,,,KE,,
TRAFALGER PHARMACY,,,,,KE,,
TRANS HOSP CHEMIST CASH,,,,,KE,,
TRANSCHEM PHARMACEUTICALS,,,,,KE,,
TRANSMED-CASH,,,,,KE,,
TRANSPAN CHEMIST-CASH,,,,,KE,,
Transunit Pharmaceuticals-Cash,,,,,KE,,
TRANSWIDE PHARMACEUTICALS LTD,,,,,KE,,
TREVA PHARM-CASH,,,,,KE,,
TRIDEV PHARMACEUTICAL LTD,,,,,KE,,
TRINITY CHEMIST,,,,,KE,,
TRUSTMED PHARMACY,,,,,KE,,
Trustmed Pharmacy-Cash,,,,,KE,,
TUKKY PHARMACY,,,,,KE,,
TWO FAMILIES LIMITED - PHARMACY,,,,,KE,,
TWO FAMILY,,,,,KE,,
UJAMAA CHEMIST-CASH,,,,,KE,,
ULTRAMED HEALTHCARE,,,,,KE,,
UMMAH PHARMACY,,,,,KE,,
UNDUGU CHEMIST,,,,,KE,,
UNDUGU CHEMIST-CASH,,,,,KE,,
UNISEL PHARMA (K) LTD,,,,,KE,,
U.S.I.U MEDICAL CENTRE,,,,,KE,,
UNIVERSITY OF ELDORET,,,,,KE,,
UNIVERSITY OF NAIROBI - CLINIC,,,,,KE,,
UPESI PHARMACY,,,,,KE,,
UPLAND CHEMIST-CASH,,,,,KE,,
UPPER HILL MEDICAL CENTRE LTD,,,,,KE,,
USHIRIKA MARTIAN LTD,,,,,KE,,
USODHO CHEMIST-CASH,,,,,KE,,
UTABORA CHEMIST-CASH,,,,,KE,,
UTHABITI PHARMACY,,,,,KE,,
VALLAND CHEMIST-CASH,,,,,KE,,
VALLEY CHEMIST CASH,,,,,KE,,
VALUE CHAIN,,,,,KE,,
VALUE CHAIN PHARMACY LTD,,,,,KE,,
VASTPHARM-CASH,,,,,KE,,
Ventureland Pharmacy-Cash,,,,,KE,,
VICTORIA HEALTHCARE LTD,,,,,KE,,
VILLA ROSA KEMPINSKI,,,,,KE,,
Vinmed Chemist Cash,,,,,KE,,
Vipawa Medical Services-Cash,,,,,KE,,
VIRDI PHARMACY LTD,,,,,KE,,
Wabengele  Chemist-Cash,,,,,KE,,
WAGACHEM PHARMACEUTICALS LTD,,,,,KE,,
WAMBUGU PHARM CHEMIST,,,,,KE,,
WAMUPHARM CHEMISTS,,,,,KE,,
WAMUPHARM CHEMISTS LTD - PH,,,,,KE,,
WANANCHI JAMII MATERNITY & NURSING HOME,,,,,KE,,
WANANCHI JAMII,,,,,KE,,
WANANCHI PHARMACY-CASH,,,,,KE,,
WANDA CHEMIST-CASH,,,,,KE,,
WELLCARE PHARMACY-CASH,,,,,KE,,
WESCHEM PHARMACY,,,,,KE,,
WESCOT CHEMISTS - CASH,,,,,KE,,
WEST END CORNER PHARMACY - MERU,,,,,KE,,
Westgate Pharmacy CASH,,,,,KE,,
WESTLANDS MEDICAL CENTRE,,,,,KE,,
WESTLINE PHARMACY-CASH,,,,,KE,,
WESTLINK CASH,,,,,KE,,
WESTMALL CHEMIST LTD,,,,,KE,,
WHITE CROSS-CASH,,,,,KE,,
WILCO PHARMACEUTICALS-CASH,,,,,KE,,
Wilros Pharmacy-Cash,,,,,KE,,
WIMAH CHEMIST,,,,,KE,,
WOODLEY PHARMACEUTICALS,,,,,KE,,
WOODS PHARMACEUTICALS LTD,,,,,KE,,
YAKONGO PHARMACY-CASH,,,,,KE,,
YANAH CHEMIST-CASH,,,,,KE,,
YAYA CHEMISTS,,,,,KE,,
YESHUA MEDICAL CLINIC,,,,,KE,,
ZAKIR LTD CASH,,,,,KE,,
ZENITH HEIGHT-CASH,,,,,KE,,
ZIOCHEM LTD. - PREPAYMENT,,,,,KE,,
ZIZINI CHEMIST-CASH,,,,,KE,,
ZOEB PHARMACY-CASH,,,,,KE,,
ZULFIKAR - MOMBASA,,,,,KE,,
Zurine Zarate Oleaga,,,,,KE,,
AGA KHAN HOSPITAL KISUMU,,,,,KE,,
BILOVA CHEMIST,,,,,KE,,
BUNGOMA WEST CHEMIST LTD.,,,,,KE,,
CRYSTAL COTTAGE HOSPITAL,,,,,KE,,
DAMCO PHARMA LTD,,,,,KE,,
DIADEMS PHARMACY LTD,,,,,KE,,
DIKAT PHARMA LIMITED,,,,,KE,,
DR. IGNATIUS MUTURI,,,,,KE,,
DR. WACHIRA,,,,,KE,,
DRUGHILL PHARMACY,,,,,KE,,
ELDOCHEM LTD,,,,,KE,,
ELDOHOSP PHARMACEUTICALS LTD - Nairobi,,,,,KE,,
ELDOHOSP PHARMACEUTICALS LTD - Eldoret,,,,,KE,,
ELIM CENTRAL PHARMACY,,,,,KE,,
FAMILY HEALTH OPTIONS KENYA,,,,,KE,,
GARLANDS MEDICAL CENTRE LTD,,,,,KE,,
HALLEL PHARMACY,,,,,KE,,
HARIPHARM PHARMACY LTD,,,,,KE,,
HARLEYS (NAIROBI) LTD,,,,,KE,,
HIKMAS PHARMA LTD,,,,,KE,,
I.C.R.C. (SUSPENSE AC $),,,,,KE,,
JASLIM PHARMACY LTD,,,,,KE,,
JERUSALEM DISPENSING CHEMISTS,,,,,KE,,
JORDAN HOSPITAL LTD,,,,,KE,,
KANGEMA MEDICAL SERVICES,,,,,KE,,
LABOREX (K) LTD,,,,,KE,,
LADOPHARMA MEDICAL CENTRE,,,,,KE,,
LIMELIGHT CHEMISTS,,,,,KE,,
MALIBU PHARMACY,,,,,KE,,
MAX PHARMACEUTICALS LTD,,,,,KE,,
MBETI PHARMACY EMBU,,,,,KE,,
MERU ANNEX CHEMIST,,,,,KE,,
MODANA PHARMACEUTICAL,,,,,KE,,
MUKURWE-INI PHARMACEUTICALS,,,,,KE,,
MURANG'A PHARMACY,,,,,KE,,
NATIONAL INTELLIGENCE SERVICE,,,,,KE,,
NJIMIA PHARMACEUTICALS LTD,,,,,KE,,
NORTHCOAST PHARMACY,,,,,KE,,
NYALI HEALTHCARE LIMITED,,,,,KE,,
PALMA PHARMACY,,,,,KE,,
PHARMACEUTICA (1985) LTD,,,,,KE,,
PHARMACHOICE PHARMACEUTICALS LTD,,,,,KE,,
PRIORITY CHEMIST,,,,,KE,,
RAFIKI CHEMISTS,,,,,KE,,
RAM HOSPITAL LTD,,,,,KE,,
REALE MEDICAL CENTRE LTD.,,,,,KE,,
SAKO PHARMACEUTICALS,,,,,KE,,
SARARA CHEMIST,,,,,KE,,
SHANMAG PHARMACEUTICALS LTD,,,,,KE,,
SYMBIO HEALTHCARE LIMITED,,,,,KE,,
TARACHEM PHARMACEUTICALS,,,,,KE,,
TENWEK HOSPITAL,,,,,KE,,
TORROR PHARMACY ELDORET AC,,,,,KE,,
VETERAN PHARMACEUTICALS LTD,,,,,KE,,
WELLMED PHARMACEUTICALS LTD,,,,,KE,,
ZEN PHARMACEUTICALS,,,,,KE,,
ADAMS ARCADE BRICK PHARMA LTD ,,,,,KE,,
ADORA CHILDREN CLINIC,,,,,KE,,
ADVENT MED & DENT CARE CENTER ,,,,,KE,,
AFYA FIRST MEDICAL CENTRE,,,,,KE,,
AGA KHAN HOSPITAL MOMBASA,,,,,KE,,
AHLAM CHEMIST,,,,,KE,,
AL RIYADH CHEMIST,,,,,KE,,
AL-AMIN HOSPITAL LIMITED      ,,,,,KE,,
AL-HIDDAYA PHARMACEUTICALS LTD.,,,,,KE,,
AL-JAZEERA MEDICAL CENTRE     ,,,,,KE,,
AL-MANAAR PHARMACEUTICAL LTD,,,,,KE,,
AMBER MEDICAL CLINIC,,,,,KE,,
ANDES PHARMACY                ,,,,,KE,,
ANISA OMAR,,,,,KE,,
ANSELL PHARMACEUTICALS LTD,,,,,KE,,
APPLEGENE PHARMACY LTD,,,,,KE,,
ARAP TOSHA PHARMACY           ,,,,,KE,,
ASSOCIATED VEHICLE ASSEMBLERS,,,,,KE,,
ATHICHEM CHEMIST              ,,,,,KE,,
AVENUE HEALTHCARE GARDEN CITY,,,,,KE,,
AVENUE HEALTHCARE-BURUBURU,,,,,KE,,
AVENUE HEALTHCARE - ELDORET,,,,,KE,,
AVENUE HEALTHCARE - EMBAKASI,,,,,KE,,
AVENUE HEALTHCARE - ENTERPRISE,,,,,KE,,
AVENUE HEALTHCARE-GREENSPAN MALL,,,,,KE,,
AVENUE HEALTHCARE-CHANGAMWE,,,,,KE,,
AVENUE HEALTHCARE-LANGATA,,,,,KE,,
AVENUE HEALTHCARE - KISUMU,,,,,KE,,
AVENUE HEALTHCARE - NAKURU,,,,,KE,,
AVENUE HEALTHCARE LTD THIKA BR,,,,,KE,,
AVENUE HEALTHCARE - NGONG ROAD,,,,,KE,,
AVENUE HEALTHCARE - RONGAI,,,,,KE,,
AVENUE HEALTHCARE-SOUTH C,,,,,KE,,
