distributor,distributor_product_name,sanofi_product_name,sanofi_gmid,sanofi_product_id
BF,"UBIPHARM BURKINA",,"METHOTREXATE 2.5MG TABCO BT20 M36 FR",355496,202
BF,"UBIPHARM BURKINA",,"ARTANE 5MG TAB BL20 FR",665401,203
BF,"UBIPHARM BURKINA",,"DOLIPRANE 1G TAB BL2X4 M24 XD",650739,204
BF,"UBIPHARM BURKINA",,"TRITACE 2.5MG TAB BL2X14 S4 M36 XE",627595,205
BF,"UBIPHARM BURKINA",,"TRITACE 5MG TAB BL2X14 S4 M36 XE",627597,206
BF,"UBIPHARM BURKINA",,"AMARYL 1MG TAB BL2X15 S3 M36 XE",261604,207
BF,"UBIPHARM BURKINA",,"AMARYL 2MG TAB BL2X15 S3 M36 XE",261605,208
BF,"UBIPHARM BURKINA",,"AMARYL 3MG TAB BL2X15 S4 M36 XE",632896,209
BF,"UBIPHARM BURKINA",,"AMARYL 3MG TAB BL2X15 S3 M36 XE",261608,210
BF,"UBIPHARM BURKINA",,"AMARYL 4MG TAB BL2X15 S3 M36 XE",261610,211
BF,"UBIPHARM BURKINA",,"CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE",306220,212
BF,"UBIPHARM BURKINA",,"CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE",306222,213
BF,"UBIPHARM BURKINA",,"CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE",306225,214
BF,"UBIPHARM BURKINA",,"CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE",306226,215
BF,"UBIPHARM BURKINA",,"EPILIM 200MG TABEC BL10X10 S3 M36 XE",502299,216
BF,"UBIPHARM BURKINA",,"FLEMING 228.5MG/+ SUSP BT1 M24 EX",476009,217
BF,"UBIPHARM BURKINA",,"FLEMING 500-125MG TABCO BL2X7 M24 EX",477015,218
BF,"UBIPHARM BURKINA",,"FLEMING 457MG/5ML SUSP BT1 M24 KE",477034,219
BF,"UBIPHARM BURKINA",,"FLEMING 875-125MG TABCO BL2X7 M24 EX",476043,220
BF,"UBIPHARM BURKINA",,"INSUMAN C30 300IU/3ML INJSU CRT5 M24 XE",415360,221
BF,"UBIPHARM BURKINA",,"LANTUS 300IU/3ML INJ SOLO5 ICRA M36 XE",615902,222
BF,"UBIPHARM BURKINA",,"MAALOX PLUS 8.1G/+ SUSP BT1 S3 M36 XD",250798,223
BF,"UBIPHARM BURKINA",,"TAVANIC 500MG/+ INFLS VL1 S3 M36 XE",251781,224
BF,"UBIPHARM BURKINA",,"TIMOL 50MG/10ML EYDRO BT1 M36 GH",477787,225
BF,"UBIPHARM BURKINA",,"ZOXON 1G INJPO VL1+AM1 M36 KE",477044,226
BF,"UBIPHARM BURKINA",,"EPILIM CHRO 199.8-87MG TABCR BL10X10 XE",643215,227
BF,"UBIPHARM BURKINA",,"EPILIM CHRO 333-145MG TABCR BL10X10 XE",643216,228
BF,"UBIPHARM BURKINA",,"EPILIM 12G/300ML SYR BT1 S4 M36 XE",641849,229
BF,"UBIPHARM BURKINA",,"FLAGYL 500MG/+ LIQ BT1 ZA",67294,230
BF,"UBIPHARM BURKINA",,"FLAGYL 200MG/5ML SUSP BT1 M24 ZA",645815,231
BF,"UBIPHARM BURKINA",,"BOX HISTIACIL NF 150ML JBE ADU",626547,232
BF,"UBIPHARM BURKINA",,"CORDARONE 150MG/3ML INJ AM6 S3 M24 XD",245298,233
BF,"UBIPHARM BURKINA",,"BRONCHICUM 6.64G/+ ELIX BT1 S3 M36 XE",352016,234
BF,"UBIPHARM BURKINA",,"ELOXATIN 50MG/10ML INJ VL1 M24 XE",370351,235
BF,"UBIPHARM BURKINA",,"ELOXATIN 100MG/20ML INJ VL1 S3 M24 XE",407096,236
BF,"UBIPHARM BURKINA",,"LASIX 20MG/2ML INJ AM5 XE",518946,237
BF,"UBIPHARM BURKINA",,"LASIX 40MG TAB BL2X10 M36 XE",505579,238
BF,"UBIPHARM BURKINA",,"MAALOX PLUS 200MG+ TABCW BL4X10 S3 XD",436418,239
BF,"UBIPHARM BURKINA",,"MONO-TILDIEM 200MG CAP BL2X14 S3 M36 XE",213714,240
BF,"UBIPHARM BURKINA",,"RESONIUM A 453.7G/+ POWD BT1 M60 XE",258746,241
BF,"UBIPHARM BURKINA",,"RIFOCIN 250MG/3ML INJ AM1 S3 M36 XE",312451,242
BF,"UBIPHARM BURKINA",,"EPILIM 400MG/4ML INJPO VLSX1 S4 M60 XE",642931,243
BF,"UBIPHARM BURKINA",,"MAALOX 84G/+ SUSP BT1 XE",506739,244
BF,"UBIPHARM BURKINA",,"AMARYL 1MG TAB BL3X10 M36 ZA",645820,245
BF,"UBIPHARM BURKINA",,"AMARYL 2MG TAB BL3X10 M36 ZA",645818,246
BF,"UBIPHARM BURKINA",,"AMARYL 4MG TAB BL3X10 M36 ZA",645819,247
BF,"UBIPHARM BURKINA",,"FLAGYL 400MG TAB BT100 M24 ZA",645817,248
BF,"UBIPHARM BURKINA",,"LANTUS 1KIU/10ML INJ VL1 ICRA M36 XE",615926,249
BF,"UBIPHARM BURKINA",,"TARGOCID 200MG/3ML INJPO VLSX1 S3 M36 XE",263980,250
BF,"UBIPHARM BURKINA",,"TARGOCID 400MG/3ML INJPO VLSX1 S3 M36 XE",306632,251
BF,"UBIPHARM BURKINA",,"BUSCOPAN 10MG TABSC BL5X10 M36 NG",651969,252
BF,"UBIPHARM BURKINA",,"GERIATRIC PHARMATON 40MG+ CAPSG BT30 NG",653312,253
BF,"UBIPHARM BURKINA",,"PHARMATON KIDDI 4G/+ SYR BT1 NEAN M24 EX",696080,254
BF,"UBIPHARM BURKINA",,"PHARMATON KIDDI 2G/+ SYR BT1 NEAN M24 EX",696079,255
BF,"UBIPHARM BURKINA",,"BUSCOPAN 20MG/1ML INJ AM5 M36 ZA",652574,256
BF,"UBIPHARM BURKINA",,"BISOLVON LINCTUS DA 160MG/+ SYR BT1 ZA",654229,257
BF,"UBIPHARM BURKINA",,"BUSCOPAN PLUS 10-500MG TABCO BL50X1 EX",653030,258
BF,"UBIPHARM BURKINA",,"DULCOLAX 5MG TABSC BL3X10 M36 XD",693896,259
BF,"UBIPHARM BURKINA",,"MUCOSOLVAN 300MG/+ SYR BT1 M36 EX",651777,260
BF,"UBIPHARM BURKINA",,"APIDRA 300IU/3ML INJ SOLO5 M24 XN",380567,261
BF,"UBIPHARM BURKINA",,"DOLIPRANE 1G SUP BL2X4 FR",62375,262
BF,"UBIPHARM BURKINA",,"DOLIPRANE 1G POWD SC8 NF FR",443925,263
BF,"UBIPHARM BURKINA",,"DOLIPRANE 500MG TAB BL2X8 XD",648641,264
BF,"UBIPHARM BURKINA",,"IMOVANE 7.5MG TABCO BL20 SWI M36 XE",298685,265
BF,"UBIPHARM BURKINA",,"LIPANOR 100MG CAP BL3X10 S4 M36 XD",667138,266
BF,"UBIPHARM BURKINA",,"MAALOX PLUS 15.975G/+ SUSP BT1 S3 M36 XD",250800,267
BF,"UBIPHARM BURKINA",,"PROFEMIGR 150MG TAB BL10 M60 FR",371014,268
BF,"UBIPHARM BURKINA",,"PROFENID 1.5G/60G GEL TB1 S4 M36 XE",594660,269
BF,"UBIPHARM BURKINA",,"SURMONTIL 25MG TAB BL5X10 M36 XD",592231,270
BF,"UBIPHARM BURKINA",,"TELFAST 180MG TABCO BL15 S4 M36 XE",655846,271
BF,"UBIPHARM BURKINA",,"TILDIEM 60MG TAB BL2X15 S3 M36 XD",242086,272
BF,"UBIPHARM BURKINA",,"ARTANE 2MG TAB BL2X25 FR",663419,273
BF,"UBIPHARM BURKINA",,"MUCOSOLVAN 30MG/5ML SYR BT1 M36 XE",686913,274
ML,"TEDIS / POUR CAMED MALI",,"AMAREL 1MG TAB BL2X15 M36 XE",268012,1
ML,"TEDIS / POUR CAMED MALI",,"AMAREL 2MG TAB BL2X15 M36 XE",268013,2
ML,"TEDIS / POUR CAMED MALI",,"AMAREL 3MG TAB BL2X15 M36 XE",268014,3
ML,"TEDIS / POUR CAMED MALI",,"AMAREL 4MG TAB BL2X15 M36 XD",268015,4
ML,"TEDIS / POUR CAMED MALI",,"AMARYL MIR 2-500MG TABCO BL3X10 XE",307013,5
ML,"TEDIS / POUR CAMED MALI",,"AMARYL MSR 2-500MG TABCO BL3X10 M24 XE",321233,6
ML,"TEDIS / POUR CAMED MALI",,"AMITRON 3G/60ML POWD BT1 M36 EX",475982,7
ML,"TEDIS / POUR CAMED MALI",,"AMITRON 500MG CAPEM BL12 M36 EX",475871,8
ML,"TEDIS / POUR CAMED MALI",,"AMITRON 500MG CAPEM BL50X10 M36 EX",475875,9
ML,"TEDIS / POUR CAMED MALI",,"APROVEL 150MG TABCO BL2X14 RM M36 XE",196680,10
ML,"TEDIS / POUR CAMED MALI",,"APROVEL 300MG TABCO BL2X14 RM M36 XE",196681,11
ML,"TEDIS / POUR CAMED MALI",,"ASPEGIC 100MG POWD SC20 SAF M24 XD",281498,12
ML,"TEDIS / POUR CAMED MALI",,"ASPEGIC 1G POWD SC20 SAF M30 XD",298801,13
ML,"TEDIS / POUR CAMED MALI",,"ASPEGIC 250MG POWD SC20 SAF M24 XD",281499,14
ML,"TEDIS / POUR CAMED MALI",,"ASPEGIC 500MG POWD SC20 SAF M30 XD",281500,15
ML,"TEDIS / POUR CAMED MALI",,"ATURGYL 7.5MG/15ML NASSP IN1 M24 XE",354883,16
ML,"TEDIS / POUR CAMED MALI",,"BIOFERON 305MG+ CAPEM BL3X10 M30 EX",475991,17
ML,"TEDIS / POUR CAMED MALI",,"BIPROFENID 100MG TAB BL2X10 S4 M24 XD",636858,18
ML,"TEDIS / POUR CAMED MALI",,"CLOMID 50MG TAB BL10 NDSI M36 XE",551042,19
ML,"TEDIS / POUR CAMED MALI",,"CLOMID 50MG TAB BL5 NDSI M36 XE",551043,20
ML,"TEDIS / POUR CAMED MALI",,"COAPRO 150-12.5MG TABCO BL2X14 RM M36 XD",247831,21
ML,"TEDIS / POUR CAMED MALI",,"COAPRO 300-12.5MG TABCO BL2X14 RM M36 XD",247832,22
ML,"TEDIS / POUR CAMED MALI",,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074,23
ML,"TEDIS / POUR CAMED MALI",,"CORDARONE 200MG TAB BL2X15 M24 XD",554523,24
ML,"TEDIS / POUR CAMED MALI",,"CORTANCYL 20MG TAB BL2X10 SWI M36 XE",323487,25
ML,"TEDIS / POUR CAMED MALI",,"CORTANCYL 5MG TAB BL30 SWI M36 XE",298682,26
ML,"TEDIS / POUR CAMED MALI",,"CORVASAL 2MG TAB BL2X15 S3 M36 XD",320343,27
ML,"TEDIS / POUR CAMED MALI",,"CORVASAL 4MG TAB BL2X15 S3 M24 XD",320344,28
ML,"TEDIS / POUR CAMED MALI",,"DAONIL 5MG TAB BL10X10 SWI M24 XE",305481,29
ML,"TEDIS / POUR CAMED MALI",,"DAONIL 5MG TAB BL20 SWI M24 XE",305479,30
ML,"TEDIS / POUR CAMED MALI",,"DEPAK CHRO500 333-145MG TABCR TB30 XD",630791,31
ML,"TEDIS / POUR CAMED MALI",,"DEPAKINE 200MG TABEC TB40 ICRA M36 X1",624625,32
ML,"TEDIS / POUR CAMED MALI",,"DEPAKINE 500MG TABEC TB40 M36 XD",630763,33
ML,"TEDIS / POUR CAMED MALI",,"DEPAKINE 8.65G/+ SYR BT1 ICRA M36 XD",625765,34
ML,"TEDIS / POUR CAMED MALI",,"DEPAKINE 8G/40ML SOL BT1 ICRA M36 XD",625767,35
ML,"TEDIS / POUR CAMED MALI",,"DITROPAN 5MG TAB BL2X30 M36 XD",240939,36
ML,"TEDIS / POUR CAMED MALI",,"DOGMATIL 50MG CAP BL30 M36 XE",611732,37
ML,"TEDIS / POUR CAMED MALI",,"DOLIPRANE 100MG POWD SC12 NDSI XD",627331,38
ML,"TEDIS / POUR CAMED MALI",,"DOLIPRANE 100MG SUP BL2X5 NDSI M36 XD",627329,39
ML,"TEDIS / POUR CAMED MALI",,"DOLIPRANE 150MG POWD SC12 NDSI XD",627332,40
ML,"TEDIS / POUR CAMED MALI",,"DOLIPRANE 150MG SUP BL2X5 NDSI M36 XD",627328,41
ML,"TEDIS / POUR CAMED MALI",,"DOLIPRANE 1G TABEF TB8 NDSI M36 XD",624480,42
ML,"TEDIS / POUR CAMED MALI",,"DOLIPRANE 200MG POWD SC12 NDSI XD",627314,43
ML,"TEDIS / POUR CAMED MALI",,"DOLIPRANE 200MG SUP BL2X5 NDSI M36 XD",627327,44
ML,"TEDIS / POUR CAMED MALI",,"DOLIPRANE 300MG POWD SC12 NDSI XD",626997,45
ML,"TEDIS / POUR CAMED MALI",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326,46
ML,"TEDIS / POUR CAMED MALI",,"DOLIPRANE VIT C 500-150MG TABEF TB16 XD",626630,47
ML,"TEDIS / POUR CAMED MALI",,"DOLIPRANE VIT C 500-150MG TABEF TB16 FR",292037,48
ML,"TEDIS / POUR CAMED MALI",,"DOLIPRANE 500MG POWD SC12 NDSI M24 XD",627330,49
ML,"TEDIS / POUR CAMED MALI",,"DOLIPRANE 500MG TABEF TB2X8 NDSI M36 XD",624479,50
ML,"TEDIS / POUR CAMED MALI",,"DOLIPREX 500MG+ POWD SC8 NDSI XD",626998,51
ML,"TEDIS / POUR CAMED MALI",,"DOLIRHUME 500-30MG TAB BL2X8 NDSI M36 XD",627160,52
ML,"TEDIS / POUR CAMED MALI",,"ENTEROGERMINA 2BCFU/5ML SUSP BT10 S3 XD",528888,53
ML,"TEDIS / POUR CAMED MALI",,"ERCEFURYL 200MG CAP BL2X14 SAF M60 XE",592593,54
ML,"TEDIS / POUR CAMED MALI",,"ERCEFURYL 3.6G/90ML SOL BT1 S2 EX",671538,55
ML,"TEDIS / POUR CAMED MALI",,"EXACYL 500MG TAB BL20 S3 XE",541078,56
ML,"TEDIS / POUR CAMED MALI",,"EXACYL 1G/10ML SOL AM5 S3 M60 XE",224938,57
ML,"TEDIS / POUR CAMED MALI",,"FLAGENTYL 500MG TABCO BL4 S4 M49 XD",664051,58
ML,"TEDIS / POUR CAMED MALI",,"FLAGYL 500MG/+ INJ BG25 H FR",67933,59
ML,"TEDIS / POUR CAMED MALI",,"FLAGYL 125MG/5ML SUSP BT1 XD",678014,60
ML,"TEDIS / POUR CAMED MALI",,"FLAGYL 500MG PESSA BL2X5 S4 M36 XD",642941,61
ML,"TEDIS / POUR CAMED MALI",,"FLEMING 1G-125MG TABCO BL2X8 M24 EX",476956,62
ML,"TEDIS / POUR CAMED MALI",,"FLEMING 1G-200MG INJPO VL5 M24 EX",476963,63
ML,"TEDIS / POUR CAMED MALI",,"FLEMING 3G/+ POWD BT1 M24 EX",476955,64
ML,"TEDIS / POUR CAMED MALI",,"FLEMING 500-62.5MG TABCO BL2X8 M24 EX",476957,65
ML,"TEDIS / POUR CAMED MALI",,"FLEMING 6G/+ POWD BT1 M24 EX",476954,66
ML,"TEDIS / POUR CAMED MALI",,"GARDENAL 10MG TAB BL4X20 S3 M60 XE",665371,67
ML,"TEDIS / POUR CAMED MALI",,"HEMI-DAONIL 2.5MG TAB BL3X20 SWI M24 XE",285368,68
ML,"TEDIS / POUR CAMED MALI",,"IBEX 200MG+ CAPEM BL2X12 M36 EX",476933,69
ML,"TEDIS / POUR CAMED MALI",,"LARGACTIL 100MG TABCO BL3X10 M36 XD",625681,70
ML,"TEDIS / POUR CAMED MALI",,"LASILIX 20MG/2ML INJ AM1 XE",518938,71
ML,"TEDIS / POUR CAMED MALI",,"LASILIX 40MG TAB BL3X10 SWI M36 XE",311168,72
ML,"TEDIS / POUR CAMED MALI",,"LASILIX FAIBLE 20MG TAB BL2X15 SWI XE",311166,73
ML,"TEDIS / POUR CAMED MALI",,"LASILIX RETARD 60MG CAP TB30 M24 XE",293665,74
ML,"TEDIS / POUR CAMED MALI",,"MAALOX 8.75G/+ SUSP BT1 S3 M36 XE",239907,75
ML,"TEDIS / POUR CAMED MALI",,"MAALOX 460MG/+ SUSP SC20 S3 M36 XE",292174,76
ML,"TEDIS / POUR CAMED MALI",,"MAALOX 400-400MG TABCW BL4X10 S3 M60 XE",436433,77
ML,"TEDIS / POUR CAMED MALI",,"MAGNE B6 470-5MG TABSC BL5X10 S3 M24 XE",214082,78
ML,"TEDIS / POUR CAMED MALI",,"MAXILASE 25KIU/+ SYR BT1 SAF M18 XM",346666,79
ML,"TEDIS / POUR CAMED MALI",,"MAXILASE 3KIU TABSC BL2X12 S3 M24 XD",245296,80
ML,"TEDIS / POUR CAMED MALI",,"MITOSYL 40G/150G+ CREAM TB1 S3 M36 XE",592685,81
ML,"TEDIS / POUR CAMED MALI",,"MITOSYL 20-27G/65G CREAM TB1 S3 M36 XE",592684,82
ML,"TEDIS / POUR CAMED MALI",,"NORZOL 400-600MG TABCO BL10 M36 EX",476712,83
ML,"TEDIS / POUR CAMED MALI",,"NO-SPA 40MG/2ML INJ AM25 XD",289137,84
ML,"TEDIS / POUR CAMED MALI",,"NO-SPA 40MG/2ML INJ AM5 XD",289138,85
ML,"TEDIS / POUR CAMED MALI",,"NO-SPA 40MG TAB BL10X10 S3 M36 XD",287552,86
ML,"TEDIS / POUR CAMED MALI",,"NO-SPA 40MG TAB BL2X10 S3 M36 XD",287550,87
ML,"TEDIS / POUR CAMED MALI",,"NO-SPA 80MG TAB BL2X10 S3 M36 XD",287553,88
ML,"TEDIS / POUR CAMED MALI",,"NOVALGIN 2.5G/5ML INJ AM5 S3 M60 XE",592705,89
ML,"TEDIS / POUR CAMED MALI",,"NOVALGIN 500MG TABCO BL2X10 M36 XD",609071,90
ML,"TEDIS / POUR CAMED MALI",,"NOVALGIN 50MG/100ML SYR BT1 EX",671597,91
ML,"TEDIS / POUR CAMED MALI",,"NOZINAN HCL 100MG TABCO BL2X10 S3 M60 XD",264980,92
ML,"TEDIS / POUR CAMED MALI",,"NOZINAN 25MG TABCO BL2X10 S3 M61 XD",311122,93
ML,"TEDIS / POUR CAMED MALI",,"OFLOCET 200MG TABCO BL10 S4 M36 XD",632425,94
ML,"TEDIS / POUR CAMED MALI",,"ORELOX 100MG TABCO BL10 SWI M36 XD",298689,95
ML,"TEDIS / POUR CAMED MALI",,"ORELOX 200MG TABCO BL2X5 M36 XD",374872,96
ML,"TEDIS / POUR CAMED MALI",,"ORELOX 40MG/5ML GRAN BT1 SWI M24 XD",298691,97
ML,"TEDIS / POUR CAMED MALI",,"ORELOX 400MG/50ML GRAN BT1 SWI M24 XE",298693,98
ML,"TEDIS / POUR CAMED MALI",,"OROKEN 100MG/5ML POWD BT1 S4 M24 XD",628390,99
ML,"TEDIS / POUR CAMED MALI",,"OROKEN 200MG TABCO BL8 S4 M24 XD",628389,100
ML,"TEDIS / POUR CAMED MALI",,"OROKEN 40MG/5ML POWD BT1 S4 M24 XD",628391,101
ML,"TEDIS / POUR CAMED MALI",,"PROFENID 100MG SUP BL2X6 S4 M24 XD",639164,102
ML,"TEDIS / POUR CAMED MALI",,"PROFENID 100MG/2ML INJ AM2 S4 M36 XE",540717,103
ML,"TEDIS / POUR CAMED MALI",,"PROFENID 100MG INJPO VL50 H FR",172136,104
ML,"TEDIS / POUR CAMED MALI",,"PROFENID 100MG TABCO BL3X10 XD",671609,105
ML,"TEDIS / POUR CAMED MALI",,"PROFENID 50MG CAP BL2X12 S4 M36 XD",639608,106
ML,"TEDIS / POUR CAMED MALI",,"PROFENID LP 200MG TABEC BL14 S3 M24 XD",624622,107
ML,"TEDIS / POUR CAMED MALI",,"PYOSTACINE 500MG TABCO BL2X8 NF M48 XD",571696,108
ML,"TEDIS / POUR CAMED MALI",,"QUINIMAX 125MG TABCO BT18 M36 XE",187750,109
ML,"TEDIS / POUR CAMED MALI",,"QUINIMAX 500MG TABCO BT9 M36 XE",187747,110
ML,"TEDIS / POUR CAMED MALI",,"RHINATHIOL 2.5G/125ML SYR BT1 SAF M36 XM",479387,111
ML,"TEDIS / POUR CAMED MALI",,"RHINATHIOL 6.25G/+ SYR BT1 S3 M36 XE",479530,112
ML,"TEDIS / POUR CAMED MALI",,"RHINATHIOL 15G/300ML SYR BT1 S3 M37 XM",323470,113
ML,"TEDIS / POUR CAMED MALI",,"RHINATHIOL PMZ 2.5G/+ SYR BT1 SAF M24 XD",323473,114
ML,"TEDIS / POUR CAMED MALI",,"RISORDAN 20MG TABCO BL3X20 M36 FR",355560,115
ML,"TEDIS / POUR CAMED MALI",,"RODOGYL 750KIU+ TABCO BL2X10 S3 M36 XD",408003,116
ML,"TEDIS / POUR CAMED MALI",,"ROVAMYCINE 1.5MIU TABCO BL2X8 M36 XD",624775,117
ML,"TEDIS / POUR CAMED MALI",,"ROVAMYCINE 3MIU TABCO BL10 M24 XD",624774,118
ML,"TEDIS / POUR CAMED MALI",,"RULID 150MG TABCO BL10 SWI M36 XD",298698,119
ML,"TEDIS / POUR CAMED MALI",,"STILNOX 10MG TABCO BL20 S4 M48 XD",636827,120
ML,"TEDIS / POUR CAMED MALI",,"SURGAM 200MG TAB BL2X10 SWI M36 XE",298711,121
ML,"TEDIS / POUR CAMED MALI",,"TAVANIC 500MG/+ INFLS VL1 M36 H FR",39171,122
ML,"TEDIS / POUR CAMED MALI",,"TAVANIC 500MG TABCO BL5 SWI M60 XE",310637,123
ML,"TEDIS / POUR CAMED MALI",,"TAXOTERE 20MG/1ML INJ VL1 M24 XE",413689,124
ML,"TEDIS / POUR CAMED MALI",,"TAXOTERE 80MG/4ML INJ VL1 M24 XD",414074,125
ML,"TEDIS / POUR CAMED MALI",,"THIOBACTIN 3G/60ML SUSP BT1 EX",671637,126
ML,"TEDIS / POUR CAMED MALI",,"THIOBACTIN 500MG TAB BL24 EX",671639,127
ML,"TEDIS / POUR CAMED MALI",,"TOPLEXIL 33MG/+ SYR BT1 S3 M37 XE",269069,128
ML,"TEDIS / POUR CAMED MALI",,"TRANXENE 10MG CAP BL3X10 M36 XE",489540,129
ML,"TEDIS / POUR CAMED MALI",,"TRANXENE 5MG CAP BL3X10 M36 XE",489541,130
ML,"TEDIS / POUR CAMED MALI",,"TRIATEC 10MG TAB BL2X15 S4 M36 XD",666655,131
ML,"TEDIS / POUR CAMED MALI",,"TRIATEC 1.25MG TAB BL2X15 XD",679231,132
ML,"TEDIS / POUR CAMED MALI",,"TRIATEC 2.5MG TAB BL2X15 S4 M36 XD",666654,133
ML,"TEDIS / POUR CAMED MALI",,"ULCAR 1G/5ML SUSP SC30 S4 M48 XD",646799,134
ML,"TEDIS / POUR CAMED MALI",,"TRITAZIDE 10-12.5MG TAB BL2X14 S4 M36 XD",627667,135
ML,"TEDIS / POUR CAMED MALI",,"TRITAZIDE 10-25MG TAB BL2X14 S4 M36 XD",627060,136
ML,"TEDIS / POUR CAMED MALI",,"TRITAZIDE 5-12.5MG TAB BL2X14 S4 M36 XD",627061,137
ML,"TEDIS / POUR CAMED MALI",,"TRITAZIDE 5-25MG TAB BL2X14 S4 M36 XD",627062,138
ML,"TEDIS / POUR CAMED MALI",,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279,139
ML,"TEDIS / POUR CAMED MALI",,"XATRAL 5MG TABCR BL4X14 S4 M36 XD",612011,140
ML,"TEDIS / POUR CAMED MALI",,"XATRAL 10MG TABCR BL30 S4 M36 XD",633072,141
ML,"TEDIS / POUR CAMED MALI",,"ZEBEN 400MG TAB BL1 M48 EX",476947,142
ML,"TEDIS / POUR CAMED MALI",,"LOVENOX 2KIU/0.2ML INJ PS2 SWI M24 XE",306216,143
ML,"TEDIS / POUR CAMED MALI",,"LOVENOX 4KIU/0.4ML INJ PS2 SWI M24 XE",306217,144
ML,"TEDIS / POUR CAMED MALI",,"LOVENOX 6KIU/0.6ML INJ PS2 SWI M24 XE",306218,145
ML,"TEDIS / POUR CAMED MALI",,"LOVENOX 8KIU/0.8ML INJ PS2 SWI M24 XE",306219,146
ML,"TEDIS / POUR CAMED MALI",,"RHINATHIOL 10G/200ML SOL BT1 M24 XM",477825,147
ML,"TEDIS / POUR CAMED MALI",,"RODOGYL 750KIU+ TABCO BL2X10 S4 M36 XD",624773,148
ML,"TEDIS / POUR CAMED MALI",,"TRIATEC 5MG TAB BL2X15 S4 M36 XD",666653,149
ML,"TEDIS / POUR CAMED MALI",,"NOVALGIN 2.5G/5ML INJ AM5 S4 M36 XD",635403,150
ML,"TEDIS / POUR CAMED MALI",,"OFLOCET 1.5MG/+ SOL UNIX20 S4 M36 XD",662889,151
ML,"TEDIS / POUR CAMED MALI",,"DOLIPRANETABS 1G TAB BL2X4 EX",663982,152
ML,"TEDIS / POUR CAMED MALI",,"DOLIPRANETABS 500MG TAB BL2X8 X EX",663983,153
ML,"TEDIS / POUR CAMED MALI",,"FLAGYL 250MG TAB BL2X10 X EX",663984,154
ML,"TEDIS / POUR CAMED MALI",,"FLAGYL 500MG TAB BL14 X EX",663985,155
ML,"TEDIS / POUR CAMED MALI",,"GARDENAL 100MG TAB BL2X10 X EX",663986,156
ML,"TEDIS / POUR CAMED MALI",,"DOLIPRANE 1.44G/60ML SYR BT1 M24 X EX",663981,157
ML,"TEDIS / POUR CAMED MALI",,"QUINIMAX 500MG/4ML INJ AM25 X EX",663996,158
ML,"TEDIS / POUR CAMED MALI",,"QUINIMAX 250MG/2ML INJ AM25 X EX",663995,159
ML,"TEDIS / POUR CAMED MALI",,"QUINIMAX 500MG/4ML INJ AM3 X EX",663998,160
ML,"TEDIS / POUR CAMED MALI",,"PROFENID 150MG/+ SYR BT1 X EX",663992,161
ML,"TEDIS / POUR CAMED MALI",,"XATRAL 2.5MG TABCO BL2X15 S4 M24 XD",639628,162
ML,"TEDIS / POUR CAMED MALI",,"FLAGYL 500MG TABCO BL2X7 M36 XD",671212,163
ML,"TEDIS / POUR CAMED MALI",,"ALLSTAR MEDSUP MEDSU PEN1 MAU XE",516219,164
ML,"TEDIS / POUR CAMED MALI",,"APROVASC 150-10MG TAB BL4X7 M36 XD",539185,165
ML,"TEDIS / POUR CAMED MALI",,"APROVASC 150-5MG TAB BL4X7 M36 XD",539183,166
ML,"TEDIS / POUR CAMED MALI",,"APROVASC 300-10MG TAB BL4X7 M36 XD",539181,167
ML,"TEDIS / POUR CAMED MALI",,"APROVASC 300-5MG TAB BL4X7 M36 XD",539182,168
ML,"TEDIS / POUR CAMED MALI",,"INSUMAN BAS 1KIU/10ML INJSU VL1 S3 XE",405018,169
ML,"TEDIS / POUR CAMED MALI",,"INSUMAN C30 1KIU/10ML INJSU VL1 S3 XE",405039,170
ML,"TEDIS / POUR CAMED MALI",,"INSUMAN RAP 1KIU/10ML INJ VL1 S3 M24 XE",405069,171
ML,"TEDIS / POUR CAMED MALI",,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024,172
ML,"TEDIS / POUR CAMED MALI",,"PLAVIX 75MG TABCO BL2X14 M36 XE",222428,173
ML,"TEDIS / POUR CAMED MALI",,"TAVANIC 500MG/+ INFLS VL1 ICRA M36 XD",694156,174
ML,"TEDIS / POUR CAMED MALI",,"XATRAL 10MG TABCR BL30 M36 XD",545747,175
ML,"TEDIS / POUR CAMED MALI",,"GARDENAL 50MG TAB BL3X10 X EX",663987,176
ML,"TEDIS / POUR CAMED MALI",,"CORDARONE 200MG TAB BL2X15 M36 XD",554510,177
ML,"TEDIS / POUR CAMED MALI",,"GARDENAL 40MG SUBLY VLSX1 S4 M36 XD",646872,178
ML,"TEDIS / POUR CAMED MALI",,"GARDENAL 40MG SUBLY VLSX1 SWI M36 XD",297260,179
ML,"TEDIS / POUR CAMED MALI",,"LACTACYD 120ML LIQSO BT1 XD",671563,180
ML,"TEDIS / POUR CAMED MALI",,"LACTACYD 200ML LIQSO BT1 XD",671568,181
