distributor,distributor_product_name,sanofi_product_name,sanofi_gmid,sanofi_product_id
"LABOREX CAMEROUN",,"TAVANIC 500MG/+ INFLS VL1 S3 M36 XE",251781,224
"LABOREX CAMEROUN",,"TIMOL 50MG/10ML EYDRO BT1 M36 GH",477787,225
"LABOREX CAMEROUN",,"ZOXON 1G INJPO VL1+AM1 M36 KE",477044,226
"LABOREX CAMEROUN",,"EPILIM CHRO 199.8-87MG TABCR BL10X10 XE",643215,227
"LABOREX CAMEROUN",,"EPILIM CHRO 333-145MG TABCR BL10X10 XE",643216,228
"LABOREX CAMEROUN",,"EPILIM 12G/300ML SYR BT1 S4 M36 XE",641849,229
"LABOREX CAMEROUN",,"FLAGYL 500MG/+ LIQ BT1 ZA",67294,230
"LABOREX CAMEROUN",,"FLAGYL 200MG/5ML SUSP BT1 M24 ZA",645815,231
"LABOREX CAMEROUN",,"BOX HISTIACIL NF 150ML JBE ADU",626547,232
"LABOREX CAMEROUN",,"CORDARONE 150MG/3ML INJ AM6 S3 M24 XD",245298,233
"LABOREX CAMEROUN",,"BRONCHICUM 6.64G/+ ELIX BT1 S3 M36 XE",352016,234
"LABOREX CAMEROUN",,"ELOXATIN 50MG/10ML INJ VL1 M24 XE",370351,235
"LABOREX CAMEROUN",,"ELOXATIN 100MG/20ML INJ VL1 S3 M24 XE",407096,236
"LABOREX CAMEROUN",,"LASIX 20MG/2ML INJ AM5 XE",518946,237
"LABOREX CAMEROUN",,"LASIX 40MG TAB BL2X10 M36 XE",505579,238
"LABOREX CAMEROUN",,"MAALOX PLUS 200MG+ TABCW BL4X10 S3 XD",436418,239
"LABOREX CAMEROUN",,"MONO-TILDIEM 200MG CAP BL2X14 S3 M36 XE",213714,240
"LABOREX CAMEROUN",,"RESONIUM A 453.7G/+ POWD BT1 M60 XE",258746,241
"LABOREX CAMEROUN",,"RIFOCIN 250MG/3ML INJ AM1 S3 M36 XE",312451,242
"LABOREX CAMEROUN",,"EPILIM 400MG/4ML INJPO VLSX1 S4 M60 XE",642931,243
"LABOREX CAMEROUN",,"MAALOX 84G/+ SUSP BT1 XE",506739,244
"LABOREX CAMEROUN",,"AMARYL 1MG TAB BL3X10 M36 ZA",645820,245
"LABOREX CAMEROUN",,"AMARYL 2MG TAB BL3X10 M36 ZA",645818,246
"LABOREX CAMEROUN",,"AMARYL 4MG TAB BL3X10 M36 ZA",645819,247
"LABOREX CAMEROUN",,"FLAGYL 400MG TAB BT100 M24 ZA",645817,248
"LABOREX CAMEROUN",,"LANTUS 1KIU/10ML INJ VL1 ICRA M36 XE",615926,249
"LABOREX CAMEROUN",,"TARGOCID 200MG/3ML INJPO VLSX1 S3 M36 XE",263980,250
"LABOREX CAMEROUN",,"TARGOCID 400MG/3ML INJPO VLSX1 S3 M36 XE",306632,251
"LABOREX CAMEROUN",,"BUSCOPAN 10MG TABSC BL5X10 M36 NG",651969,252
"LABOREX CAMEROUN",,"GERIATRIC PHARMATON 40MG+ CAPSG BT30 NG",653312,253
"LABOREX CAMEROUN",,"PHARMATON KIDDI 4G/+ SYR BT1 NEAN M24 EX",696080,254
"LABOREX CAMEROUN",,"PHARMATON KIDDI 2G/+ SYR BT1 NEAN M24 EX",696079,255
"LABOREX CAMEROUN",,"BUSCOPAN 20MG/1ML INJ AM5 M36 ZA",652574,256
"LABOREX CAMEROUN",,"BISOLVON LINCTUS DA 160MG/+ SYR BT1 ZA",654229,257
"LABOREX CAMEROUN",,"BUSCOPAN PLUS 10-500MG TABCO BL50X1 EX",653030,258
"LABOREX CAMEROUN",,"DULCOLAX 5MG TABSC BL3X10 M36 XD",693896,259
"LABOREX CAMEROUN",,"MUCOSOLVAN 300MG/+ SYR BT1 M36 EX",651777,260
"LABOREX CAMEROUN",,"APIDRA 300IU/3ML INJ SOLO5 M24 XN",380567,261
"LABOREX CAMEROUN",,"DOLIPRANE 1G SUP BL2X4 FR",62375,262
"LABOREX CAMEROUN",,"DOLIPRANE 1G POWD SC8 NF FR",443925,263
"LABOREX CAMEROUN",,"DOLIPRANE 500MG TAB BL2X8 XD",648641,264
"LABOREX CAMEROUN",,"IMOVANE 7.5MG TABCO BL20 SWI M36 XE",298685,265
"LABOREX CAMEROUN",,"LIPANOR 100MG CAP BL3X10 S4 M36 XD",667138,266
"LABOREX CAMEROUN",,"MAALOX PLUS 15.975G/+ SUSP BT1 S3 M36 XD",250800,267
"LABOREX CAMEROUN",,"PROFEMIGR 150MG TAB BL10 M60 FR",371014,268
"LABOREX CAMEROUN",,"PROFENID 1.5G/60G GEL TB1 S4 M36 XE",594660,269
"LABOREX CAMEROUN",,"SURMONTIL 25MG TAB BL5X10 M36 XD",592231,270
"LABOREX CAMEROUN",,"TELFAST 180MG TABCO BL15 S4 M36 XE",655846,271
"LABOREX CAMEROUN",,"TILDIEM 60MG TAB BL2X15 S3 M36 XD",242086,272
"LABOREX CAMEROUN",,"ARTANE 2MG TAB BL2X25 FR",663419,273
"LABOREX CAMEROUN",,"MUCOSOLVAN 30MG/5ML SYR BT1 M36 XE",686913,274
"TEDIS PHARMA TOGO",,"AMAREL 1MG TAB BL2X15 M36 XE",268012,1
"TEDIS PHARMA TOGO",,"AMAREL 2MG TAB BL2X15 M36 XE",268013,2
"TEDIS PHARMA TOGO",,"AMAREL 3MG TAB BL2X15 M36 XE",268014,3
"TEDIS PHARMA TOGO",,"AMAREL 4MG TAB BL2X15 M36 XD",268015,4
"TEDIS PHARMA TOGO",,"AMARYL MIR 2-500MG TABCO BL3X10 XE",307013,5
"TEDIS PHARMA TOGO",,"AMARYL MSR 2-500MG TABCO BL3X10 M24 XE",321233,6
"TEDIS PHARMA TOGO",,"AMITRON 3G/60ML POWD BT1 M36 EX",475982,7
"TEDIS PHARMA TOGO",,"AMITRON 500MG CAPEM BL12 M36 EX",475871,8
"TEDIS PHARMA TOGO",,"AMITRON 500MG CAPEM BL50X10 M36 EX",475875,9
"TEDIS PHARMA TOGO",,"APROVEL 150MG TABCO BL2X14 RM M36 XE",196680,10
"TEDIS PHARMA TOGO",,"APROVEL 300MG TABCO BL2X14 RM M36 XE",196681,11
"TEDIS PHARMA TOGO",,"ASPEGIC 100MG POWD SC20 SAF M24 XD",281498,12
"TEDIS PHARMA TOGO",,"ASPEGIC 1G POWD SC20 SAF M30 XD",298801,13
"TEDIS PHARMA TOGO",,"ASPEGIC 250MG POWD SC20 SAF M24 XD",281499,14
"TEDIS PHARMA TOGO",,"ASPEGIC 500MG POWD SC20 SAF M30 XD",281500,15
"TEDIS PHARMA TOGO",,"ATURGYL 7.5MG/15ML NASSP IN1 M24 XE",354883,16
"TEDIS PHARMA TOGO",,"BIOFERON 305MG+ CAPEM BL3X10 M30 EX",475991,17
"TEDIS PHARMA TOGO",,"BIPROFENID 100MG TAB BL2X10 S4 M24 XD",636858,18
"TEDIS PHARMA TOGO",,"CLOMID 50MG TAB BL10 NDSI M36 XE",551042,19
"TEDIS PHARMA TOGO",,"CLOMID 50MG TAB BL5 NDSI M36 XE",551043,20
"TEDIS PHARMA TOGO",,"COAPRO 150-12.5MG TABCO BL2X14 RM M36 XD",247831,21
"TEDIS PHARMA TOGO",,"COAPRO 300-12.5MG TABCO BL2X14 RM M36 XD",247832,22
"TEDIS PHARMA TOGO",,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074,23
"TEDIS PHARMA TOGO",,"CORDARONE 200MG TAB BL2X15 M24 XD",554523,24
"TEDIS PHARMA TOGO",,"CORTANCYL 20MG TAB BL2X10 SWI M36 XE",323487,25
"TEDIS PHARMA TOGO",,"CORTANCYL 5MG TAB BL30 SWI M36 XE",298682,26
"TEDIS PHARMA TOGO",,"CORVASAL 2MG TAB BL2X15 S3 M36 XD",320343,27
"TEDIS PHARMA TOGO",,"CORVASAL 4MG TAB BL2X15 S3 M24 XD",320344,28
"TEDIS PHARMA TOGO",,"DAONIL 5MG TAB BL10X10 SWI M24 XE",305481,29
"TEDIS PHARMA TOGO",,"DAONIL 5MG TAB BL20 SWI M24 XE",305479,30
"TEDIS PHARMA TOGO",,"DEPAK CHRO500 333-145MG TABCR TB30 XD",630791,31
"TEDIS PHARMA TOGO",,"DEPAKINE 200MG TABEC TB40 ICRA M36 X1",624625,32
"TEDIS PHARMA TOGO",,"DEPAKINE 500MG TABEC TB40 M36 XD",630763,33
"TEDIS PHARMA TOGO",,"DEPAKINE 8.65G/+ SYR BT1 ICRA M36 XD",625765,34
"TEDIS PHARMA TOGO",,"DEPAKINE 8G/40ML SOL BT1 ICRA M36 XD",625767,35
"TEDIS PHARMA TOGO",,"DITROPAN 5MG TAB BL2X30 M36 XD",240939,36
"TEDIS PHARMA TOGO",,"DOGMATIL 50MG CAP BL30 M36 XE",611732,37
"TEDIS PHARMA TOGO",,"DOLIPRANE 100MG POWD SC12 NDSI XD",627331,38
"TEDIS PHARMA TOGO",,"DOLIPRANE 100MG SUP BL2X5 NDSI M36 XD",627329,39
"TEDIS PHARMA TOGO",,"DOLIPRANE 150MG POWD SC12 NDSI XD",627332,40
"TEDIS PHARMA TOGO",,"DOLIPRANE 150MG SUP BL2X5 NDSI M36 XD",627328,41
"TEDIS PHARMA TOGO",,"DOLIPRANE 1G TABEF TB8 NDSI M36 XD",624480,42
"TEDIS PHARMA TOGO",,"DOLIPRANE 200MG POWD SC12 NDSI XD",627314,43
"TEDIS PHARMA TOGO",,"DOLIPRANE 200MG SUP BL2X5 NDSI M36 XD",627327,44
"TEDIS PHARMA TOGO",,"DOLIPRANE 300MG POWD SC12 NDSI XD",626997,45
"TEDIS PHARMA TOGO",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326,46
"TEDIS PHARMA TOGO",,"DOLIPRANE VIT C 500-150MG TABEF TB16 XD",626630,47
"TEDIS PHARMA TOGO",,"DOLIPRANE VIT C 500-150MG TABEF TB16 FR",292037,48
"TEDIS PHARMA TOGO",,"DOLIPRANE 500MG POWD SC12 NDSI M24 XD",627330,49
"TEDIS PHARMA TOGO",,"DOLIPRANE 500MG TABEF TB2X8 NDSI M36 XD",624479,50
"TEDIS PHARMA TOGO",,"DOLIPREX 500MG+ POWD SC8 NDSI XD",626998,51
"TEDIS PHARMA TOGO",,"DOLIRHUME 500-30MG TAB BL2X8 NDSI M36 XD",627160,52
"TEDIS PHARMA TOGO",,"ENTEROGERMINA 2BCFU/5ML SUSP BT10 S3 XD",528888,53
"TEDIS PHARMA TOGO",,"ERCEFURYL 200MG CAP BL2X14 SAF M60 XE",592593,54
"TEDIS PHARMA TOGO",,"ERCEFURYL 3.6G/90ML SOL BT1 S2 EX",671538,55
"TEDIS PHARMA TOGO",,"EXACYL 500MG TAB BL20 S3 XE",541078,56
"TEDIS PHARMA TOGO",,"EXACYL 1G/10ML SOL AM5 S3 M60 XE",224938,57
"TEDIS PHARMA TOGO",,"FLAGENTYL 500MG TABCO BL4 S4 M49 XD",664051,58
"TEDIS PHARMA TOGO",,"FLAGYL 500MG/+ INJ BG25 H FR",67933,59
"TEDIS PHARMA TOGO",,"FLAGYL 125MG/5ML SUSP BT1 XD",678014,60
"TEDIS PHARMA TOGO",,"FLAGYL 500MG PESSA BL2X5 S4 M36 XD",642941,61
"TEDIS PHARMA TOGO",,"FLEMING 1G-125MG TABCO BL2X8 M24 EX",476956,62
"TEDIS PHARMA TOGO",,"FLEMING 1G-200MG INJPO VL5 M24 EX",476963,63
"TEDIS PHARMA TOGO",,"FLEMING 3G/+ POWD BT1 M24 EX",476955,64
"TEDIS PHARMA TOGO",,"FLEMING 500-62.5MG TABCO BL2X8 M24 EX",476957,65
"TEDIS PHARMA TOGO",,"FLEMING 6G/+ POWD BT1 M24 EX",476954,66
"TEDIS PHARMA TOGO",,"GARDENAL 10MG TAB BL4X20 S3 M60 XE",665371,67
"TEDIS PHARMA TOGO",,"HEMI-DAONIL 2.5MG TAB BL3X20 SWI M24 XE",285368,68
"TEDIS PHARMA TOGO",,"IBEX 200MG+ CAPEM BL2X12 M36 EX",476933,69
"TEDIS PHARMA TOGO",,"LARGACTIL 100MG TABCO BL3X10 M36 XD",625681,70
"TEDIS PHARMA TOGO",,"LASILIX 20MG/2ML INJ AM1 XE",518938,71
"TEDIS PHARMA TOGO",,"LASILIX 40MG TAB BL3X10 SWI M36 XE",311168,72
"TEDIS PHARMA TOGO",,"LASILIX FAIBLE 20MG TAB BL2X15 SWI XE",311166,73
"TEDIS PHARMA TOGO",,"LASILIX RETARD 60MG CAP TB30 M24 XE",293665,74
"TEDIS PHARMA TOGO",,"MAALOX 8.75G/+ SUSP BT1 S3 M36 XE",239907,75
"TEDIS PHARMA TOGO",,"MAALOX 460MG/+ SUSP SC20 S3 M36 XE",292174,76
"TEDIS PHARMA TOGO",,"MAALOX 400-400MG TABCW BL4X10 S3 M60 XE",436433,77
"TEDIS PHARMA TOGO",,"MAGNE B6 470-5MG TABSC BL5X10 S3 M24 XE",214082,78
"TEDIS PHARMA TOGO",,"MAXILASE 25KIU/+ SYR BT1 SAF M18 XM",346666,79
"TEDIS PHARMA TOGO",,"MAXILASE 3KIU TABSC BL2X12 S3 M24 XD",245296,80
"TEDIS PHARMA TOGO",,"MITOSYL 40G/150G+ CREAM TB1 S3 M36 XE",592685,81
"TEDIS PHARMA TOGO",,"MITOSYL 20-27G/65G CREAM TB1 S3 M36 XE",592684,82
"TEDIS PHARMA TOGO",,"NORZOL 400-600MG TABCO BL10 M36 EX",476712,83
"TEDIS PHARMA TOGO",,"NO-SPA 40MG/2ML INJ AM25 XD",289137,84
"TEDIS PHARMA TOGO",,"NO-SPA 40MG/2ML INJ AM5 XD",289138,85
"TEDIS PHARMA TOGO",,"NO-SPA 40MG TAB BL10X10 S3 M36 XD",287552,86
"TEDIS PHARMA TOGO",,"NO-SPA 40MG TAB BL2X10 S3 M36 XD",287550,87
"TEDIS PHARMA TOGO",,"NO-SPA 80MG TAB BL2X10 S3 M36 XD",287553,88
"TEDIS PHARMA TOGO",,"NOVALGIN 2.5G/5ML INJ AM5 S3 M60 XE",592705,89
"TEDIS PHARMA TOGO",,"NOVALGIN 500MG TABCO BL2X10 M36 XD",609071,90
"TEDIS PHARMA TOGO",,"NOVALGIN 50MG/100ML SYR BT1 EX",671597,91
"TEDIS PHARMA TOGO",,"NOZINAN HCL 100MG TABCO BL2X10 S3 M60 XD",264980,92
"TEDIS PHARMA TOGO",,"NOZINAN 25MG TABCO BL2X10 S3 M61 XD",311122,93
"TEDIS PHARMA TOGO",,"OFLOCET 200MG TABCO BL10 S4 M36 XD",632425,94
"TEDIS PHARMA TOGO",,"ORELOX 100MG TABCO BL10 SWI M36 XD",298689,95
"TEDIS PHARMA TOGO",,"ORELOX 200MG TABCO BL2X5 M36 XD",374872,96
"TEDIS PHARMA TOGO",,"ORELOX 40MG/5ML GRAN BT1 SWI M24 XD",298691,97
"TEDIS PHARMA TOGO",,"ORELOX 400MG/50ML GRAN BT1 SWI M24 XE",298693,98
"TEDIS PHARMA TOGO",,"OROKEN 100MG/5ML POWD BT1 S4 M24 XD",628390,99
"TEDIS PHARMA TOGO",,"OROKEN 200MG TABCO BL8 S4 M24 XD",628389,100
"TEDIS PHARMA TOGO",,"OROKEN 40MG/5ML POWD BT1 S4 M24 XD",628391,101
"TEDIS PHARMA TOGO",,"PROFENID 100MG SUP BL2X6 S4 M24 XD",639164,102
"TEDIS PHARMA TOGO",,"PROFENID 100MG/2ML INJ AM2 S4 M36 XE",540717,103
"TEDIS PHARMA TOGO",,"PROFENID 100MG INJPO VL50 H FR",172136,104
"TEDIS PHARMA TOGO",,"PROFENID 100MG TABCO BL3X10 XD",671609,105
"TEDIS PHARMA TOGO",,"PROFENID 50MG CAP BL2X12 S4 M36 XD",639608,106
"TEDIS PHARMA TOGO",,"PROFENID LP 200MG TABEC BL14 S3 M24 XD",624622,107
"TEDIS PHARMA TOGO",,"PYOSTACINE 500MG TABCO BL2X8 NF M48 XD",571696,108
"TEDIS PHARMA TOGO",,"QUINIMAX 125MG TABCO BT18 M36 XE",187750,109
"TEDIS PHARMA TOGO",,"QUINIMAX 500MG TABCO BT9 M36 XE",187747,110
"TEDIS PHARMA TOGO",,"RHINATHIOL 2.5G/125ML SYR BT1 SAF M36 XM",479387,111
"TEDIS PHARMA TOGO",,"RHINATHIOL 6.25G/+ SYR BT1 S3 M36 XE",479530,112
"TEDIS PHARMA TOGO",,"RHINATHIOL 15G/300ML SYR BT1 S3 M37 XM",323470,113
"TEDIS PHARMA TOGO",,"RHINATHIOL PMZ 2.5G/+ SYR BT1 SAF M24 XD",323473,114
"TEDIS PHARMA TOGO",,"RISORDAN 20MG TABCO BL3X20 M36 FR",355560,115
"TEDIS PHARMA TOGO",,"RODOGYL 750KIU+ TABCO BL2X10 S3 M36 XD",408003,116
"TEDIS PHARMA TOGO",,"ROVAMYCINE 1.5MIU TABCO BL2X8 M36 XD",624775,117
"TEDIS PHARMA TOGO",,"ROVAMYCINE 3MIU TABCO BL10 M24 XD",624774,118
"TEDIS PHARMA TOGO",,"RULID 150MG TABCO BL10 SWI M36 XD",298698,119
"TEDIS PHARMA TOGO",,"STILNOX 10MG TABCO BL20 S4 M48 XD",636827,120
"TEDIS PHARMA TOGO",,"SURGAM 200MG TAB BL2X10 SWI M36 XE",298711,121
"TEDIS PHARMA TOGO",,"TAVANIC 500MG/+ INFLS VL1 M36 H FR",39171,122
"TEDIS PHARMA TOGO",,"TAVANIC 500MG TABCO BL5 SWI M60 XE",310637,123
"TEDIS PHARMA TOGO",,"TAXOTERE 20MG/1ML INJ VL1 M24 XE",413689,124
"TEDIS PHARMA TOGO",,"TAXOTERE 80MG/4ML INJ VL1 M24 XD",414074,125
"TEDIS PHARMA TOGO",,"THIOBACTIN 3G/60ML SUSP BT1 EX",671637,126
"TEDIS PHARMA TOGO",,"THIOBACTIN 500MG TAB BL24 EX",671639,127
"TEDIS PHARMA TOGO",,"TOPLEXIL 33MG/+ SYR BT1 S3 M37 XE",269069,128
"TEDIS PHARMA TOGO",,"TRANXENE 10MG CAP BL3X10 M36 XE",489540,129
"TEDIS PHARMA TOGO",,"TRANXENE 5MG CAP BL3X10 M36 XE",489541,130
"TEDIS PHARMA TOGO",,"TRIATEC 10MG TAB BL2X15 S4 M36 XD",666655,131
"TEDIS PHARMA TOGO",,"TRIATEC 1.25MG TAB BL2X15 XD",679231,132
"TEDIS PHARMA TOGO",,"TRIATEC 2.5MG TAB BL2X15 S4 M36 XD",666654,133
"TEDIS PHARMA TOGO",,"ULCAR 1G/5ML SUSP SC30 S4 M48 XD",646799,134
"TEDIS PHARMA TOGO",,"TRITAZIDE 10-12.5MG TAB BL2X14 S4 M36 XD",627667,135
"TEDIS PHARMA TOGO",,"TRITAZIDE 10-25MG TAB BL2X14 S4 M36 XD",627060,136
"TEDIS PHARMA TOGO",,"TRITAZIDE 5-12.5MG TAB BL2X14 S4 M36 XD",627061,137
"TEDIS PHARMA TOGO",,"TRITAZIDE 5-25MG TAB BL2X14 S4 M36 XD",627062,138
"TEDIS PHARMA TOGO",,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279,139
"TEDIS PHARMA TOGO",,"XATRAL 5MG TABCR BL4X14 S4 M36 XD",612011,140
"TEDIS PHARMA TOGO",,"XATRAL 10MG TABCR BL30 S4 M36 XD",633072,141
"TEDIS PHARMA TOGO",,"ZEBEN 400MG TAB BL1 M48 EX",476947,142
"TEDIS PHARMA TOGO",,"LOVENOX 2KIU/0.2ML INJ PS2 SWI M24 XE",306216,143
"TEDIS PHARMA TOGO",,"LOVENOX 4KIU/0.4ML INJ PS2 SWI M24 XE",306217,144
"TEDIS PHARMA TOGO",,"LOVENOX 6KIU/0.6ML INJ PS2 SWI M24 XE",306218,145
"TEDIS PHARMA TOGO",,"LOVENOX 8KIU/0.8ML INJ PS2 SWI M24 XE",306219,146
"TEDIS PHARMA TOGO",,"RHINATHIOL 10G/200ML SOL BT1 M24 XM",477825,147
"TEDIS PHARMA TOGO",,"RODOGYL 750KIU+ TABCO BL2X10 S4 M36 XD",624773,148
"TEDIS PHARMA TOGO",,"TRIATEC 5MG TAB BL2X15 S4 M36 XD",666653,149
"TEDIS PHARMA TOGO",,"NOVALGIN 2.5G/5ML INJ AM5 S4 M36 XD",635403,150
"TEDIS PHARMA TOGO",,"OFLOCET 1.5MG/+ SOL UNIX20 S4 M36 XD",662889,151
"TEDIS PHARMA TOGO",,"DOLIPRANETABS 1G TAB BL2X4 EX",663982,152
"TEDIS PHARMA TOGO",,"DOLIPRANETABS 500MG TAB BL2X8 X EX",663983,153
"TEDIS PHARMA TOGO",,"FLAGYL 250MG TAB BL2X10 X EX",663984,154
"TEDIS PHARMA TOGO",,"FLAGYL 500MG TAB BL14 X EX",663985,155
"TEDIS PHARMA TOGO",,"GARDENAL 100MG TAB BL2X10 X EX",663986,156
"TEDIS PHARMA TOGO",,"DOLIPRANE 1.44G/60ML SYR BT1 M24 X EX",663981,157
"TEDIS PHARMA TOGO",,"QUINIMAX 500MG/4ML INJ AM25 X EX",663996,158
"TEDIS PHARMA TOGO",,"QUINIMAX 250MG/2ML INJ AM25 X EX",663995,159
"TEDIS PHARMA TOGO",,"QUINIMAX 500MG/4ML INJ AM3 X EX",663998,160
"TEDIS PHARMA TOGO",,"PROFENID 150MG/+ SYR BT1 X EX",663992,161
"TEDIS PHARMA TOGO",,"XATRAL 2.5MG TABCO BL2X15 S4 M24 XD",639628,162
"TEDIS PHARMA TOGO",,"FLAGYL 500MG TABCO BL2X7 M36 XD",671212,163
"TEDIS PHARMA TOGO",,"ALLSTAR MEDSUP MEDSU PEN1 MAU XE",516219,164
"TEDIS PHARMA TOGO",,"APROVASC 150-10MG TAB BL4X7 M36 XD",539185,165
"TEDIS PHARMA TOGO",,"APROVASC 150-5MG TAB BL4X7 M36 XD",539183,166
"TEDIS PHARMA TOGO",,"APROVASC 300-10MG TAB BL4X7 M36 XD",539181,167
"TEDIS PHARMA TOGO",,"APROVASC 300-5MG TAB BL4X7 M36 XD",539182,168
"TEDIS PHARMA TOGO",,"INSUMAN BAS 1KIU/10ML INJSU VL1 S3 XE",405018,169
"TEDIS PHARMA TOGO",,"INSUMAN C30 1KIU/10ML INJSU VL1 S3 XE",405039,170
"TEDIS PHARMA TOGO",,"INSUMAN RAP 1KIU/10ML INJ VL1 S3 M24 XE",405069,171
"TEDIS PHARMA TOGO",,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024,172
"TEDIS PHARMA TOGO",,"PLAVIX 75MG TABCO BL2X14 M36 XE",222428,173
"TEDIS PHARMA TOGO",,"TAVANIC 500MG/+ INFLS VL1 ICRA M36 XD",694156,174
"TEDIS PHARMA TOGO",,"XATRAL 10MG TABCR BL30 M36 XD",545747,175
"TEDIS PHARMA TOGO",,"GARDENAL 50MG TAB BL3X10 X EX",663987,176
"TEDIS PHARMA TOGO",,"CORDARONE 200MG TAB BL2X15 M36 XD",554510,177
"TEDIS PHARMA TOGO",,"GARDENAL 40MG SUBLY VLSX1 S4 M36 XD",646872,178
"TEDIS PHARMA TOGO",,"GARDENAL 40MG SUBLY VLSX1 SWI M36 XD",297260,179
"TEDIS PHARMA TOGO",,"LACTACYD 120ML LIQSO BT1 XD",671563,180
"TEDIS PHARMA TOGO",,"LACTACYD 200ML LIQSO BT1 XD",671568,181
"TEDIS PHARMA TOGO",,"OMIZEC 20MG CAP BL4X7 H EX",698117,182
"TEDIS PHARMA TOGO",,"BIOFERON 200ML SYR BT1 M30 H EX",679090,183
"TEDIS PHARMA TOGO",,"IBEX 200MG+ CAP BL2X12 H EX",698115,184
"TEDIS PHARMA TOGO",,"LANTUS 300IU/3ML INJ SOLO5 M36 XD",684820,185
"TEDIS PHARMA TOGO",,"MAGNE B6 186MG/+ SOL AM10 S3 M36 XM",224948,186
"TEDIS PHARMA TOGO",,"PARAFLAM 400-325MG TABCO BL10 M36 EX",476714,187
"TEDIS PHARMA TOGO",,"DOLIPRANE 1G TAB BL2X4 NDSI M36 XD",626499,188
"TEDIS PHARMA TOGO",,"LANTUS 300IU/3ML INJ CRT5 S3 M36 XE",241634,189
"TEDIS PHARMA TOGO",,"STILNOX 10MG TABCO BL14 S4 M48 XD",636825,190
"TEDIS PHARMA TOGO",,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737,191
"TEDIS PHARMA TOGO",,"DOLIPRANE 2.16G/90ML SYR BT1 X EX",663988,192
"TEDIS PHARMA TOGO",,"AMEDIN 10MG TAB BL2X14 M36 MG",475652,193
"TEDIS PHARMA TOGO",,"AMEDIN 5MG TAB BL2X14 M36 UG",475862,194
"TEDIS PHARMA TOGO",,"AXACEF 250MG TABCO BL10 M36 MG",475987,195
"TEDIS PHARMA TOGO",,"AXACEF 500MG TABCO BL10 M36 MG",475988,196
"TEDIS PHARMA TOGO",,"DYMOL 50-500MG TABEC BL10 M36 MG",476664,197
"TEDIS PHARMA TOGO",,"ZOXON 1G INJPO VL100 M36 MG",476624,198
"TEDIS PHARMA TOGO",,"TOPLEXIL 33MG/100ML SYR BT1 X EX",663994,199
"TEDIS PHARMA TOGO",,"COAPRO 300-25MG TABCO BL2X14 M24 XE",264433,200
"TEDIS PHARMA TOGO",,"ELOXATINE 100MG/20ML INJ VL1 H FR",407073,201
"TEDIS PHARMA TOGO",,"METHOTREXATE 2.5MG TABCO BT20 M36 FR",355496,202
"TEDIS PHARMA TOGO",,"ARTANE 5MG TAB BL20 FR",665401,203
"TEDIS PHARMA TOGO",,"DOLIPRANE 1G TAB BL2X4 M24 XD",650739,204
"TEDIS PHARMA TOGO",,"TRITACE 2.5MG TAB BL2X14 S4 M36 XE",627595,205
"TEDIS PHARMA TOGO",,"TRITACE 5MG TAB BL2X14 S4 M36 XE",627597,206
"TEDIS PHARMA TOGO",,"AMARYL 1MG TAB BL2X15 S3 M36 XE",261604,207
"TEDIS PHARMA TOGO",,"AMARYL 2MG TAB BL2X15 S3 M36 XE",261605,208
"TEDIS PHARMA TOGO",,"AMARYL 3MG TAB BL2X15 S4 M36 XE",632896,209
"TEDIS PHARMA TOGO",,"AMARYL 3MG TAB BL2X15 S3 M36 XE",261608,210
"TEDIS PHARMA TOGO",,"AMARYL 4MG TAB BL2X15 S3 M36 XE",261610,211
"TEDIS PHARMA TOGO",,"CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE",306220,212
"TEDIS PHARMA TOGO",,"CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE",306222,213
"TEDIS PHARMA TOGO",,"CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE",306225,214
"TEDIS PHARMA TOGO",,"CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE",306226,215
"TEDIS PHARMA TOGO",,"EPILIM 200MG TABEC BL10X10 S3 M36 XE",502299,216
"TEDIS PHARMA TOGO",,"FLEMING 228.5MG/+ SUSP BT1 M24 EX",476009,217
"TEDIS PHARMA TOGO",,"FLEMING 500-125MG TABCO BL2X7 M24 EX",477015,218
"TEDIS PHARMA TOGO",,"FLEMING 457MG/5ML SUSP BT1 M24 KE",477034,219
"TEDIS PHARMA TOGO",,"FLEMING 875-125MG TABCO BL2X7 M24 EX",476043,220
"TEDIS PHARMA TOGO",,"INSUMAN C30 300IU/3ML INJSU CRT5 M24 XE",415360,221
"TEDIS PHARMA TOGO",,"LANTUS 300IU/3ML INJ SOLO5 ICRA M36 XE",615902,222
"TEDIS PHARMA TOGO",,"MAALOX PLUS 8.1G/+ SUSP BT1 S3 M36 XD",250798,223
"TEDIS PHARMA TOGO",,"TAVANIC 500MG/+ INFLS VL1 S3 M36 XE",251781,224
"TEDIS PHARMA TOGO",,"TIMOL 50MG/10ML EYDRO BT1 M36 GH",477787,225
