distributor,distributor_product_name,sanofi_product_name,sanofi_product_id
"TEDIS / POUR CAMED MALI",,"PROFENID 1.5G/60G GEL TB1 S4 M36 XE",269
"TEDIS / POUR CAMED MALI",,"SURMONTIL 25MG TAB BL5X10 M36 XD",270
"TEDIS / POUR CAMED MALI",,"TELFAST 180MG TABCO BL15 S4 M36 XE",271
"TEDIS / POUR CAMED MALI",,"TILDIEM 60MG TAB BL2X15 S3 M36 XD",272
"TEDIS / POUR CAMED MALI",,"ARTANE 2MG TAB BL2X25 FR",273
"TEDIS / POUR CAMED MALI",,"MUCOSOLVAN 30MG/5ML SYR BT1 M36 XE",274
"GDE PHIE DES FORESTIERS",,"AMAREL 1MG TAB BL2X15 M36 XE",1
"GDE PHIE DES FORESTIERS",,"AMAREL 2MG TAB BL2X15 M36 XE",2
"GDE PHIE DES FORESTIERS",,"AMAREL 3MG TAB BL2X15 M36 XE",3
"GDE PHIE DES FORESTIERS",,"AMAREL 4MG TAB BL2X15 M36 XD",4
"GDE PHIE DES FORESTIERS",,"AMARYL MIR 2-500MG TABCO BL3X10 XE",5
"GDE PHIE DES FORESTIERS",,"AMARYL MSR 2-500MG TABCO BL3X10 M24 XE",6
"GDE PHIE DES FORESTIERS",,"AMITRON 3G/60ML POWD BT1 M36 EX",7
"GDE PHIE DES FORESTIERS",,"AMITRON 500MG CAPEM BL12 M36 EX",8
"GDE PHIE DES FORESTIERS",,"AMITRON 500MG CAPEM BL50X10 M36 EX",9
"GDE PHIE DES FORESTIERS",,"APROVEL 150MG TABCO BL2X14 RM M36 XE",10
"GDE PHIE DES FORESTIERS",,"APROVEL 300MG TABCO BL2X14 RM M36 XE",11
"GDE PHIE DES FORESTIERS",,"ASPEGIC 100MG POWD SC20 SAF M24 XD",12
"GDE PHIE DES FORESTIERS",,"ASPEGIC 1G POWD SC20 SAF M30 XD",13
"GDE PHIE DES FORESTIERS",,"ASPEGIC 250MG POWD SC20 SAF M24 XD",14
"GDE PHIE DES FORESTIERS",,"ASPEGIC 500MG POWD SC20 SAF M30 XD",15
"GDE PHIE DES FORESTIERS",,"ATURGYL 7.5MG/15ML NASSP IN1 M24 XE",16
"GDE PHIE DES FORESTIERS",,"BIOFERON 305MG+ CAPEM BL3X10 M30 EX",17
"GDE PHIE DES FORESTIERS",,"BIPROFENID 100MG TAB BL2X10 S4 M24 XD",18
"GDE PHIE DES FORESTIERS",,"CLOMID 50MG TAB BL10 NDSI M36 XE",19
"GDE PHIE DES FORESTIERS",,"CLOMID 50MG TAB BL5 NDSI M36 XE",20
"GDE PHIE DES FORESTIERS",,"COAPRO 150-12.5MG TABCO BL2X14 RM M36 XD",21
"GDE PHIE DES FORESTIERS",,"COAPRO 300-12.5MG TABCO BL2X14 RM M36 XD",22
"GDE PHIE DES FORESTIERS",,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",23
"GDE PHIE DES FORESTIERS",,"CORDARONE 200MG TAB BL2X15 M24 XD",24
"GDE PHIE DES FORESTIERS",,"CORTANCYL 20MG TAB BL2X10 SWI M36 XE",25
"GDE PHIE DES FORESTIERS",,"CORTANCYL 5MG TAB BL30 SWI M36 XE",26
"GDE PHIE DES FORESTIERS",,"CORVASAL 2MG TAB BL2X15 S3 M36 XD",27
"GDE PHIE DES FORESTIERS",,"CORVASAL 4MG TAB BL2X15 S3 M24 XD",28
"GDE PHIE DES FORESTIERS",,"DAONIL 5MG TAB BL10X10 SWI M24 XE",29
"GDE PHIE DES FORESTIERS",,"DAONIL 5MG TAB BL20 SWI M24 XE",30
"GDE PHIE DES FORESTIERS",,"DEPAK CHRO500 333-145MG TABCR TB30 XD",31
"GDE PHIE DES FORESTIERS",,"DEPAKINE 200MG TABEC TB40 ICRA M36 X1",32
"GDE PHIE DES FORESTIERS",,"DEPAKINE 500MG TABEC TB40 M36 XD",33
"GDE PHIE DES FORESTIERS",,"DEPAKINE 8.65G/+ SYR BT1 ICRA M36 XD",34
"GDE PHIE DES FORESTIERS",,"DEPAKINE 8G/40ML SOL BT1 ICRA M36 XD",35
"GDE PHIE DES FORESTIERS",,"DITROPAN 5MG TAB BL2X30 M36 XD",36
"GDE PHIE DES FORESTIERS",,"DOGMATIL 50MG CAP BL30 M36 XE",37
"GDE PHIE DES FORESTIERS",,"DOLIPRANE 100MG POWD SC12 NDSI XD",38
"GDE PHIE DES FORESTIERS",,"DOLIPRANE 100MG SUP BL2X5 NDSI M36 XD",39
"GDE PHIE DES FORESTIERS",,"DOLIPRANE 150MG POWD SC12 NDSI XD",40
"GDE PHIE DES FORESTIERS",,"DOLIPRANE 150MG SUP BL2X5 NDSI M36 XD",41
"GDE PHIE DES FORESTIERS",,"DOLIPRANE 1G TABEF TB8 NDSI M36 XD",42
"GDE PHIE DES FORESTIERS",,"DOLIPRANE 200MG POWD SC12 NDSI XD",43
"GDE PHIE DES FORESTIERS",,"DOLIPRANE 200MG SUP BL2X5 NDSI M36 XD",44
"GDE PHIE DES FORESTIERS",,"DOLIPRANE 300MG POWD SC12 NDSI XD",45
"GDE PHIE DES FORESTIERS",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",46
"GDE PHIE DES FORESTIERS",,"DOLIPRANE VIT C 500-150MG TABEF TB16 XD",47
"GDE PHIE DES FORESTIERS",,"DOLIPRANE VIT C 500-150MG TABEF TB16 FR",48
"GDE PHIE DES FORESTIERS",,"DOLIPRANE 500MG POWD SC12 NDSI M24 XD",49
"GDE PHIE DES FORESTIERS",,"DOLIPRANE 500MG TABEF TB2X8 NDSI M36 XD",50
"GDE PHIE DES FORESTIERS",,"DOLIPREX 500MG+ POWD SC8 NDSI XD",51
"GDE PHIE DES FORESTIERS",,"DOLIRHUME 500-30MG TAB BL2X8 NDSI M36 XD",52
"GDE PHIE DES FORESTIERS",,"ENTEROGERMINA 2BCFU/5ML SUSP BT10 S3 XD",53
"GDE PHIE DES FORESTIERS",,"ERCEFURYL 200MG CAP BL2X14 SAF M60 XE",54
"GDE PHIE DES FORESTIERS",,"ERCEFURYL 3.6G/90ML SOL BT1 S2 EX",55
"GDE PHIE DES FORESTIERS",,"EXACYL 500MG TAB BL20 S3 XE",56
"GDE PHIE DES FORESTIERS",,"EXACYL 1G/10ML SOL AM5 S3 M60 XE",57
"GDE PHIE DES FORESTIERS",,"FLAGENTYL 500MG TABCO BL4 S4 M49 XD",58
"GDE PHIE DES FORESTIERS",,"FLAGYL 500MG/+ INJ BG25 H FR",59
"GDE PHIE DES FORESTIERS",,"FLAGYL 125MG/5ML SUSP BT1 XD",60
"GDE PHIE DES FORESTIERS",,"FLAGYL 500MG PESSA BL2X5 S4 M36 XD",61
"GDE PHIE DES FORESTIERS",,"FLEMING 1G-125MG TABCO BL2X8 M24 EX",62
"GDE PHIE DES FORESTIERS",,"FLEMING 1G-200MG INJPO VL5 M24 EX",63
"GDE PHIE DES FORESTIERS",,"FLEMING 3G/+ POWD BT1 M24 EX",64
"GDE PHIE DES FORESTIERS",,"FLEMING 500-62.5MG TABCO BL2X8 M24 EX",65
"GDE PHIE DES FORESTIERS",,"FLEMING 6G/+ POWD BT1 M24 EX",66
"GDE PHIE DES FORESTIERS",,"GARDENAL 10MG TAB BL4X20 S3 M60 XE",67
"GDE PHIE DES FORESTIERS",,"HEMI-DAONIL 2.5MG TAB BL3X20 SWI M24 XE",68
"GDE PHIE DES FORESTIERS",,"IBEX 200MG+ CAPEM BL2X12 M36 EX",69
"GDE PHIE DES FORESTIERS",,"LARGACTIL 100MG TABCO BL3X10 M36 XD",70
"GDE PHIE DES FORESTIERS",,"LASILIX 20MG/2ML INJ AM1 XE",71
"GDE PHIE DES FORESTIERS",,"LASILIX 40MG TAB BL3X10 SWI M36 XE",72
"GDE PHIE DES FORESTIERS",,"LASILIX FAIBLE 20MG TAB BL2X15 SWI XE",73
"GDE PHIE DES FORESTIERS",,"LASILIX RETARD 60MG CAP TB30 M24 XE",74
"GDE PHIE DES FORESTIERS",,"MAALOX 8.75G/+ SUSP BT1 S3 M36 XE",75
"GDE PHIE DES FORESTIERS",,"MAALOX 460MG/+ SUSP SC20 S3 M36 XE",76
"GDE PHIE DES FORESTIERS",,"MAALOX 400-400MG TABCW BL4X10 S3 M60 XE",77
"GDE PHIE DES FORESTIERS",,"MAGNE B6 470-5MG TABSC BL5X10 S3 M24 XE",78
"GDE PHIE DES FORESTIERS",,"MAXILASE 25KIU/+ SYR BT1 SAF M18 XM",79
"GDE PHIE DES FORESTIERS",,"MAXILASE 3KIU TABSC BL2X12 S3 M24 XD",80
"GDE PHIE DES FORESTIERS",,"MITOSYL 40G/150G+ CREAM TB1 S3 M36 XE",81
"GDE PHIE DES FORESTIERS",,"MITOSYL 20-27G/65G CREAM TB1 S3 M36 XE",82
"GDE PHIE DES FORESTIERS",,"NORZOL 400-600MG TABCO BL10 M36 EX",83
"GDE PHIE DES FORESTIERS",,"NO-SPA 40MG/2ML INJ AM25 XD",84
"GDE PHIE DES FORESTIERS",,"NO-SPA 40MG/2ML INJ AM5 XD",85
"GDE PHIE DES FORESTIERS",,"NO-SPA 40MG TAB BL10X10 S3 M36 XD",86
"GDE PHIE DES FORESTIERS",,"NO-SPA 40MG TAB BL2X10 S3 M36 XD",87
"GDE PHIE DES FORESTIERS",,"NO-SPA 80MG TAB BL2X10 S3 M36 XD",88
"GDE PHIE DES FORESTIERS",,"NOVALGIN 2.5G/5ML INJ AM5 S3 M60 XE",89
"GDE PHIE DES FORESTIERS",,"NOVALGIN 500MG TABCO BL2X10 M36 XD",90
"GDE PHIE DES FORESTIERS",,"NOVALGIN 50MG/100ML SYR BT1 EX",91
"GDE PHIE DES FORESTIERS",,"NOZINAN HCL 100MG TABCO BL2X10 S3 M60 XD",92
"GDE PHIE DES FORESTIERS",,"NOZINAN 25MG TABCO BL2X10 S3 M61 XD",93
"GDE PHIE DES FORESTIERS",,"OFLOCET 200MG TABCO BL10 S4 M36 XD",94
"GDE PHIE DES FORESTIERS",,"ORELOX 100MG TABCO BL10 SWI M36 XD",95
"GDE PHIE DES FORESTIERS",,"ORELOX 200MG TABCO BL2X5 M36 XD",96
"GDE PHIE DES FORESTIERS",,"ORELOX 40MG/5ML GRAN BT1 SWI M24 XD",97
"GDE PHIE DES FORESTIERS",,"ORELOX 400MG/50ML GRAN BT1 SWI M24 XE",98
"GDE PHIE DES FORESTIERS",,"OROKEN 100MG/5ML POWD BT1 S4 M24 XD",99
"GDE PHIE DES FORESTIERS",,"OROKEN 200MG TABCO BL8 S4 M24 XD",100
"GDE PHIE DES FORESTIERS",,"OROKEN 40MG/5ML POWD BT1 S4 M24 XD",101
"GDE PHIE DES FORESTIERS",,"PROFENID 100MG SUP BL2X6 S4 M24 XD",102
"GDE PHIE DES FORESTIERS",,"PROFENID 100MG/2ML INJ AM2 S4 M36 XE",103
"GDE PHIE DES FORESTIERS",,"PROFENID 100MG INJPO VL50 H FR",104
"GDE PHIE DES FORESTIERS",,"PROFENID 100MG TABCO BL3X10 XD",105
"GDE PHIE DES FORESTIERS",,"PROFENID 50MG CAP BL2X12 S4 M36 XD",106
"GDE PHIE DES FORESTIERS",,"PROFENID LP 200MG TABEC BL14 S3 M24 XD",107
"GDE PHIE DES FORESTIERS",,"PYOSTACINE 500MG TABCO BL2X8 NF M48 XD",108
"GDE PHIE DES FORESTIERS",,"QUINIMAX 125MG TABCO BT18 M36 XE",109
"GDE PHIE DES FORESTIERS",,"QUINIMAX 500MG TABCO BT9 M36 XE",110
"GDE PHIE DES FORESTIERS",,"RHINATHIOL 2.5G/125ML SYR BT1 SAF M36 XM",111
"GDE PHIE DES FORESTIERS",,"RHINATHIOL 6.25G/+ SYR BT1 S3 M36 XE",112
"GDE PHIE DES FORESTIERS",,"RHINATHIOL 15G/300ML SYR BT1 S3 M37 XM",113
"GDE PHIE DES FORESTIERS",,"RHINATHIOL PMZ 2.5G/+ SYR BT1 SAF M24 XD",114
"GDE PHIE DES FORESTIERS",,"RISORDAN 20MG TABCO BL3X20 M36 FR",115
"GDE PHIE DES FORESTIERS",,"RODOGYL 750KIU+ TABCO BL2X10 S3 M36 XD",116
"GDE PHIE DES FORESTIERS",,"ROVAMYCINE 1.5MIU TABCO BL2X8 M36 XD",117
"GDE PHIE DES FORESTIERS",,"ROVAMYCINE 3MIU TABCO BL10 M24 XD",118
"GDE PHIE DES FORESTIERS",,"RULID 150MG TABCO BL10 SWI M36 XD",119
"GDE PHIE DES FORESTIERS",,"STILNOX 10MG TABCO BL20 S4 M48 XD",120
"GDE PHIE DES FORESTIERS",,"SURGAM 200MG TAB BL2X10 SWI M36 XE",121
"GDE PHIE DES FORESTIERS",,"TAVANIC 500MG/+ INFLS VL1 M36 H FR",122
"GDE PHIE DES FORESTIERS",,"TAVANIC 500MG TABCO BL5 SWI M60 XE",123
"GDE PHIE DES FORESTIERS",,"TAXOTERE 20MG/1ML INJ VL1 M24 XE",124
"GDE PHIE DES FORESTIERS",,"TAXOTERE 80MG/4ML INJ VL1 M24 XD",125
"GDE PHIE DES FORESTIERS",,"THIOBACTIN 3G/60ML SUSP BT1 EX",126
"GDE PHIE DES FORESTIERS",,"THIOBACTIN 500MG TAB BL24 EX",127
"GDE PHIE DES FORESTIERS",,"TOPLEXIL 33MG/+ SYR BT1 S3 M37 XE",128
"GDE PHIE DES FORESTIERS",,"TRANXENE 10MG CAP BL3X10 M36 XE",129
"GDE PHIE DES FORESTIERS",,"TRANXENE 5MG CAP BL3X10 M36 XE",130
"GDE PHIE DES FORESTIERS",,"TRIATEC 10MG TAB BL2X15 S4 M36 XD",131
"GDE PHIE DES FORESTIERS",,"TRIATEC 1.25MG TAB BL2X15 XD",132
"GDE PHIE DES FORESTIERS",,"TRIATEC 2.5MG TAB BL2X15 S4 M36 XD",133
"GDE PHIE DES FORESTIERS",,"ULCAR 1G/5ML SUSP SC30 S4 M48 XD",134
"GDE PHIE DES FORESTIERS",,"TRITAZIDE 10-12.5MG TAB BL2X14 S4 M36 XD",135
"GDE PHIE DES FORESTIERS",,"TRITAZIDE 10-25MG TAB BL2X14 S4 M36 XD",136
"GDE PHIE DES FORESTIERS",,"TRITAZIDE 5-12.5MG TAB BL2X14 S4 M36 XD",137
"GDE PHIE DES FORESTIERS",,"TRITAZIDE 5-25MG TAB BL2X14 S4 M36 XD",138
"GDE PHIE DES FORESTIERS",,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",139
"GDE PHIE DES FORESTIERS",,"XATRAL 5MG TABCR BL4X14 S4 M36 XD",140
"GDE PHIE DES FORESTIERS",,"XATRAL 10MG TABCR BL30 S4 M36 XD",141
"GDE PHIE DES FORESTIERS",,"ZEBEN 400MG TAB BL1 M48 EX",142
"GDE PHIE DES FORESTIERS",,"LOVENOX 2KIU/0.2ML INJ PS2 SWI M24 XE",143
"GDE PHIE DES FORESTIERS",,"LOVENOX 4KIU/0.4ML INJ PS2 SWI M24 XE",144
"GDE PHIE DES FORESTIERS",,"LOVENOX 6KIU/0.6ML INJ PS2 SWI M24 XE",145
"GDE PHIE DES FORESTIERS",,"LOVENOX 8KIU/0.8ML INJ PS2 SWI M24 XE",146
"GDE PHIE DES FORESTIERS",,"RHINATHIOL 10G/200ML SOL BT1 M24 XM",147
"GDE PHIE DES FORESTIERS",,"RODOGYL 750KIU+ TABCO BL2X10 S4 M36 XD",148
"GDE PHIE DES FORESTIERS",,"TRIATEC 5MG TAB BL2X15 S4 M36 XD",149
"GDE PHIE DES FORESTIERS",,"NOVALGIN 2.5G/5ML INJ AM5 S4 M36 XD",150
"GDE PHIE DES FORESTIERS",,"OFLOCET 1.5MG/+ SOL UNIX20 S4 M36 XD",151
"GDE PHIE DES FORESTIERS",,"DOLIPRANETABS 1G TAB BL2X4 EX",152
"GDE PHIE DES FORESTIERS",,"DOLIPRANETABS 500MG TAB BL2X8 X EX",153
"GDE PHIE DES FORESTIERS",,"FLAGYL 250MG TAB BL2X10 X EX",154
"GDE PHIE DES FORESTIERS",,"FLAGYL 500MG TAB BL14 X EX",155
"GDE PHIE DES FORESTIERS",,"GARDENAL 100MG TAB BL2X10 X EX",156
"GDE PHIE DES FORESTIERS",,"DOLIPRANE 1.44G/60ML SYR BT1 M24 X EX",157
"GDE PHIE DES FORESTIERS",,"QUINIMAX 500MG/4ML INJ AM25 X EX",158
"GDE PHIE DES FORESTIERS",,"QUINIMAX 250MG/2ML INJ AM25 X EX",159
"GDE PHIE DES FORESTIERS",,"QUINIMAX 500MG/4ML INJ AM3 X EX",160
"GDE PHIE DES FORESTIERS",,"PROFENID 150MG/+ SYR BT1 X EX",161
"GDE PHIE DES FORESTIERS",,"XATRAL 2.5MG TABCO BL2X15 S4 M24 XD",162
"GDE PHIE DES FORESTIERS",,"FLAGYL 500MG TABCO BL2X7 M36 XD",163
"GDE PHIE DES FORESTIERS",,"ALLSTAR MEDSUP MEDSU PEN1 MAU XE",164
"GDE PHIE DES FORESTIERS",,"APROVASC 150-10MG TAB BL4X7 M36 XD",165
"GDE PHIE DES FORESTIERS",,"APROVASC 150-5MG TAB BL4X7 M36 XD",166
"GDE PHIE DES FORESTIERS",,"APROVASC 300-10MG TAB BL4X7 M36 XD",167
"GDE PHIE DES FORESTIERS",,"APROVASC 300-5MG TAB BL4X7 M36 XD",168
"GDE PHIE DES FORESTIERS",,"INSUMAN BAS 1KIU/10ML INJSU VL1 S3 XE",169
"GDE PHIE DES FORESTIERS",,"INSUMAN C30 1KIU/10ML INJSU VL1 S3 XE",170
"GDE PHIE DES FORESTIERS",,"INSUMAN RAP 1KIU/10ML INJ VL1 S3 M24 XE",171
"GDE PHIE DES FORESTIERS",,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",172
"GDE PHIE DES FORESTIERS",,"PLAVIX 75MG TABCO BL2X14 M36 XE",173
"GDE PHIE DES FORESTIERS",,"TAVANIC 500MG/+ INFLS VL1 ICRA M36 XD",174
"GDE PHIE DES FORESTIERS",,"XATRAL 10MG TABCR BL30 M36 XD",175
"GDE PHIE DES FORESTIERS",,"GARDENAL 50MG TAB BL3X10 X EX",176
"GDE PHIE DES FORESTIERS",,"CORDARONE 200MG TAB BL2X15 M36 XD",177
"GDE PHIE DES FORESTIERS",,"GARDENAL 40MG SUBLY VLSX1 S4 M36 XD",178
"GDE PHIE DES FORESTIERS",,"GARDENAL 40MG SUBLY VLSX1 SWI M36 XD",179
"GDE PHIE DES FORESTIERS",,"LACTACYD 120ML LIQSO BT1 XD",180
"GDE PHIE DES FORESTIERS",,"LACTACYD 200ML LIQSO BT1 XD",181
"GDE PHIE DES FORESTIERS",,"OMIZEC 20MG CAP BL4X7 H EX",182
"GDE PHIE DES FORESTIERS",,"BIOFERON 200ML SYR BT1 M30 H EX",183
"GDE PHIE DES FORESTIERS",,"IBEX 200MG+ CAP BL2X12 H EX",184
"GDE PHIE DES FORESTIERS",,"LANTUS 300IU/3ML INJ SOLO5 M36 XD",185
"GDE PHIE DES FORESTIERS",,"MAGNE B6 186MG/+ SOL AM10 S3 M36 XM",186
"GDE PHIE DES FORESTIERS",,"PARAFLAM 400-325MG TABCO BL10 M36 EX",187
"GDE PHIE DES FORESTIERS",,"DOLIPRANE 1G TAB BL2X4 NDSI M36 XD",188
"GDE PHIE DES FORESTIERS",,"LANTUS 300IU/3ML INJ CRT5 S3 M36 XE",189
"GDE PHIE DES FORESTIERS",,"STILNOX 10MG TABCO BL14 S4 M48 XD",190
"GDE PHIE DES FORESTIERS",,"DOLIPRANE 500MG TAB BL2X8 M36 XD",191
"GDE PHIE DES FORESTIERS",,"DOLIPRANE 2.16G/90ML SYR BT1 X EX",192
"GDE PHIE DES FORESTIERS",,"AMEDIN 10MG TAB BL2X14 M36 MG",193
"GDE PHIE DES FORESTIERS",,"AMEDIN 5MG TAB BL2X14 M36 UG",194
"GDE PHIE DES FORESTIERS",,"AXACEF 250MG TABCO BL10 M36 MG",195
"GDE PHIE DES FORESTIERS",,"AXACEF 500MG TABCO BL10 M36 MG",196
"GDE PHIE DES FORESTIERS",,"DYMOL 50-500MG TABEC BL10 M36 MG",197
"GDE PHIE DES FORESTIERS",,"ZOXON 1G INJPO VL100 M36 MG",198
"GDE PHIE DES FORESTIERS",,"TOPLEXIL 33MG/100ML SYR BT1 X EX",199
"GDE PHIE DES FORESTIERS",,"COAPRO 300-25MG TABCO BL2X14 M24 XE",200
"GDE PHIE DES FORESTIERS",,"ELOXATINE 100MG/20ML INJ VL1 H FR",201
"GDE PHIE DES FORESTIERS",,"METHOTREXATE 2.5MG TABCO BT20 M36 FR",202
"GDE PHIE DES FORESTIERS",,"ARTANE 5MG TAB BL20 FR",203
"GDE PHIE DES FORESTIERS",,"DOLIPRANE 1G TAB BL2X4 M24 XD",204
"GDE PHIE DES FORESTIERS",,"TRITACE 2.5MG TAB BL2X14 S4 M36 XE",205
"GDE PHIE DES FORESTIERS",,"TRITACE 5MG TAB BL2X14 S4 M36 XE",206
"GDE PHIE DES FORESTIERS",,"AMARYL 1MG TAB BL2X15 S3 M36 XE",207
"GDE PHIE DES FORESTIERS",,"AMARYL 2MG TAB BL2X15 S3 M36 XE",208
"GDE PHIE DES FORESTIERS",,"AMARYL 3MG TAB BL2X15 S4 M36 XE",209
"GDE PHIE DES FORESTIERS",,"AMARYL 3MG TAB BL2X15 S3 M36 XE",210
"GDE PHIE DES FORESTIERS",,"AMARYL 4MG TAB BL2X15 S3 M36 XE",211
"GDE PHIE DES FORESTIERS",,"CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE",212
"GDE PHIE DES FORESTIERS",,"CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE",213
"GDE PHIE DES FORESTIERS",,"CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE",214
"GDE PHIE DES FORESTIERS",,"CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE",215
"GDE PHIE DES FORESTIERS",,"EPILIM 200MG TABEC BL10X10 S3 M36 XE",216
"GDE PHIE DES FORESTIERS",,"FLEMING 228.5MG/+ SUSP BT1 M24 EX",217
"GDE PHIE DES FORESTIERS",,"FLEMING 500-125MG TABCO BL2X7 M24 EX",218
"GDE PHIE DES FORESTIERS",,"FLEMING 457MG/5ML SUSP BT1 M24 KE",219
"GDE PHIE DES FORESTIERS",,"FLEMING 875-125MG TABCO BL2X7 M24 EX",220
"GDE PHIE DES FORESTIERS",,"INSUMAN C30 300IU/3ML INJSU CRT5 M24 XE",221
"GDE PHIE DES FORESTIERS",,"LANTUS 300IU/3ML INJ SOLO5 ICRA M36 XE",222
"GDE PHIE DES FORESTIERS",,"MAALOX PLUS 8.1G/+ SUSP BT1 S3 M36 XD",223
"GDE PHIE DES FORESTIERS",,"TAVANIC 500MG/+ INFLS VL1 S3 M36 XE",224
"GDE PHIE DES FORESTIERS",,"TIMOL 50MG/10ML EYDRO BT1 M36 GH",225
"GDE PHIE DES FORESTIERS",,"ZOXON 1G INJPO VL1+AM1 M36 KE",226
"GDE PHIE DES FORESTIERS",,"EPILIM CHRO 199.8-87MG TABCR BL10X10 XE",227
"GDE PHIE DES FORESTIERS",,"EPILIM CHRO 333-145MG TABCR BL10X10 XE",228
"GDE PHIE DES FORESTIERS",,"EPILIM 12G/300ML SYR BT1 S4 M36 XE",229
"GDE PHIE DES FORESTIERS",,"FLAGYL 500MG/+ LIQ BT1 ZA",230
"GDE PHIE DES FORESTIERS",,"FLAGYL 200MG/5ML SUSP BT1 M24 ZA",231
"GDE PHIE DES FORESTIERS",,"BOX HISTIACIL NF 150ML JBE ADU",232
"GDE PHIE DES FORESTIERS",,"CORDARONE 150MG/3ML INJ AM6 S3 M24 XD",233
"GDE PHIE DES FORESTIERS",,"BRONCHICUM 6.64G/+ ELIX BT1 S3 M36 XE",234
"GDE PHIE DES FORESTIERS",,"ELOXATIN 50MG/10ML INJ VL1 M24 XE",235
"GDE PHIE DES FORESTIERS",,"ELOXATIN 100MG/20ML INJ VL1 S3 M24 XE",236
"GDE PHIE DES FORESTIERS",,"LASIX 20MG/2ML INJ AM5 XE",237
"GDE PHIE DES FORESTIERS",,"LASIX 40MG TAB BL2X10 M36 XE",238
"GDE PHIE DES FORESTIERS",,"MAALOX PLUS 200MG+ TABCW BL4X10 S3 XD",239
"GDE PHIE DES FORESTIERS",,"MONO-TILDIEM 200MG CAP BL2X14 S3 M36 XE",240
"GDE PHIE DES FORESTIERS",,"RESONIUM A 453.7G/+ POWD BT1 M60 XE",241
"GDE PHIE DES FORESTIERS",,"RIFOCIN 250MG/3ML INJ AM1 S3 M36 XE",242
"GDE PHIE DES FORESTIERS",,"EPILIM 400MG/4ML INJPO VLSX1 S4 M60 XE",243
"GDE PHIE DES FORESTIERS",,"MAALOX 84G/+ SUSP BT1 XE",244
"GDE PHIE DES FORESTIERS",,"AMARYL 1MG TAB BL3X10 M36 ZA",245
"GDE PHIE DES FORESTIERS",,"AMARYL 2MG TAB BL3X10 M36 ZA",246
"GDE PHIE DES FORESTIERS",,"AMARYL 4MG TAB BL3X10 M36 ZA",247
"GDE PHIE DES FORESTIERS",,"FLAGYL 400MG TAB BT100 M24 ZA",248
"GDE PHIE DES FORESTIERS",,"LANTUS 1KIU/10ML INJ VL1 ICRA M36 XE",249
"GDE PHIE DES FORESTIERS",,"TARGOCID 200MG/3ML INJPO VLSX1 S3 M36 XE",250
"GDE PHIE DES FORESTIERS",,"TARGOCID 400MG/3ML INJPO VLSX1 S3 M36 XE",251
"GDE PHIE DES FORESTIERS",,"BUSCOPAN 10MG TABSC BL5X10 M36 NG",252
"GDE PHIE DES FORESTIERS",,"GERIATRIC PHARMATON 40MG+ CAPSG BT30 NG",253
"GDE PHIE DES FORESTIERS",,"PHARMATON KIDDI 4G/+ SYR BT1 NEAN M24 EX",254
"GDE PHIE DES FORESTIERS",,"PHARMATON KIDDI 2G/+ SYR BT1 NEAN M24 EX",255
"GDE PHIE DES FORESTIERS",,"BUSCOPAN 20MG/1ML INJ AM5 M36 ZA",256
"GDE PHIE DES FORESTIERS",,"BISOLVON LINCTUS DA 160MG/+ SYR BT1 ZA",257
"GDE PHIE DES FORESTIERS",,"BUSCOPAN PLUS 10-500MG TABCO BL50X1 EX",258
"GDE PHIE DES FORESTIERS",,"DULCOLAX 5MG TABSC BL3X10 M36 XD",259
"GDE PHIE DES FORESTIERS",,"MUCOSOLVAN 300MG/+ SYR BT1 M36 EX",260
"GDE PHIE DES FORESTIERS",,"APIDRA 300IU/3ML INJ SOLO5 M24 XN",261
"GDE PHIE DES FORESTIERS",,"DOLIPRANE 1G SUP BL2X4 FR",262
"GDE PHIE DES FORESTIERS",,"DOLIPRANE 1G POWD SC8 NF FR",263
"GDE PHIE DES FORESTIERS",,"DOLIPRANE 500MG TAB BL2X8 XD",264
"GDE PHIE DES FORESTIERS",,"IMOVANE 7.5MG TABCO BL20 SWI M36 XE",265
"GDE PHIE DES FORESTIERS",,"LIPANOR 100MG CAP BL3X10 S4 M36 XD",266
"GDE PHIE DES FORESTIERS",,"MAALOX PLUS 15.975G/+ SUSP BT1 S3 M36 XD",267
"GDE PHIE DES FORESTIERS",,"PROFEMIGR 150MG TAB BL10 M60 FR",268
"GDE PHIE DES FORESTIERS",,"PROFENID 1.5G/60G GEL TB1 S4 M36 XE",269
"GDE PHIE DES FORESTIERS",,"SURMONTIL 25MG TAB BL5X10 M36 XD",270
"GDE PHIE DES FORESTIERS",,"TELFAST 180MG TABCO BL15 S4 M36 XE",271
"GDE PHIE DES FORESTIERS",,"TILDIEM 60MG TAB BL2X15 S3 M36 XD",272
"GDE PHIE DES FORESTIERS",,"ARTANE 2MG TAB BL2X25 FR",273
"GDE PHIE DES FORESTIERS",,"MUCOSOLVAN 30MG/5ML SYR BT1 M36 XE",274
