country,distributor,distributor_product_name,sanofi_product_name,sanofi_gmid,,
CG,LABOREX BRZ,ENTEROGERMINA 2M5ML SUSP BU/10,ENTEROGERMINA 2BCFU/5ML SUSP BT10 S3 XD,528888,,
CG,LABOREX PNR,ENTEROGERMINA 2M5ML SUSP BU/10,ENTEROGERMINA 2BCFU/5ML SUSP BT10 S3 XD,528888,,
CG,SEP BRZ,ENTEROGERMINA 2M5ML SUSP BU/10,ENTEROGERMINA 2BCFU/5ML SUSP BT10 S3 XD,528888,,
CG,SEP PNR,ENTEROGERMINA 2M5ML SUSP BU/10,ENTEROGERMINA 2BCFU/5ML SUSP BT10 S3 XD,528888,,
CG,UBI BRZ,ENTEROGERMINA 2M5ML SUSP BU/10,ENTEROGERMINA 2BCFU/5ML SUSP BT10 S3 XD,528888,,
CG,UBI PNR,ENTEROGERMINA 2M5ML SUSP BU/10,ENTEROGERMINA 2BCFU/5ML SUSP BT10 S3 XD,528888,,
GN,LABOREX,ENTEROGERMINA 2M5ML SUSP BU/10,ENTEROGERMINA 2BCFU/5ML SUSP BT10 S3 XD,528888,,
GN,SGIP,ENTEROGERMINA 2M5ML SUSP BU/10,ENTEROGERMINA 2BCFU/5ML SUSP BT10 S3 XD,528888,,
GN,SODIPH,ENTEROGERMINA 2M5ML SUSP BU/10,ENTEROGERMINA 2BCFU/5ML SUSP BT10 S3 XD,528888,,
KE,Highchem,ENTEROGERMINA 5.0ml 10'S,ENTEROGERMINA 2BCFU/5ML SUSP BT10 S3 XE,528888,,
KE,Harleys,Enterogermina Oral Suspension 10 x 5ml,ENTEROGERMINA 2BCFU/5ML SUSP BT10 S3 XE,528888,,
KE,Surgipharm,ENTEROGERMINA VIALS 5ML * 10's,ENTEROGERMINA 2BCFU/5ML SUSP BT10 S3 XE,528888,,
ET,EBG,Epilim 200 CP EX S2 ,EPILIM 200MG TABEC BL10X10 S3 M36 XE,502299,,
ET,Beker,Epilim 200 CP EX S2 ,EPILIM 200MG TABEC BL10X10 S3 M36 XE,502299,,
ET,Dugda,EPILIM 200 mg 10X10 Tab,EPILIM 200MG TABEC BL10X10 S3 M36 XE,502299,,
ET,Dejen,EPILIM 200 mg 10X10 Tab,EPILIM 200MG TABEC BL10X10 S3 M36 XE,502299,,
KE,Highchem,EPILIM 200mg TABS EC 100'S,EPILIM 200MG TABEC BL10X10 S3 M36 XE,502299,,
KE,Highchem,EPILIM 200mg TABS EC 100'S,EPILIM 200MG TABEC BL10X10 S3 M36 XE,502299,,
UG,Eris,Epilim 200mg Tabs,,,,
KE,Highchem,EPILIM 300ml SYRUP,EPILIM 12G/300ML 1SYR M36 XE,641849,,
KE,Harleys,Epilim Chrono 300mg  Tablets 100's,EPILIM CHRON 199.8-87MG TABCR BL10X10 XE,643215,,
KE,Harleys,Epilim Chrono 300mg  Tablets 100's - DDA,EPILIM CHRON 199.8-87MG TABCR BL10X10 XE,643215,,
KE,Highchem,EPILIM CHRONO 300mg TABS 100'S,EPILIM CHRON 199.8-87MG TABCR BL10X10 XE,643215,,
KE,Highchem,EPILIM CHRONO 300mg TABS 100'S,EPILIM CHRON 199.8-87MG TABCR BL10X10 XE,643215,,
KE,Highchem,EPILIM CHRONO 300mg TABS 100'S,EPILIM CHRON 199.8-87MG TABCR BL10X10 XE,643215,,
KE,Laborex,EPILIM CHRONO 300MG X100'S    ,EPILIM CHRON 199.8-87MG TABCR BL10X10 XE,643215,,
KE,Laborex,EPILIM CHRONO 300MG X100'S    ,EPILIM CHRON 199.8-87MG TABCR BL10X10 XE,643215,,
KE,Laborex,EPILIM CHRONO 300MG X100'S    ,EPILIM CHRON 199.8-87MG TABCR BL10X10 XE,643215,,
ET,Dugda,EPILIM CHRONO 500 mg 10X10 Tab,EPILIM CHRONO 333-145MG TABCR BL10X10 XE,643216,,
ET,Dejen,EPILIM CHRONO 500 mg 10X10 Tab,EPILIM CHRONO 333-145MG TABCR BL10X10 XE,643216,,
KE,Harleys,Epilim Chrono 500mg  Tablets 100's - DDA,EPILIM CHRONO 333-145MG TABCR BL10X10 XE,643216,,
KE,Harleys,Epilim Chrono 500mg  Tablets 100's - DDA,EPILIM CHRONO 333-145MG TABCR BL10X10 XE,643216,,
TZ,Bahari,Epilim Chrono 500mg Tabs,EPILIM CHRONO 333-145MG TABCR BL10X10 XE,643216,,
KE,Highchem,EPILIM CHRONO 500mg TABS 100'S,EPILIM CHRONO 333-145MG TABCR BL10X10 XE,643216,,
KE,Highchem,EPILIM CHRONO 500mg TABS 100'S,EPILIM CHRONO 333-145MG TABCR BL10X10 XE,643216,,
UG,Eris,Epilim Chrono 500mg Tabs,,,,
KE,Surgipharm,EPILIM CHRONO TABS 300mg * 100,EPILIM CHRON 199.8-87MG TABCR BL10X10 XE,643215,,
KE,Surgipharm,EPILIM CHRONO TABS 300mg * 100,EPILIM CHRON 199.8-87MG TABCR BL10X10 XE,643215,,
KE,Surgipharm,EPILIM CHRONO TABS 300mg * 100,EPILIM CHRON 199.8-87MG TABCR BL10X10 XE,643215,,
KE,Surgipharm,EPILIM CHRONO TABS 500mg * 100,EPILIM CHRONO 333-145MG TABCR BL10X10 XE,643216,,
KE,Surgipharm,EPILIM CHRONO TABS 500mg * 100,EPILIM CHRONO 333-145MG TABCR BL10X10 XE,643216,,
KE,Laborex,EPILIM CHRONO TABS 500MG 100S ,EPILIM CHRONO 333-145MG TABCR BL10X10 XE,643216,,
KE,Laborex,EPILIM CHRONO TABS 500MG 100S ,EPILIM CHRONO 333-145MG TABCR BL10X10 XE,643216,,
UG,Laborex,EPILIM CHRONO TABS 500MG 100S ,EPILIM CHRONO 333-145MG TABCR BL10X10 XE,643216,,
UG,Surgipharm,Epilim Chrono Tabs 500mg x 100 (Sodium Valproate),EPILIM CHRONO 333-145MG TABCR BL10X10 XE,643216,,
KE,Harleys,Epilim EC 200mg tablets 100's - DDA,EPILIM 200MG TABEC BL10X10 S3 M36 XE,502299,,
KE,Harleys,Epilim EC 200mg tablets 100's - DDA,EPILIM 200MG TABEC BL10X10 S3 M36 XE,502299,,
KE,Surgipharm,EPILIM EC TABLETS 200mg * 100,EPILIM 200MG TABEC BL10X10 S3 M36 XE,502299,,
KE,Surgipharm,EPILIM EC TABLETS 200mg * 100,EPILIM 200MG TABEC BL10X10 S3 M36 XE,502299,,
KE,Laborex,EPILIM EC TABS 200MG 100'S    ,EPILIM 200MG TABEC BL10X10 S3 M36 XE,502299,,
KE,Laborex,EPILIM EC TABS 200MG 100'S    ,EPILIM 200MG TABEC BL10X10 S3 M36 XE,502299,,
UG,Laborex,EPILIM EC TABS 200MG 100'S    ,EPILIM 200MG TABEC BL10X10 S3 M36 XE,502299,,
KE,Surgipharm,EPILIM INJECTION 400MG * 1,EPILIM 400MG/4ML INJPO VLSX1 S4 M60 XE,642931,,
KE,Surgipharm,EPILIM INJECTION 400MG * 1,EPILIM 400MG/4ML INJPO VLSX1 S4 M60 XE,642931,,
KE,Surgipharm,EPILIM INJECTION 400MG * 1,EPILIM 400MG/4ML INJPO VLSX1 S4 M60 XE,642931,,
KE,Surgipharm,EPILIM INJECTION 400MG * 1 (SODIUM VALPROATE),EPILIM 400MG/4ML INJPO VLSX1 S4 M60 XE,642931,,
KE,Highchem,EPILIM IV 1'S,EPILIM 400MG/4ML INJPO VLSX1 S4 M60 XE,642931,,
KE,Highchem,EPILIM IV 1'S,EPILIM 400MG/4ML INJPO VLSX1 S4 M60 XE,642931,,
KE,Highchem,EPILIM IV 1'S,EPILIM 400MG/4ML INJPO VLSX1 S4 M60 XE,642931,,
KE,Laborex,EPILIM IV 400MG PER VIAL      ,EPILIM 400MG/4ML INJPO VLSX1 S4 M60 XE,642931,,
KE,Laborex,EPILIM IV 400MG PER VIAL      ,EPILIM 400MG/4ML INJPO VLSX1 S4 M60 XE,642931,,
KE,Laborex,EPILIM IV 400MG PER VIAL      ,EPILIM 400MG/4ML INJPO VLSX1 S4 M60 XE,642931,,
KE,Harleys,Epilim IV 400mg/4ml Vial,EPILIM 400MG/4ML INJPO VLSX1 S4 M60 XE,642931,,
KE,Harleys,Epilim Liquid 300ml,EPILIM 12G/300ML 1SYR M36 XE,641849,,
KE,Harleys,Epilim Liquid 300ml -DDA,EPILIM 12G/300ML 1SYR M36 XE,641849,,
ET,EBG,EPILIM SRP 300ml 200mg/5ml,EPILIM 12G/300ML 1SYR M36 XE,641849,,
UG,Surgipharm,Epilim Syr 200mg/5ml x 300ml (Sodium Valproate),EPILIM 12G/300ML 1SYR M36 XE,641849,,
KE,Laborex,EPILIM SYRUP 200MG/5ML 300ML  ,EPILIM 12G/300ML 1SYR M36 XE,641849,,
UG,Laborex,EPILIM SYRUP 200MG/5ML 300ML  ,EPILIM 12G/300ML 1SYR M36 XE,641849,,
UG,Eris,Epilim Syrup 200mg/5ml,,,,
KE,Surgipharm,EPILIM SYRUP 300ml,EPILIM 12G/300ML 1SYR M36 XE,641849,,
TZ,Bahari,Epilim Tabs 200mg ,EPILIM 200MG TABEC BL10X10 S3 M36 XE,502299,,
UG,Surgipharm,Epilim Tabs 200mg x 100 (Sodium Valproate),EPILIM 200MG TABEC BL10X10 S3 M36 XE,502299,,
ET,EBG,Epilim* Chrono 500 CP EX S2,EPILIM CHRONO 333-145MG TABCR BL10X10 XE,643216,,
ET,Beker,Epilim* Chrono 500 CP EX S2,EPILIM CHRONO 333-145MG TABCR BL10X10 XE,643216,,
KE,Highchem,ERCEFURYL 200mg CAPS 28'S,ERCEFURYL 200MG CAP BL2X14 S3 EX,592593,,
KE,Highchem,ERCEFURYL 200mg CAPS 28'S,ERCEFURYL 200MG CAP BL2X14 S3 EX,592593,,
BF,LABOREX,ERCEFURYL 200MG GEL BL2x14,ERCEFURYL 200MG CAP BL2X14 SAF M60 XE,592593,,
BF,UBIPHARM,ERCEFURYL 200MG GEL BL2x14,ERCEFURYL 200MG CAP BL2X14 SAF M60 XE,592593,,
BF,DPBF,ERCEFURYL 200MG GEL BL2x14,ERCEFURYL 200MG CAP BL2X14 SAF M60 XE,592593,,
BF,TEDIS,ERCEFURYL 200MG GEL BL2x14,ERCEFURYL 200MG CAP BL2X14 SAF M60 XE,592593,,
CG,LABOREX BRZ,ERCEFURYL 200MG GEL BL2x14,ERCEFURYL 200MG CAP BL2X14 SAF M60 XE,592593,,
CG,LABOREX PNR,ERCEFURYL 200MG GEL BL2x14,ERCEFURYL 200MG CAP BL2X14 SAF M60 XE,592593,,
CG,SEP BRZ,ERCEFURYL 200MG GEL BL2x14,ERCEFURYL 200MG CAP BL2X14 SAF M60 XE,592593,,
CG,SEP PNR,ERCEFURYL 200MG GEL BL2x14,ERCEFURYL 200MG CAP BL2X14 SAF M60 XE,592593,,
CG,UBI BRZ,ERCEFURYL 200MG GEL BL2x14,ERCEFURYL 200MG CAP BL2X14 SAF M60 XE,592593,,
CG,UBI PNR,ERCEFURYL 200MG GEL BL2x14,ERCEFURYL 200MG CAP BL2X14 SAF M60 XE,592593,,
GN,LABOREX,ERCEFURYL 200MG GEL BL2x14,ERCEFURYL 200MG CAP BL2X14 SAF M60 XE,592593,,
GN,SGIP,ERCEFURYL 200MG GEL BL2x14,ERCEFURYL 200MG CAP BL2X14 SAF M60 XE,592593,,
GN,SODIPH,ERCEFURYL 200MG GEL BL2x14,ERCEFURYL 200MG CAP BL2X14 SAF M60 XE,592593,,
KE,Laborex,ERCEFURYL 200MG GELU B/28     ,ERCEFURYL 200MG CAP BL2X14 S3 EX,592593,,
KE,Laborex,ERCEFURYL 200MG GELU B/28     ,ERCEFURYL 200MG CAP BL2X14 S3 EX,592593,,
KE,Highchem,ERCEFURYL 4% 90ML SUSPENSION,ERCEFURYL 4PCT 1FL 90ML  (EXPTOM),671538,,
KE,Highchem,ERCEFURYL 4% 90ML SUSPENSION,ERCEFURYL 4PCT 1FL 90ML  (EXPTOM),671538,,
BF,LABOREX,ERCEFURYL 4% FL90ML,ERCEFURYL 3.6G/90ML SOL BT1 S2 EX,671538,,
BF,UBIPHARM,ERCEFURYL 4% FL90ML,ERCEFURYL 3.6G/90ML SOL BT1 S2 EX,671538,,
BF,DPBF,ERCEFURYL 4% FL90ML,ERCEFURYL 3.6G/90ML SOL BT1 S2 EX,671538,,
BF,TEDIS,ERCEFURYL 4% FL90ML,ERCEFURYL 3.6G/90ML SOL BT1 S2 EX,671538,,
CG,LABOREX BRZ,ERCEFURYL 4% FL90ML,ERCEFURYL 3.6G/90ML SOL BT1 S2 EX,671538,,
CG,LABOREX PNR,ERCEFURYL 4% FL90ML,ERCEFURYL 3.6G/90ML SOL BT1 S2 EX,671538,,
CG,SEP BRZ,ERCEFURYL 4% FL90ML,ERCEFURYL 3.6G/90ML SOL BT1 S2 EX,671538,,
CG,SEP PNR,ERCEFURYL 4% FL90ML,ERCEFURYL 3.6G/90ML SOL BT1 S2 EX,671538,,
CG,UBI BRZ,ERCEFURYL 4% FL90ML,ERCEFURYL 3.6G/90ML SOL BT1 S2 EX,671538,,
CG,UBI PNR,ERCEFURYL 4% FL90ML,ERCEFURYL 3.6G/90ML SOL BT1 S2 EX,671538,,
GN,LABOREX,ERCEFURYL 4% FL90ML,ERCEFURYL 3.6G/90ML SOL BT1 S2 EX,671538,,
GN,SGIP,ERCEFURYL 4% FL90ML,ERCEFURYL 3.6G/90ML SOL BT1 S2 EX,671538,,
GN,SODIPH,ERCEFURYL 4% FL90ML,ERCEFURYL 3.6G/90ML SOL BT1 S2 EX,671538,,
KE,Harleys,Ercefuryl 4% Syrup 90ml,ERCEFURYL 4PCT 1FL 90ML  (EXPTOM),671538,,
KE,Harleys,Ercefuryl 4% Syrup 90ml,ERCEFURYL 4PCT 1FL 90ML  (EXPTOM),671538,,
KE,Harleys,Ercefuryl Capsule 200mg 28`s,ERCEFURYL 200MG CAP BL2X14 S3 EX,592593,,
KE,Harleys,Ercefuryl Capsule 200mg 28`s,ERCEFURYL 200MG CAP BL2X14 S3 EX,592593,,
KE,Surgipharm,ERCEFURYL CAPSULES 200mg * 28,ERCEFURYL 200MG CAP BL2X14 S3 EX,592593,,
KE,Surgipharm,ERCEFURYL CAPSULES 200mg * 28,ERCEFURYL 200MG CAP BL2X14 S3 EX,592593,,
KE,Laborex,ERCEFURYL SUSP BUV F/90ML     ,ERCEFURYL 4PCT 1FL 90ML  (EXPTOM),671538,,
KE,Laborex,ERCEFURYL SUSP BUV F/90ML     ,ERCEFURYL 4PCT 1FL 90ML  (EXPTOM),671538,,
KE,Surgipharm,ERCEFURYL SUSPENSION 90ml,ERCEFURYL 4PCT 1FL 90ML  (EXPTOM),671538,,
KE,Surgipharm,ERCEFURYL SUSPENSION 90ml,ERCEFURYL 4PCT 1FL 90ML  (EXPTOM),671538,,
BF,LABOREX,EXACYL 1G/10ML  AMP BUV 10MLX5,EXACYL 1G/10ML SOL AM5 S3 M60 XE,224938,,
BF,UBIPHARM,EXACYL 1G/10ML  AMP BUV 10MLX5,EXACYL 1G/10ML SOL AM5 S3 M60 XE,224938,,
BF,DPBF,EXACYL 1G/10ML  AMP BUV 10MLX5,EXACYL 1G/10ML SOL AM5 S3 M60 XE,224938,,
BF,TEDIS,EXACYL 1G/10ML  AMP BUV 10MLX5,EXACYL 1G/10ML SOL AM5 S3 M60 XE,224938,,
CG,LABOREX BRZ,EXACYL 1G/10ML  AMP BUV 10MLX5,EXACYL 1G/10ML SOL AM5 S3 M60 XE,224938,,
CG,LABOREX PNR,EXACYL 1G/10ML  AMP BUV 10MLX5,EXACYL 1G/10ML SOL AM5 S3 M60 XE,224938,,
CG,SEP BRZ,EXACYL 1G/10ML  AMP BUV 10MLX5,EXACYL 1G/10ML SOL AM5 S3 M60 XE,224938,,
CG,SEP PNR,EXACYL 1G/10ML  AMP BUV 10MLX5,EXACYL 1G/10ML SOL AM5 S3 M60 XE,224938,,
CG,UBI BRZ,EXACYL 1G/10ML  AMP BUV 10MLX5,EXACYL 1G/10ML SOL AM5 S3 M60 XE,224938,,
CG,UBI PNR,EXACYL 1G/10ML  AMP BUV 10MLX5,EXACYL 1G/10ML SOL AM5 S3 M60 XE,224938,,
GN,LABOREX,EXACYL 1G/10ML  AMP BUV 10MLX5,EXACYL 1G/10ML SOL AM5 S3 M60 XE,224938,,
GN,SGIP,EXACYL 1G/10ML  AMP BUV 10MLX5,EXACYL 1G/10ML SOL AM5 S3 M60 XE,224938,,
GN,SODIPH,EXACYL 1G/10ML  AMP BUV 10MLX5,EXACYL 1G/10ML SOL AM5 S3 M60 XE,224938,,
CG,LABOREX BRZ,EXACYL 500MG CP20,EXACYL 500MG TAB BL20 S3 XE,541078,,
CG,LABOREX PNR,EXACYL 500MG CP20,EXACYL 500MG TAB BL20 S3 XE,541078,,
CG,SEP BRZ,EXACYL 500MG CP20,EXACYL 500MG TAB BL20 S3 XE,541078,,
CG,SEP PNR,EXACYL 500MG CP20,EXACYL 500MG TAB BL20 S3 XE,541078,,
CG,UBI BRZ,EXACYL 500MG CP20,EXACYL 500MG TAB BL20 S3 XE,541078,,
CG,UBI PNR,EXACYL 500MG CP20,EXACYL 500MG TAB BL20 S3 XE,541078,,
GN,LABOREX,EXACYL 500MG CP20,EXACYL 500MG TAB BL20 S3 XE,541078,,
GN,SGIP,EXACYL 500MG CP20,EXACYL 500MG TAB BL20 S3 XE,541078,,
GN,SODIPH,EXACYL 500MG CP20,EXACYL 500MG TAB BL20 S3 XE,541078,,
TZ,Bahari,Flagently Tabs 500mg-4,FLAGENTYL 500MG 4CP S3 P,664051,,
KE,Harleys,Flagentyl  500mg Tablets 4's,FLAGENTYL 500MG TABCO BL4 S3 M49 XD,664051,,
KE,Harleys,Flagentyl  500mg Tablets 4's,FLAGENTYL 500MG TABCO BL4 S3 M49 XD,664051,,
KE,Laborex,FLAGENTYL 500MG CP B/4        ,FLAGENTYL 500MG TABCO BL4 S3 M49 XD,664051,,
UG,Laborex,FLAGENTYL 500MG CP B/4        ,FLAGENTYL 500MG 4CP S3 P,664051,,
BF,LABOREX,FLAGENTYL 500MG CP4,FLAGENTYL 500MG TABCO BL4 XE,664047,,
BF,UBIPHARM,FLAGENTYL 500MG CP4,FLAGENTYL 500MG TABCO BL4 XE,664047,,
BF,DPBF,FLAGENTYL 500MG CP4,FLAGENTYL 500MG TABCO BL4 XE,664047,,
BF,TEDIS,FLAGENTYL 500MG CP4,FLAGENTYL 500MG TABCO BL4 XE,664047,,
CG,LABOREX BRZ,FLAGENTYL 500MG CP4,FLAGENTYL 500MG TABCO BL4 XE,664047,,
CG,LABOREX PNR,FLAGENTYL 500MG CP4,FLAGENTYL 500MG TABCO BL4 XE,664047,,
CG,SEP BRZ,FLAGENTYL 500MG CP4,FLAGENTYL 500MG TABCO BL4 XE,664047,,
CG,SEP PNR,FLAGENTYL 500MG CP4,FLAGENTYL 500MG TABCO BL4 XE,664047,,
CG,UBI BRZ,FLAGENTYL 500MG CP4,FLAGENTYL 500MG TABCO BL4 XE,664047,,
CG,UBI PNR,FLAGENTYL 500MG CP4,FLAGENTYL 500MG TABCO BL4 XE,664047,,
GN,LABOREX,FLAGENTYL 500MG CP4,FLAGENTYL 500MG TABCO BL4 XE,664047,,
GN,SGIP,FLAGENTYL 500MG CP4,FLAGENTYL 500MG TABCO BL4 XE,664047,,
GN,SODIPH,FLAGENTYL 500MG CP4,FLAGENTYL 500MG TABCO BL4 XE,664047,,
KE,Highchem,FLAGENTYL 500mg TABS,FLAGENTYL 500MG TABCO BL4 S3 M49 XD,664051,,
KE,Highchem,FLAGENTYL 500mg TABS,FLAGENTYL 500MG TABCO BL4 S3 M49 XD,664051,,
UG,Eris,Flagentyl 500mg Tabs,,,,
KE,Surgipharm,FLAGENTYL TABS 500mg * 4,FLAGENTYL 500MG TABCO BL4 S3 M49 XD,664051,,
KE,Surgipharm,FLAGENTYL TABS 500mg * 4,FLAGENTYL 500MG TABCO BL4 S3 M49 XD,664051,,
KE,Laborex,FLAGENTYL TABS 500MG 4'S      ,FLAGENTYL 500MG TABCO BL4 S3 M49 XD,664051,,
UG,Surgipharm,Flagentyl Tabs 500mg x 4 (Secnidazole),FLAGENTYL 500MG 4CP S3 P,664051,,
BF,LABOREX,FLAGYL 0,,,,
BF,UBIPHARM,FLAGYL 0,,,,
BF,DPBF,FLAGYL 0,,,,
BF,TEDIS,FLAGYL 0,,,,
CG,LABOREX BRZ,FLAGYL 0,,,,
CG,LABOREX PNR,FLAGYL 0,,,,
CG,SEP BRZ,FLAGYL 0,,,,
CG,SEP PNR,FLAGYL 0,,,,
CG,UBI BRZ,FLAGYL 0,,,,
CG,UBI PNR,FLAGYL 0,,,,
GN,LABOREX,FLAGYL 0,,,,
GN,SGIP,FLAGYL 0,,,,
GN,SODIPH,FLAGYL 0,,,,
KE,Highchem,FLAGYL 100ML SUSPENSION,FLAGYL 200MG/5ML SUSP BT1 M24 ZA,645815,,
KE,Highchem,FLAGYL 100ml VIAFLEX,FLAGYL 500MG/+ LIQ BT1 ZA,67294,,
BF,LABOREX,FLAGYL 125MG/5ML SUSP FL120ML,FLAGYL 125MG/5ML SUSP BT1 S3 M24 XD,354890,,
BF,UBIPHARM,FLAGYL 125MG/5ML SUSP FL120ML,FLAGYL 125MG/5ML SUSP BT1 S3 M24 XD,354890,,
BF,DPBF,FLAGYL 125MG/5ML SUSP FL120ML,FLAGYL 125MG/5ML SUSP BT1 S3 M24 XD,354890,,
BF,TEDIS,FLAGYL 125MG/5ML SUSP FL120ML,FLAGYL 125MG/5ML SUSP BT1 S3 M24 XD,354890,,
CG,LABOREX BRZ,FLAGYL 125MG/5ML SUSP FL120ML,FLAGYL 125MG/5ML SUSP BT1 S3 M24 XD,354890,,
CG,LABOREX PNR,FLAGYL 125MG/5ML SUSP FL120ML,FLAGYL 125MG/5ML SUSP BT1 S3 M24 XD,354890,,
CG,SEP BRZ,FLAGYL 125MG/5ML SUSP FL120ML,FLAGYL 125MG/5ML SUSP BT1 S3 M24 XD,354890,,
CG,SEP PNR,FLAGYL 125MG/5ML SUSP FL120ML,FLAGYL 125MG/5ML SUSP BT1 S3 M24 XD,354890,,
CG,UBI BRZ,FLAGYL 125MG/5ML SUSP FL120ML,FLAGYL 125MG/5ML SUSP BT1 S3 M24 XD,354890,,
CG,UBI PNR,FLAGYL 125MG/5ML SUSP FL120ML,FLAGYL 125MG/5ML SUSP BT1 S3 M24 XD,354890,,
GN,LABOREX,FLAGYL 125MG/5ML SUSP FL120ML,FLAGYL 125MG/5ML SUSP BT1 S3 M24 XD,354890,,
GN,SGIP,FLAGYL 125MG/5ML SUSP FL120ML,FLAGYL 125MG/5ML SUSP BT1 S3 M24 XD,354890,,
GN,SODIPH,FLAGYL 125MG/5ML SUSP FL120ML,FLAGYL 125MG/5ML SUSP BT1 S3 M24 XD,354890,,
BF,LABOREX,FLAGYL 250MG CP20,FLAGYL 250MG TAB BL2X10 X EX,663984,,
BF,UBIPHARM,FLAGYL 250MG CP20,FLAGYL 250MG TAB BL2X10 X EX,663984,,
BF,DPBF,FLAGYL 250MG CP20,FLAGYL 250MG TAB BL2X10 X EX,663984,,
BF,TEDIS,FLAGYL 250MG CP20,FLAGYL 250MG TAB BL2X10 X EX,663984,,
CG,LABOREX BRZ,FLAGYL 250MG CP20,FLAGYL 250MG TAB BL2X10 X EX,663984,,
CG,LABOREX PNR,FLAGYL 250MG CP20,FLAGYL 250MG TAB BL2X10 X EX,663984,,
CG,SEP BRZ,FLAGYL 250MG CP20,FLAGYL 250MG TAB BL2X10 X EX,663984,,
CG,SEP PNR,FLAGYL 250MG CP20,FLAGYL 250MG TAB BL2X10 X EX,663984,,
CG,UBI BRZ,FLAGYL 250MG CP20,FLAGYL 250MG TAB BL2X10 X EX,663984,,
CG,UBI PNR,FLAGYL 250MG CP20,FLAGYL 250MG TAB BL2X10 X EX,663984,,
GN,LABOREX,FLAGYL 250MG CP20,FLAGYL 250MG TAB BL2X10 X EX,663984,,
GN,SGIP,FLAGYL 250MG CP20,FLAGYL 250MG TAB BL2X10 X EX,663984,,
GN,SODIPH,FLAGYL 250MG CP20,FLAGYL 250MG TAB BL2X10 X EX,663984,,
KE,Highchem,FLAGYL 400mg TABS 100'S,FLAGYL 400MG TAB BT100 M24 ZA,645817,,
BF,LABOREX,FLAGYL 500MG CP14,FLAGYL 500MG TAB BL14 X EX,663985,,
BF,UBIPHARM,FLAGYL 500MG CP14,FLAGYL 500MG TAB BL14 X EX,663985,,
BF,DPBF,FLAGYL 500MG CP14,FLAGYL 500MG TAB BL14 X EX,663985,,
BF,TEDIS,FLAGYL 500MG CP14,FLAGYL 500MG TAB BL14 X EX,663985,,
CG,LABOREX BRZ,FLAGYL 500MG CP14,FLAGYL 500MG TAB BL14 X EX,663985,,
CG,LABOREX PNR,FLAGYL 500MG CP14,FLAGYL 500MG TAB BL14 X EX,663985,,
CG,SEP BRZ,FLAGYL 500MG CP14,FLAGYL 500MG TAB BL14 X EX,663985,,
CG,SEP PNR,FLAGYL 500MG CP14,FLAGYL 500MG TAB BL14 X EX,663985,,
CG,UBI BRZ,FLAGYL 500MG CP14,FLAGYL 500MG TAB BL14 X EX,663985,,
CG,UBI PNR,FLAGYL 500MG CP14,FLAGYL 500MG TAB BL14 X EX,663985,,
GN,LABOREX,FLAGYL 500MG CP14,FLAGYL 500MG TAB BL14 X EX,663985,,
GN,SGIP,FLAGYL 500MG CP14,FLAGYL 500MG TAB BL14 X EX,663985,,
GN,SODIPH,FLAGYL 500MG CP14,FLAGYL 500MG TAB BL14 X EX,663985,,
BF,LABOREX,FLAGYL 500MG OVULES/10,FLAGYL 500MG PESSA BL2X5 S3 M36 XD,342280,,
BF,UBIPHARM,FLAGYL 500MG OVULES/10,FLAGYL 500MG PESSA BL2X5 S3 M36 XD,342280,,
BF,DPBF,FLAGYL 500MG OVULES/10,FLAGYL 500MG PESSA BL2X5 S3 M36 XD,342280,,
BF,TEDIS,FLAGYL 500MG OVULES/10,FLAGYL 500MG PESSA BL2X5 S3 M36 XD,342280,,
CG,LABOREX BRZ,FLAGYL 500MG OVULES/10,FLAGYL 500MG PESSA BL2X5 S3 M36 XD,342280,,
CG,LABOREX PNR,FLAGYL 500MG OVULES/10,FLAGYL 500MG PESSA BL2X5 S3 M36 XD,342280,,
CG,SEP BRZ,FLAGYL 500MG OVULES/10,FLAGYL 500MG PESSA BL2X5 S3 M36 XD,342280,,
CG,SEP PNR,FLAGYL 500MG OVULES/10,FLAGYL 500MG PESSA BL2X5 S3 M36 XD,342280,,
CG,UBI BRZ,FLAGYL 500MG OVULES/10,FLAGYL 500MG PESSA BL2X5 S3 M36 XD,342280,,
CG,UBI PNR,FLAGYL 500MG OVULES/10,FLAGYL 500MG PESSA BL2X5 S3 M36 XD,342280,,
GN,LABOREX,FLAGYL 500MG OVULES/10,FLAGYL 500MG PESSA BL2X5 S3 M36 XD,342280,,
GN,SGIP,FLAGYL 500MG OVULES/10,FLAGYL 500MG PESSA BL2X5 S3 M36 XD,342280,,
GN,SODIPH,FLAGYL 500MG OVULES/10,FLAGYL 500MG PESSA BL2X5 S3 M36 XD,342280,,
KE,Surgipharm,FLAGYL INFUSION (VIAFLEX)100ml*1,FLAGYL 500MG/+ LIQ BT1 ZA,67294,,
KE,Laborex,FLAGYL INFUSION 100ML         ,FLAGYL 500MG/+ LIQ BT1 ZA,67294,,
KE,Harleys,Flagyl Injection 500mg/100ml,FLAGYL 500MG/+ LIQ BT1 ZA,67294,,
KE,Laborex,FLAGYL SUSP 200MG 100ML       ,FLAGYL 200MG/5ML SUSP BT1 M24 ZA,645815,,
KE,Surgipharm,FLAGYL SUSPENSION 100ml,FLAGYL 200MG/5ML SUSP BT1 M24 ZA,645815,,
