MONTH,COUNTRY,DISTRIBUTOR,Distributor NAMING,QUANTITY_UNITS
4,ET,Dugda,ORELOX 100 mg OF 10 Tab,2702
4,ET,EBG,Amaryl SA 2mg 30 tabs,780
4,ET,EBG,Amaryl SA 4mg 2*15 tabs,500
4,ET,EBG,Clexane 4000IU 21NJD SWI,3994
4,ET,EBG,Clexane 6000IU 21NJD SWI,1511
4,ET,EBG,Clexane 8000IU 21NJD SWI,639
4,ET,EBG,DAONIL 5MG OF 10*10,704
4,ET,EBG,Epilim* Chrono 500 CP EX S2,527
4,ET,EBG,Lantus solostar 300 units of 5,300
4,ET,EBG,NO-SPA Tab 40mg of 100 Total,1461
4,ET,EBG,ORELOX 100MG OF 10 TAB,649
4,ET,EBG,Plavix NF 75mg,155
4,ET,EBG,XATRAL LP 10MG OF 30CP,65
4,ET,Zemera,Clexane 6000IU/0.6ml of 2,858
4,ET,Zemera,Clexane 8000IU/0.8ml of 2 ,138
4,TZ,JD,SANOFI AMARYL M 2MG TABS 30S,1091
4,TZ,JD,SANOFI AMARYL TABS 1MG 30S,121
4,TZ,JD,SANOFI AMARYL TABS 4MG 30S UK,85
4,TZ,JD,SANOFI CLEXANE INJ 40MG 2S (4000 ANTI-XA IU/0.4 ML),290
4,TZ,JD,SANOFI EPILIM 200MG TAB 100S U.K,224
4,TZ,JD,SANOFI EPILIM 200MG/5ML SYRUP * 300ML 1 U.K,41
4,TZ,JD,SANOFI EPILIM CHRONO 500MG TAB 100S,221
4,TZ,JD,SANOFI FLEMING 625MG TABS 14S,207
4,TZ,JD,SANOFI NO-SPA 40MG TABS 100S,353
4,TZ,JD,SANOFI NO-SPA 40MG TABS 20S,270
4,TZ,JD,SANOFI ORELOX TABS 100MG 10Sx1,52
4,TZ,JD,SANOFI ORELOX TABS 200MG 10S,201
4,TZ,JD,SANOFI RHINATHIOL PROMETHAZINE SYRUP 125MLS,3
4,TZ,JD,SANOFI RHINATHIOL SYRUP 2% CHILD 125MLS 1 U.K,5106
4,TZ,JD,SANOFI RHINATHIOL SYRUP 5% ADULT 125MLS 1 U.K,46
4,TZ,Laborex,AMARYL TABS 1MG 30'S          ,332
4,TZ,Laborex,AMARYL TABS 2MG 30'S          ,336
4,TZ,Laborex,RHINATHIOL AD 5% S/S 10G200ML ,218
4,TZ,Laborex,"RHINATHIOL ENF 2% 2,5G /125ML ",1530
4,UG,Eris,"Amaryl 4mg Tabs, 30's",60
4,UG,Eris,"Bioferon 305mg Caps, 30's",426
4,UG,Eris,"Clexane 40mg Inj, 2's",1180
4,UG,Eris,"Clexane 60mg Inj, 2's",1000
4,UG,Eris,"Clexane 80mg Inj, 2's",1000
4,UG,Eris,Cordarone 200mg Tabs 30's,8
4,UG,Eris,"Epilim 200mg Tabs, 100's",44
4,UG,Eris,"Epilim Chrono 500mg Tabs, 100's",128
4,UG,Eris,"Epilim Syrup 200mg/5ml, 300ml",284
4,UG,Eris,"Flagentyl 500mg Tabs, 4's",160
4,UG,Eris,"Fleming 228mg/5ml, 70ml",1344
4,UG,Eris,"Fleming 625mg Tabs, 14's",62
4,UG,Eris,"Lantus Solostar 100IU, 3ml 5PN",97
4,UG,Eris,"Maalox Plus 200mg Tabs, 4x10",52
4,UG,Eris,"No Spa 40mg Tabs, 100's",330
4,UG,Eris,"Rhinathiol Chesty Cough Adult, 125ml",106
4,UG,Eris,"Xatral 10mg Tabs, 30's",22
4,UG,Laborex,AMARYL TABS 1MG 30'S          ,1
4,UG,Laborex,AMARYL TABS 2MG 30'S          ,115
4,UG,Laborex,AMARYL TABS 4MG 30'S          ,111
4,UG,Laborex,CLEXANE 40MG INJ 2'S          ,141
4,UG,Laborex,CLEXANE INJ  60MG 2'S         ,478
4,UG,Laborex,CLEXANE INJ 80MG 2'S          ,762
4,UG,Laborex,CORDARONE 200MG CP B/30       ,384
4,UG,Laborex,EPILIM CHRONO TABS 500MG 100S ,301
4,UG,Laborex,EPILIM SYRUP 200MG/5ML 300ML  ,948
4,UG,Laborex,FLAGENTYL 500MG CP B/4        ,356
4,UG,Laborex,LANTUS SOLOSTAR 100IU 3ML 5'S ,99
4,UG,Laborex,NO SPA 40MG CP B/100          ,4737
4,UG,Laborex,NO SPA 40MG INJ 2ML B/5       ,286
4,UG,Laborex,RHINATHIOL AD 5% SP F/125ML   ,1148
4,UG,Laborex,"RHINATHIOL ENF 2% 2,5G /125ML ",638
4,UG,Laborex,XATRAL LP 10MG COMP B/30      ,55
4,UG,Surgipharm,Amaryl M Tab 2mg 30's,271
4,UG,Surgipharm,Amaryl Tabs 1mg x 30 (Glimepiride),111
4,UG,Surgipharm,Amaryl Tabs 2mg x 30 (Glimepiride),274
4,UG,Surgipharm,Amaryl Tabs 4mg x 30 (Glimepiride),372
4,UG,Surgipharm,Bioferon Caps x 30 (Ferrous Fumerate/Folic Acid/Vit B12/Vit C/Zinc),1246
4,UG,Surgipharm,Clexane Inj 20mg x 2 (Enoxaparin),343
4,UG,Surgipharm,Clexane Inj 60mg x 2 (Enoxaparin),564
4,UG,Surgipharm,Cordarone X Tabs 200mg x 30 (Amiodarone),41
4,UG,Surgipharm,Epilim Chrono Tabs 500mg x 100 (Sodium Valproate),434
4,UG,Surgipharm,Epilim Syr 200mg/5ml x 300ml (Sodium Valproate),683
4,UG,Surgipharm,Flagentyl Tabs 500mg x 4 (Secnidazole),1164
4,UG,Surgipharm,Fleming 1000mg Tab 2x7(Amox 875mg/clav125mg),35
4,UG,Surgipharm,Fleming 457mg/5ml Susp.X70ml,700
4,UG,Surgipharm,Fleming Inj 1.2g x 5 (Co-Amoxiclav),191
4,UG,Surgipharm,Fleming Susp 228/5ml x 70ml (Co-Amoxiclav),3003
4,UG,Surgipharm,Fleming Tabs 625mg x 14 (Co-Amoxiclav),1074
4,UG,Surgipharm,Lantus Solostar 100IU 3ml x 5s (Human Insulin),164
4,UG,Surgipharm,Maalox Tabs x 10 (Magnesium OH/Aluminium OH),7
4,UG,Surgipharm,No Spa Forte Tabs 80mg x 20 (Drotaverine HCl),603
4,UG,Surgipharm,No Spa Inj 40mg/2ml x 5 (Drotaverine HCl),81
4,UG,Surgipharm,No Spa Tabs 40mg x 100 (Drotaverine HCl),826
4,UG,Surgipharm,Orelox Susp 40mg/5ml x 100ml (Cefpodoxime),89
4,UG,Surgipharm,Orelox Susp 40mg/5ml x 50ml (Cefpodoxime),98
4,UG,Surgipharm,Orelox Tabs 100mg x 10 (Cefpodoxime),24
4,UG,Surgipharm,Orelox Tabs 200mg x 10 (Cefpodoxime),672
4,UG,Surgipharm,Rhinathiol Adult 5% x 125ml (Carbocisteine),855
4,UG,Surgipharm,Rhinathiol Infant 2% x 125ml (Carbocisteine),998
4,UG,Surgipharm,Xatral LP Tabs 10mg x 30 (Alfuzosin),314
5,ET,Beker,Amaryl SA 2mg 30 tabs,4
5,ET,Beker,Amaryl SA 4mg 2*15 tabs,5
5,ET,Beker,Clexane 4000IU 21NJD SWI,226
5,ET,Beker,Clexane 6000IU 21NJD SWI,896
5,ET,Beker,Clexane 8000IU 21NJD SWI,18
5,ET,Beker,Clomid 50mg 10 tab,3
5,ET,Beker,NO-SPA Tab 40mg of 100 Total,18
5,ET,Dejen,CLEXANE 4000 IU/0.4ml 2 INJ ,3129
5,ET,Dejen,CLEXANE 6000 IU/0.6ml 2 INJ ,2485
5,ET,Dejen,CLEXANE 8000 IU/0.8ml 2 INJ,1370
5,ET,Dejen,DAONIL 5 mg OF 100 Tab,28966
5,ET,Dejen,NO-SPA 40 mg 10X10 Tab,825
5,ET,Dejen,ORELOX 100 mg OF 10 Tab,1841
5,ET,Dejen,Rhinathiol 2.5g/125ml syr,6434
5,ET,Dejen,Rhinathiol 6.25g/125ml syr,14001
5,ET,Dugda,CLEXANE 8000 IU/0.8ml 2 INJ,294
5,ET,Dugda,DAONIL 5 mg OF 100 Tab,1113
5,ET,Dugda,NO-SPA 40 mg 10X10 Tab,3045
5,ET,Dugda,ORELOX 100 mg OF 10 Tab,2612
5,ET,EBG,Amaryl SA 2mg 30 tabs,780
5,ET,EBG,Amaryl SA 4mg 2*15 tabs,500
5,ET,EBG,Lantus solostar 300 units of 5,300
5,ET,Zemera,Clexane 6000IU/0.6ml of 2,818
5,ET,Zemera,Clexane 8000IU/0.8ml of 2 ,103
5,TZ,JD,FLEMING 228MG SYRUP 70ML (AUGMENTIN),68
5,TZ,JD,SANOFI AMARYL M 2MG TABS 30S,1088
5,TZ,JD,SANOFI AMARYL TABS 1MG 30S,109
5,TZ,JD,SANOFI AMARYL TABS 4MG 30S UK,27
5,TZ,JD,SANOFI CLEXANE INJ 40MG 2S (4000 ANTI-XA IU/0.4 ML),951
5,TZ,JD,SANOFI CLEXANE INJ 60MG 2S,83
5,TZ,JD,SANOFI EPILIM 200MG TAB 100S U.K,315
5,TZ,JD,SANOFI EPILIM 200MG/5ML SYRUP * 300ML 1 U.K,234
5,TZ,JD,SANOFI EPILIM CHRONO 500MG TAB 100S,263
5,TZ,JD,SANOFI FLEMING 625MG TABS 14S,191
5,TZ,JD,SANOFI MAALOX PLUS 200MG CHEWABLE TABS 40S,162
5,TZ,JD,SANOFI NO-SPA 40MG TABS 100S,322
5,TZ,JD,SANOFI NO-SPA 40MG TABS 20S,310
5,TZ,JD,SANOFI ORELOX TABS 100MG 10Sx1,96
5,TZ,JD,SANOFI ORELOX TABS 200MG 10S,190
5,TZ,JD,SANOFI RHINATHIOL PROMETHAZINE SYRUP 125MLS,108
5,TZ,JD,SANOFI RHINATHIOL SYRUP 2% CHILD 125MLS 1 U.K,5041
5,TZ,Laborex,AMARYL TABS 1MG 30'S          ,315
5,TZ,Laborex,AMARYL TABS 2MG 30'S          ,327
5,TZ,Laborex,RHINATHIOL AD 5% S/S 10G200ML ,1
5,TZ,Laborex,"RHINATHIOL ENF 2% 2,5G /125ML ",1447
5,UG,Eris,"Amaryl 4mg Tabs, 30's",60
5,UG,Eris,"Bioferon 305mg Caps, 30's",420
5,UG,Eris,"Clexane 40mg Inj, 2's",179
5,UG,Eris,Cordarone 200mg Tabs 30's,8
5,UG,Eris,"Epilim Chrono 500mg Tabs, 100's",121
5,UG,Eris,"Epilim Syrup 200mg/5ml, 300ml",274
5,UG,Eris,"Flagentyl 500mg Tabs, 4's",140
5,UG,Eris,"Fleming 228mg/5ml, 70ml",1346
5,UG,Eris,"Fleming 625mg Tabs, 14's",62
5,UG,Eris,"Lantus Solostar 100IU, 3ml 5PN",97
5,UG,Eris,"Maalox Plus 200mg Tabs, 4x10",52
5,UG,Eris,"No Spa 40mg Tabs, 100's",294
5,UG,Eris,"Rhinathiol Chesty Cough Adult, 125ml",47
5,UG,Eris,"Xatral 10mg Tabs, 30's",17
5,UG,Laborex,AMARYL TABS 2MG 30'S          ,115
5,UG,Laborex,AMARYL TABS 4MG 30'S          ,105
5,UG,Laborex,CLEXANE 40MG INJ 2'S          ,454
5,UG,Laborex,CLEXANE INJ  60MG 2'S         ,448
5,UG,Laborex,CLEXANE INJ 80MG 2'S          ,727
5,UG,Laborex,CORDARONE 200MG CP B/30       ,364
5,UG,Laborex,EPILIM CHRONO TABS 500MG 100S ,213
5,UG,Laborex,EPILIM SYRUP 200MG/5ML 300ML  ,1659
5,UG,Laborex,FLAGENTYL 500MG CP B/4        ,289
5,UG,Laborex,LANTUS SOLOSTAR 100IU 3ML 5'S ,84
5,UG,Laborex,NO SPA 40MG CP B/100          ,4400
5,UG,Laborex,NO SPA 40MG INJ 2ML B/25      ,296
5,UG,Laborex,NO SPA 40MG INJ 2ML B/5       ,286
5,UG,Laborex,RHINATHIOL AD 5% SP F/125ML   ,914
5,UG,Laborex,"RHINATHIOL ENF 2% 2,5G /125ML ",443
5,UG,Surgipharm,Amaryl M Tab 2mg 30's,271
5,UG,Surgipharm,Amaryl Tabs 1mg x 30 (Glimepiride),41
5,UG,Surgipharm,Amaryl Tabs 2mg x 30 (Glimepiride),274
5,UG,Surgipharm,Amaryl Tabs 4mg x 30 (Glimepiride),362
5,UG,Surgipharm,Bioferon Caps x 30 (Ferrous Fumerate/Folic Acid/Vit B12/Vit C/Zinc),1244
5,UG,Surgipharm,Clexane Inj 20mg x 2 (Enoxaparin),323
5,UG,Surgipharm,Clexane Inj 40mg x 2 (Enoxaparin),3460
5,UG,Surgipharm,Clexane Inj 60mg x 2 (Enoxaparin),2064
5,UG,Surgipharm,Clexane Inj 80mg x 2 (Enoxaparin),1133
5,UG,Surgipharm,Cordarone X Tabs 200mg x 30 (Amiodarone),41
5,UG,Surgipharm,Epilim Chrono Tabs 500mg x 100 (Sodium Valproate),427
5,UG,Surgipharm,Epilim Syr 200mg/5ml x 300ml (Sodium Valproate),653
5,UG,Surgipharm,Flagentyl Tabs 500mg x 4 (Secnidazole),1162
5,UG,Surgipharm,Fleming 457mg/5ml Susp.X70ml,670
5,UG,Surgipharm,Fleming Inj 1.2g x 5 (Co-Amoxiclav),190
5,UG,Surgipharm,Fleming Susp 228/5ml x 70ml (Co-Amoxiclav),2870
5,UG,Surgipharm,Fleming Tabs 625mg x 14 (Co-Amoxiclav),495
5,UG,Surgipharm,Lantus Solostar 100IU 10 ml x 1s (Human Insulin),1000
5,UG,Surgipharm,Lantus Solostar 100IU 3ml x 5s (Human Insulin),334
5,UG,Surgipharm,Maalox Tabs x 10 (Magnesium OH/Aluminium OH),1
5,UG,Surgipharm,No Spa Forte Tabs 80mg x 20 (Drotaverine HCl),603
5,UG,Surgipharm,No Spa Inj 40mg/2ml x 25 (Drotaverine HCl),1000
5,UG,Surgipharm,No Spa Inj 40mg/2ml x 5 (Drotaverine HCl),17
5,UG,Surgipharm,No Spa Tabs 40mg x 100 (Drotaverine HCl),775
5,UG,Surgipharm,Orelox Susp 40mg/5ml x 100ml (Cefpodoxime),289
5,UG,Surgipharm,Orelox Susp 40mg/5ml x 50ml (Cefpodoxime),98
5,UG,Surgipharm,Orelox Tabs 100mg x 10 (Cefpodoxime),24
5,UG,Surgipharm,Orelox Tabs 200mg x 10 (Cefpodoxime),672
5,UG,Surgipharm,Rhinathiol Adult 5% x 125ml (Carbocisteine),2790
5,UG,Surgipharm,Rhinathiol Infant 2% x 125ml (Carbocisteine),956
5,UG,Surgipharm,Rhinathiol Sugar Free Adult 5% x 200ml (Carbocisteine),838
5,UG,Surgipharm,Xatral LP Tabs 10mg x 30 (Alfuzosin),314
6,TZ,Bahari,Epilim Tabs 200mg ,129
6,TZ,Bahari,Flagently Tabs 500mg-4,189
6,TZ,Bahari,FLEMING SYRUP 228,294
6,TZ,Bahari,FLEMING TABLET 625,527
6,TZ,Bahari,No-Spa Tabs 40mg 100'S,1
6,TZ,Bahari,Orelox 200mg Tabs,430
6,TZ,Bahari,Rhinathiol Adults Sugarfree,3
6,TZ,Bahari,Rhinothiol 6.25mg Adults ,2561
6,TZ,JD,SANOFI AMARYL M 2MG TABS 30S,776
6,TZ,JD,SANOFI AMARYL TABS 1MG 30S,101
6,TZ,JD,SANOFI AMARYL TABS 4MG 30S UK,15
6,TZ,JD,SANOFI APIDRA SOLOSTAR 5 X 3MLS,2
6,TZ,JD,SANOFI CLEXANE INJ 40MG 2S (4000 ANTI-XA IU/0.4 ML),836
6,TZ,JD,SANOFI CLEXANE INJ 60MG 2S,83
6,TZ,JD,SANOFI EPILIM 200MG TAB 100S U.K,287
6,TZ,JD,SANOFI EPILIM 200MG/5ML SYRUP * 300ML 1 U.K,179
6,TZ,JD,SANOFI EPILIM CHRONO 500MG TAB 100S,216
6,TZ,JD,SANOFI MAALOX PLUS 200MG CHEWABLE TABS 40S,140
6,TZ,JD,SANOFI NO-SPA 40MG TABS 100S,308
6,TZ,JD,SANOFI NO-SPA 40MG TABS 20S,308
6,TZ,JD,SANOFI ORELOX TABS 100MG 10Sx1,96
6,TZ,JD,SANOFI ORELOX TABS 200MG 10S,189
6,TZ,JD,SANOFI RHINATHIOL PROMETHAZINE SYRUP 125MLS,44
6,TZ,JD,SANOFI RHINATHIOL SYRUP 2% CHILD 125MLS 1 U.K,4973
6,TZ,JD,SANOFI RHINATHIOL SYRUP ADULT S/FREE 200MLS,190
6,TZ,Laborex,AMARYL M 2MG CP B/30          ,144
6,TZ,Laborex,AMARYL TABS 1MG 30'S          ,307
6,TZ,Laborex,AMARYL TABS 2MG 30'S          ,305
6,TZ,Laborex,CLEXANE INJ 80MG 2'S          ,323
6,TZ,Laborex,EPILIM CHRONO TABS 500MG 100S ,482
6,TZ,Laborex,EPILIM EC TABS 200MG 100'S    ,41
6,TZ,Laborex,EPILIM SYRUP 200MG/5ML 300ML  ,314
6,TZ,Laborex,NO SPA 40MG CP B/100          ,604
6,TZ,Laborex,RHINATHIOL AD 5% S/S 10G200ML ,1
6,TZ,Laborex,RHINATHIOL AD 5% SP F/125ML   ,528
6,TZ,Laborex,"RHINATHIOL ENF 2% 2,5G /125ML ",1408
6,TZ,Laborex,RHINATHIOL PROMETH SP 125ML   ,38
6,UG,Eris,"Amaryl 4mg Tabs, 30's",60
6,UG,Eris,"Bioferon 305mg Caps, 30's",420
6,UG,Eris,"Clexane 40mg Inj, 2's",179
6,UG,Eris,Cordarone 200mg Tabs 30's,8
6,UG,Eris,"Epilim Chrono 500mg Tabs, 100's",90
6,UG,Eris,"Epilim Syrup 200mg/5ml, 300ml",190
6,UG,Eris,"Flagentyl 500mg Tabs, 4's",103
6,UG,Eris,"Fleming 228mg/5ml, 70ml",1346
6,UG,Eris,"Lantus Solostar 100IU, 3ml 5PN",89
6,UG,Eris,"Maalox Plus 200mg Tabs, 4x10",52
6,UG,Eris,"No Spa 40mg Tabs, 100's",278
6,UG,Eris,"Rhinathiol Chesty Cough Adult, 125ml",18
6,UG,Eris,"Xatral 10mg Tabs, 30's",17
6,UG,Laborex,AMARYL TABS 2MG 30'S          ,114
6,UG,Laborex,AMARYL TABS 4MG 30'S          ,105
6,UG,Laborex,CLEXANE 40MG INJ 2'S          ,414
6,UG,Laborex,CLEXANE INJ  60MG 2'S         ,1078
6,UG,Laborex,CLEXANE INJ 80MG 2'S          ,727
6,UG,Laborex,CORDARONE 200MG CP B/30       ,341
6,UG,Laborex,EPILIM CHRONO TABS 500MG 100S ,392
6,UG,Laborex,EPILIM SYRUP 200MG/5ML 300ML  ,1586
6,UG,Laborex,FLAGENTYL 500MG CP B/4        ,270
6,UG,Laborex,LANTUS SOLOSTAR 100IU 3ML 5'S ,76
6,UG,Laborex,NO SPA 40MG CP B/100          ,3700
6,UG,Laborex,NO SPA 40MG INJ 2ML B/25      ,368
6,UG,Laborex,NO SPA 40MG INJ 2ML B/5       ,286
6,UG,Laborex,RHINATHIOL AD 5% S/S 10G200ML ,430
6,UG,Laborex,RHINATHIOL AD 5% SP F/125ML   ,1063
6,UG,Laborex,"RHINATHIOL ENF 2% 2,5G /125ML ",1385
6,UG,Laborex,XATRAL LP 10MG COMP B/30      ,124
6,UG,Surgipharm,Amaryl Tabs 2mg x 30 (Glimepiride),261
6,UG,Surgipharm,Amaryl Tabs 4mg x 30 (Glimepiride),349
6,UG,Surgipharm,Bioferon Caps x 30 (Ferrous Fumerate/Folic Acid/Vit B12/Vit C/Zinc),1226
6,UG,Surgipharm,Clexane Inj 40mg x 2 (Enoxaparin),3443
6,UG,Surgipharm,Clexane Inj 60mg x 2 (Enoxaparin),2002
6,UG,Surgipharm,Clexane Inj 80mg x 2 (Enoxaparin),1113
6,UG,Surgipharm,Cordarone X Tabs 200mg x 30 (Amiodarone),41
6,UG,Surgipharm,Epilim Chrono Tabs 500mg x 100 (Sodium Valproate),409
6,UG,Surgipharm,Epilim Syr 200mg/5ml x 300ml (Sodium Valproate),578
6,UG,Surgipharm,Flagentyl Tabs 500mg x 4 (Secnidazole),1107
6,UG,Surgipharm,Fleming 457mg/5ml Susp.X70ml,378
6,UG,Surgipharm,Fleming Inj 1.2g x 5 (Co-Amoxiclav),188
6,UG,Surgipharm,Fleming Susp 228/5ml x 70ml (Co-Amoxiclav),2657
6,UG,Surgipharm,Fleming Tabs 625mg x 14 (Co-Amoxiclav),213
6,UG,Surgipharm,Lantus Solostar 100IU 10 ml x 1s (Human Insulin),983
6,UG,Surgipharm,Lantus Solostar 100IU 3ml x 5s (Human Insulin),291
6,UG,Surgipharm,No Spa Forte Tabs 80mg x 20 (Drotaverine HCl),593
6,UG,Surgipharm,No Spa Inj 40mg/2ml x 25 (Drotaverine HCl),954
6,UG,Surgipharm,No Spa Tabs 40mg x 100 (Drotaverine HCl),574
6,UG,Surgipharm,Orelox Susp 40mg/5ml x 100ml (Cefpodoxime),289
6,UG,Surgipharm,Orelox Susp 40mg/5ml x 50ml (Cefpodoxime),94
6,UG,Surgipharm,Orelox Tabs 100mg x 10 (Cefpodoxime),24
6,UG,Surgipharm,Orelox Tabs 200mg x 10 (Cefpodoxime),668
6,UG,Surgipharm,Rhinathiol Adult 5% x 125ml (Carbocisteine),2720
6,UG,Surgipharm,Rhinathiol Infant 2% x 125ml (Carbocisteine),915
6,UG,Surgipharm,Rhinathiol Sugar Free Adult 5% x 200ml (Carbocisteine),545
6,UG,Surgipharm,Xatral LP Tabs 10mg x 30 (Alfuzosin),314
