mercafa_gmid;movement_code;quantity;Disount;Customer;Country;Distributor
5251780;SN;100;;A.M.D. PASSOS, COM. E REP. DE PROD. FARM., LDA.;AO;MERCAFAR
8270173;SN;592;;GREENMED, LDA.;AO;MERCAFAR
9662502;SN;200;;GREENMED, LDA.;AO;MERCAFAR
8270173;HN;;-1836;BIAL PORTELA & COMPANHIA, S.A;MZ;MERCAFAR
5490578;HN;;-1536;BIAL PORTELA & COMPANHIA, S.A;MZ;MERCAFAR
2733285;HN;;-6456;BIAL PORTELA & COMPANHIA, S.A;MZ;MERCAFAR
3885985;HN;;-6678;BIAL PORTELA & COMPANHIA, S.A;MZ;MERCAFAR
5490578;HN;;-256;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
9295436;HN;;-403,2;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
8520825;SN;829;;PRAMELHOR;AO;MERCAFAR
8270173;SN;200;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
5064431;SN;182;;NBC MEDICAL, LDA.;AO;MERCAFAR
5251780;SN;317;;NBC MEDICAL, LDA.;AO;MERCAFAR
5354055;SN;310;;NBC MEDICAL, LDA.;AO;MERCAFAR
2850386;SN;200;;NBC MEDICAL, LDA.;AO;MERCAFAR
3271780;SN;90;;NBC MEDICAL, LDA.;AO;MERCAFAR
2842185;SN;200;;NBC MEDICAL, LDA.;AO;MERCAFAR
2308781;SN;650;;NBC MEDICAL, LDA.;AO;MERCAFAR
2841781;SN;650;;NBC MEDICAL, LDA.;AO;MERCAFAR
2841989;SN;650;;NBC MEDICAL, LDA.;AO;MERCAFAR
5201165;SN;30;;NBC MEDICAL, LDA.;AO;MERCAFAR
4600284;SN;1000;;NBC MEDICAL, LDA.;AO;MERCAFAR
8270173;SN;1000;;KENT PHARMA,S.A.;AO;MERCAFAR
2842185;SN;100;;KENT PHARMA,S.A.;AO;MERCAFAR
2308781;SN;70;;KENT PHARMA,S.A.;AO;MERCAFAR
2841781;SN;200;;KENT PHARMA,S.A.;AO;MERCAFAR
2841989;SN;300;;KENT PHARMA,S.A.;AO;MERCAFAR
9138230;SN;500;;KENT PHARMA,S.A.;AO;MERCAFAR
2841781;SN;150;;A.M.D. PASSOS, COM. E REP. DE PROD. FARM., LDA.;AO;MERCAFAR
2841989;SN;150;;A.M.D. PASSOS, COM. E REP. DE PROD. FARM., LDA.;AO;MERCAFAR
9412908;SN;816;;STOCKPHARMA, LDA.;AO;MERCAFAR
5169578;SN;560;;STOCKPHARMA, LDA.;AO;MERCAFAR
5169602;SN;350;;STOCKPHARMA, LDA.;AO;MERCAFAR
9729400;SN;70;;STOCKPHARMA, LDA.;AO;MERCAFAR
8181602;SN;160;;STOCKPHARMA, LDA.;AO;MERCAFAR
5594452;SN;2600;;STOCKPHARMA, LDA.;AO;MERCAFAR
5593108;SN;348;;STOCKPHARMA, LDA.;AO;MERCAFAR
8696641;SN;36;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2841989;SN;50;;QUILABAN QUÍMICA LABORATORIAL ANALÍTICA, LDA.;AO;MERCAFAR
9434126;SG;;486,18;EMPROFAC, SARL;CV;MERCAFAR
4600284;SN;50;;EMPROFAC, SARL;CV;MERCAFAR
4600284;SN;50;;EMPROFAC, SARL;CV;MERCAFAR
4586491;SG;;109,48;EMPROFAC, SARL;CV;MERCAFAR
8520809;SN;160;;GRUPO HEMOFARMA, LDA;AO;MERCAFAR
8181602;SN;2482;;GRUPO HEMOFARMA, LDA;AO;MERCAFAR
8270173;SN;60;;STOCKPHARMA, LDA.;AO;MERCAFAR
9412908;SN;90;;STOCKPHARMA, LDA.;AO;MERCAFAR
9138222;SN;100;;STOCKPHARMA, LDA.;AO;MERCAFAR
2829091;SN;20;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
9241307;SN;25;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
4580684;SN;20;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
9434126;SN;50;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
2308682;SN;100;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
2046787;SN;70;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
2529584;SN;70;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
2841781;SN;87;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
2841989;SN;50;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
8250704;SN;50;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
4600284;SN;100;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
2841989;SN;100;;STOCKPHARMA, LDA.;AO;MERCAFAR
2553485;SG;;29,52;EMPROFAC, SARL;CV;MERCAFAR
8782516;SG;;50,6;EMPROFAC, SARL;CV;MERCAFAR
9905604;SG;;85,1;EMPROFAC, SARL;CV;MERCAFAR
9434126;SG;;401,82;EMPROFAC, SARL;CV;MERCAFAR
9679704;SG;;66,36;EMPROFAC, SARL;CV;MERCAFAR
8250704;SN;14;;EMPROFAC, SARL;CV;MERCAFAR
4586491;SG;;109,48;EMPROFAC, SARL;CV;MERCAFAR
2553485;SG;;19,68;EMPROFAC, SARL;CV;MERCAFAR
8782516;SG;;22,77;EMPROFAC, SARL;CV;MERCAFAR
9905604;SG;;1332;EMPROFAC, SARL;CV;MERCAFAR
8250704;SN;12;;EMPROFAC, SARL;CV;MERCAFAR
9224931;SN;306;;VELVET MED-HEALTHCARE SOLUTIONS, LDA.;AO;MERCAFAR
2553485;SN;170;;ZTM INTERNATIONAL LIMITED;AO;MERCAFAR
8520809;SN;1000;;ZTM INTERNATIONAL LIMITED;AO;MERCAFAR
2805984;SN;204;;ZTM INTERNATIONAL LIMITED;AO;MERCAFAR
8468009;SN;110;;ZTM INTERNATIONAL LIMITED;AO;MERCAFAR
8270173;SN;20;;ZTM INTERNATIONAL LIMITED;AO;MERCAFAR
5490578;SN;50;;ZTM INTERNATIONAL LIMITED;AO;MERCAFAR
9412809;SN;310;;ZTM INTERNATIONAL LIMITED;AO;MERCAFAR
9662502;SN;110;;ZTM INTERNATIONAL LIMITED;AO;MERCAFAR
8181602;SN;19;;ZTM INTERNATIONAL LIMITED;AO;MERCAFAR
8193417;SN;250;;ZTM INTERNATIONAL LIMITED;AO;MERCAFAR
8193516;SN;20;;ZTM INTERNATIONAL LIMITED;AO;MERCAFAR
2842185;SN;30;;ECOFARMA;AO;MERCAFAR
5490578;SN;100;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
9295436;SN;360;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
5169578;SN;64;;COSMOPROUD, UNIP., LDA.;AO;MERCAFAR
5169602;SN;63;;COSMOPROUD, UNIP., LDA.;AO;MERCAFAR
5594452;SN;200;;COSMOPROUD, UNIP., LDA.;AO;MERCAFAR
2841989;SN;79;;KENT PHARMA,S.A.;AO;MERCAFAR
2733285;SN;100;;KENT PHARMA,S.A.;AO;MERCAFAR
8270173;SN;300;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
9905604;SN;100;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
9224931;SN;294;;VELVET MED-HEALTHCARE SOLUTIONS, LDA.;ST;MERCAFAR
5490578;SN;100;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
9295436;SN;360;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
8270173;HN;;-6,12;STOCKPHARMA, LDA.;AO;MERCAFAR
9224931;SN;100;;PHF-PROD.HOSPITALARES E FARM., LDA.;AO;MERCAFAR
2553188;SN;150;;SOCIFARMA-SOC.FARM.ANGOLANA,S.A.;AO;MERCAFAR
2553485;SN;100;;SOCIFARMA-SOC.FARM.ANGOLANA,S.A.;AO;MERCAFAR
8520809;SN;594;;SOCIFARMA-SOC.FARM.ANGOLANA,S.A.;AO;MERCAFAR
8520825;SN;350;;SOCIFARMA-SOC.FARM.ANGOLANA,S.A.;AO;MERCAFAR
8520817;SN;200;;SOCIFARMA-SOC.FARM.ANGOLANA,S.A.;AO;MERCAFAR
3080983;SN;230;;SOCIFARMA-SOC.FARM.ANGOLANA,S.A.;AO;MERCAFAR
2805984;SN;226;;SOCIFARMA-SOC.FARM.ANGOLANA,S.A.;AO;MERCAFAR
2806289;SN;404;;SOCIFARMA-SOC.FARM.ANGOLANA,S.A.;AO;MERCAFAR
8270173;SN;3200;;SOCIFARMA-SOC.FARM.ANGOLANA,S.A.;AO;MERCAFAR
5169578;SN;7;;SOCIFARMA-SOC.FARM.ANGOLANA,S.A.;AO;MERCAFAR
5169602;SN;300;;SOCIFARMA-SOC.FARM.ANGOLANA,S.A.;AO;MERCAFAR
2829091;SN;440;;SOCIFARMA-SOC.FARM.ANGOLANA,S.A.;AO;MERCAFAR
4590287;SN;50;;SOCIFARMA-SOC.FARM.ANGOLANA,S.A.;AO;MERCAFAR
9905604;SN;600;;SOCIFARMA-SOC.FARM.ANGOLANA,S.A.;AO;MERCAFAR
8113704;SN;240;;SOCIFARMA-SOC.FARM.ANGOLANA,S.A.;AO;MERCAFAR
2308781;SN;300;;SOCIFARMA-SOC.FARM.ANGOLANA,S.A.;AO;MERCAFAR
5490578;SN;482;;SOCIFARMA-SOC.FARM.ANGOLANA,S.A.;AO;MERCAFAR
9412809;SN;700;;SOCIFARMA-SOC.FARM.ANGOLANA,S.A.;AO;MERCAFAR
9412908;SN;2017;;SOCIFARMA-SOC.FARM.ANGOLANA,S.A.;AO;MERCAFAR
6673483;SN;59;;SOCIFARMA-SOC.FARM.ANGOLANA,S.A.;AO;MERCAFAR
9224931;SN;3500;;SOCIFARMA-SOC.FARM.ANGOLANA,S.A.;AO;MERCAFAR
9329714;SN;240;;SOCIFARMA-SOC.FARM.ANGOLANA,S.A.;AO;MERCAFAR
5413240;SN;1480;;SOCIFARMA-SOC.FARM.ANGOLANA,S.A.;AO;MERCAFAR
9679720;SN;135;;SOCIFARMA-SOC.FARM.ANGOLANA,S.A.;AO;MERCAFAR
9679712;SN;360;;SOCIFARMA-SOC.FARM.ANGOLANA,S.A.;AO;MERCAFAR
9679704;SN;320;;SOCIFARMA-SOC.FARM.ANGOLANA,S.A.;AO;MERCAFAR
5593322;SN;32;;SOCIFARMA-SOC.FARM.ANGOLANA,S.A.;AO;MERCAFAR
9295436;SN;2520;;SOCIFARMA-SOC.FARM.ANGOLANA,S.A.;AO;MERCAFAR
2733285;SN;720;;SOCIFARMA-SOC.FARM.ANGOLANA,S.A.;AO;MERCAFAR
9138230;SN;1000;;SOCIFARMA-SOC.FARM.ANGOLANA,S.A.;AO;MERCAFAR
5594452;SN;1802;;SOCIFARMA-SOC.FARM.ANGOLANA,S.A.;AO;MERCAFAR
5593108;SN;2;;SOCIFARMA-SOC.FARM.ANGOLANA,S.A.;AO;MERCAFAR
8193516;SN;120;;SOCIFARMA-SOC.FARM.ANGOLANA,S.A.;AO;MERCAFAR
4600284;SN;594;;SOCIFARMA-SOC.FARM.ANGOLANA,S.A.;AO;MERCAFAR
3080983;SN;98;;STOCKPHARMA, LDA.;AO;MERCAFAR
5169602;SN;100;;STOCKPHARMA, LDA.;AO;MERCAFAR
8113704;SN;240;;STOCKPHARMA, LDA.;AO;MERCAFAR
9434126;SN;200;;STOCKPHARMA, LDA.;AO;MERCAFAR
2046787;SN;270;;STOCKPHARMA, LDA.;AO;MERCAFAR
9412809;SN;900;;STOCKPHARMA, LDA.;AO;MERCAFAR
9224931;SN;877;;STOCKPHARMA, LDA.;AO;MERCAFAR
2733285;SN;140;;STOCKPHARMA, LDA.;AO;MERCAFAR
9662502;SN;800;;STOCKPHARMA, LDA.;AO;MERCAFAR
8193516;SN;180;;STOCKPHARMA, LDA.;AO;MERCAFAR
3080983;SN;25;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5169578;SN;12;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5169602;SN;25;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2829091;SN;900;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
8782516;SN;50;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
9241307;SN;25;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
4580684;SN;40;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
3885985;SN;300;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
8113704;SN;5;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
8113845;SN;30;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
9434126;SN;100;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2308682;SN;440;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2046787;SN;350;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2529584;SN;400;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2841781;SN;420;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2841989;SN;450;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
9412809;SN;20;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
9412908;SN;30;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2733285;SN;50;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
9138230;SN;25;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
9138222;SN;100;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
8250704;SN;200;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
8193417;SN;1;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
8193516;SN;1;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
8768812;SN;3;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5842398;SN;150;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
4600284;SN;200;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2553188;SN;300;;KNIPHAR-PRODUTOS FARMACEUTICOS,LDA;AO;MERCAFAR
2553485;SN;400;;KNIPHAR-PRODUTOS FARMACEUTICOS,LDA;AO;MERCAFAR
8270173;SN;2500;;KNIPHAR-PRODUTOS FARMACEUTICOS,LDA;AO;MERCAFAR
2829091;SN;321;;KNIPHAR-PRODUTOS FARMACEUTICOS,LDA;AO;MERCAFAR
8782516;SN;141;;KNIPHAR-PRODUTOS FARMACEUTICOS,LDA;AO;MERCAFAR
9905604;SN;1200;;KNIPHAR-PRODUTOS FARMACEUTICOS,LDA;AO;MERCAFAR
8113837;SN;480;;KNIPHAR-PRODUTOS FARMACEUTICOS,LDA;AO;MERCAFAR
9434126;SN;480;;KNIPHAR-PRODUTOS FARMACEUTICOS,LDA;AO;MERCAFAR
9412908;SN;1200;;KNIPHAR-PRODUTOS FARMACEUTICOS,LDA;AO;MERCAFAR
6673483;SN;350;;KNIPHAR-PRODUTOS FARMACEUTICOS,LDA;AO;MERCAFAR
9224931;SN;1000;;KNIPHAR-PRODUTOS FARMACEUTICOS,LDA;AO;MERCAFAR
9329714;SN;83;;KNIPHAR-PRODUTOS FARMACEUTICOS,LDA;AO;MERCAFAR
5413240;SN;1200;;KNIPHAR-PRODUTOS FARMACEUTICOS,LDA;AO;MERCAFAR
9679720;SN;400;;KNIPHAR-PRODUTOS FARMACEUTICOS,LDA;AO;MERCAFAR
9679704;SN;390;;KNIPHAR-PRODUTOS FARMACEUTICOS,LDA;AO;MERCAFAR
5593322;SN;117;;KNIPHAR-PRODUTOS FARMACEUTICOS,LDA;AO;MERCAFAR
2733285;SN;400;;KNIPHAR-PRODUTOS FARMACEUTICOS,LDA;AO;MERCAFAR
9662502;SN;500;;KNIPHAR-PRODUTOS FARMACEUTICOS,LDA;AO;MERCAFAR
8181602;SN;90;;KNIPHAR-PRODUTOS FARMACEUTICOS,LDA;AO;MERCAFAR
5594452;SN;600;;KNIPHAR-PRODUTOS FARMACEUTICOS,LDA;AO;MERCAFAR
2850881;SN;12;;QUIMEXPORT-COMÉRCIO INTERNACIONAL, LDA.;CV;MERCAFAR
8270173;SN;1000;;QUILABAN QUÍMICA LABORATORIAL ANALÍTICA, LDA.;AO;MERCAFAR
8468009;SN;10;;SOCIFARMA-SOC.FARM.ANGOLANA,S.A.;AO;MERCAFAR
2308682;SN;10;;SOCIFARMA-SOC.FARM.ANGOLANA,S.A.;AO;MERCAFAR
9138230;SN;10;;SOCIFARMA-SOC.FARM.ANGOLANA,S.A.;AO;MERCAFAR
5064431;SN;60;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
5251780;SN;300;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
5354105;SN;190;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
5354055;SN;154;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
5064571;SN;500;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
3885985;SN;200;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
3271780;SN;240;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
2553188;SG;;84,15;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
2553485;SG;;30,25;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
2733285;SG;;9750;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
5064431;SN;200;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
5251780;SN;265;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
2850881;SN;134;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
5354105;SN;167;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
5354055;SN;167;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
2850386;SN;150;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
5064571;SN;750;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
2842185;SN;200;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
2308682;SN;450;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
2308781;SN;584;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
2841781;SN;250;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
2841989;SN;206;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
5064571;SN;45;;QUIMEXPORT-COMÉRCIO INTERNACIONAL, LDA.;CV;MERCAFAR
2850881;SN;5;;GREENMED, LDA.;AO;MERCAFAR
5354055;SN;700;;GREENMED, LDA.;AO;MERCAFAR
5064571;SN;300;;GREENMED, LDA.;AO;MERCAFAR
2308682;SN;80;;GREENMED, LDA.;AO;MERCAFAR
2308781;SN;500;;GREENMED, LDA.;AO;MERCAFAR
5490578;SN;200;;GREENMED, LDA.;AO;MERCAFAR
9138230;SN;34;;GREENMED, LDA.;AO;MERCAFAR
9412908;SN;120;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
4600284;SN;100;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
5169578;SN;80;;XARMADIS PROD. FARM., LDA.;AO;MERCAFAR
5169602;SN;100;;XARMADIS PROD. FARM., LDA.;AO;MERCAFAR
9905604;SN;150;;XARMADIS PROD. FARM., LDA.;AO;MERCAFAR
5354105;SN;25;;XARMADIS PROD. FARM., LDA.;AO;MERCAFAR
5064571;SN;40;;XARMADIS PROD. FARM., LDA.;AO;MERCAFAR
9434126;SN;100;;XARMADIS PROD. FARM., LDA.;AO;MERCAFAR
2308682;SN;50;;XARMADIS PROD. FARM., LDA.;AO;MERCAFAR
2841989;SN;40;;XARMADIS PROD. FARM., LDA.;AO;MERCAFAR
2733285;SN;100;;XARMADIS PROD. FARM., LDA.;AO;MERCAFAR
9138230;SN;100;;XARMADIS PROD. FARM., LDA.;AO;MERCAFAR
9662502;SN;150;;XARMADIS PROD. FARM., LDA.;AO;MERCAFAR
5064571;SN;700;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
8270173;SN;1920;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
5169602;SN;300;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
8113837;SN;350;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
9412809;SN;261;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
9412908;SN;2000;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
5413240;SN;130;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
9138222;SN;800;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
9662502;SN;221;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
4600284;SN;200;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
9412908;SN;800;;STOCKPHARMA, LDA.;AO;MERCAFAR
9412809;SN;180;;CASSAM COM.GERAL-INES C.F.CASSAM (C.FARMACEUTICA);AO;MERCAFAR
9412908;SN;568;;CASSAM COM.GERAL-INES C.F.CASSAM (C.FARMACEUTICA);AO;MERCAFAR
9679712;SN;100;;CASSAM COM.GERAL-INES C.F.CASSAM (C.FARMACEUTICA);AO;MERCAFAR
5594452;SN;200;;CASSAM COM.GERAL-INES C.F.CASSAM (C.FARMACEUTICA);AO;MERCAFAR
2553485;SN;88;;KENT PHARMA,S.A.;AO;MERCAFAR
8270173;SN;500;;KENT PHARMA,S.A.;AO;MERCAFAR
2851889;SN;100;;KENT PHARMA,S.A.;AO;MERCAFAR
5354055;SN;300;;KENT PHARMA,S.A.;AO;MERCAFAR
2850386;SN;300;;KENT PHARMA,S.A.;AO;MERCAFAR
2308682;SN;100;;KENT PHARMA,S.A.;AO;MERCAFAR
2308781;SN;200;;KENT PHARMA,S.A.;AO;MERCAFAR
2841989;SN;500;;KENT PHARMA,S.A.;AO;MERCAFAR
4600284;SN;300;;KENT PHARMA,S.A.;AO;MERCAFAR
2553485;SG;;72,6;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
2553188;SN;30;;XARMADIS PROD. FARM., LDA.;AO;MERCAFAR
5490578;SN;30;;XARMADIS PROD. FARM., LDA.;AO;MERCAFAR
8468009;SN;170;;ZTM INTERNATIONAL LIMITED;AO;MERCAFAR
5169578;SN;20;;ZTM INTERNATIONAL LIMITED;AO;MERCAFAR
4389086;SN;20;;ZTM INTERNATIONAL LIMITED;AO;MERCAFAR
9905604;SN;100;;ZTM INTERNATIONAL LIMITED;AO;MERCAFAR
5354055;SN;16;;ZTM INTERNATIONAL LIMITED;AO;MERCAFAR
9329714;SN;20;;ZTM INTERNATIONAL LIMITED;AO;MERCAFAR
5594452;SN;128;;ZTM INTERNATIONAL LIMITED;AO;MERCAFAR
5251582;SN;10;;QUILABAN QUÍMICA LABORATORIAL ANALÍTICA, LDA.;AO;MERCAFAR
5354055;SN;87;;QUILABAN QUÍMICA LABORATORIAL ANALÍTICA, LDA.;AO;MERCAFAR
8113704;SN;80;;QUILABAN QUÍMICA LABORATORIAL ANALÍTICA, LDA.;AO;MERCAFAR
8113837;SN;50;;QUILABAN QUÍMICA LABORATORIAL ANALÍTICA, LDA.;AO;MERCAFAR
5064431;SN;50;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
5251780;SN;50;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
2850881;SN;90;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
5064571;SN;90;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
5842497;SN;50;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
5842398;SN;100;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
2806289;SN;300;;STOCKPHARMA, LDA.;AO;MERCAFAR
5169602;SN;108;;STOCKPHARMA, LDA.;AO;MERCAFAR
9729400;SN;77;;STOCKPHARMA, LDA.;AO;MERCAFAR
5593108;SN;70;;STOCKPHARMA, LDA.;AO;MERCAFAR
8181602;SN;5;;EMPROFAC, SARL;CV;MERCAFAR
5251780;SN;200;;A.M.D. PASSOS, COM. E REP. DE PROD. FARM., LDA.;AO;MERCAFAR
2850386;SN;100;;A.M.D. PASSOS, COM. E REP. DE PROD. FARM., LDA.;AO;MERCAFAR
5064571;SN;300;;A.M.D. PASSOS, COM. E REP. DE PROD. FARM., LDA.;AO;MERCAFAR
3885985;SN;300;;A.M.D. PASSOS, COM. E REP. DE PROD. FARM., LDA.;AO;MERCAFAR
2595189;SN;50;;A.M.D. PASSOS, COM. E REP. DE PROD. FARM., LDA.;AO;MERCAFAR
5251780;SN;300;;NBC MEDICAL, LDA.;AO;MERCAFAR
2850386;SN;750;;NBC MEDICAL, LDA.;AO;MERCAFAR
2308682;SN;250;;NBC MEDICAL, LDA.;AO;MERCAFAR
2308781;SN;100;;NBC MEDICAL, LDA.;AO;MERCAFAR
5064431;SN;189;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5251780;SN;450;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2806289;SN;50;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5169578;SN;12;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5169602;SN;25;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
9729400;SN;11;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
9241307;SN;50;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
4580684;SN;60;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2850881;SN;191;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5354105;SN;100;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5354055;SN;390;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2850386;SN;300;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5064571;SN;500;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
3885985;SN;500;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
