country,product_gmid,unified_price,resale_price,tender_price,supply_price,Product Promotion
CM,489541,0.93,0.98, -     ,0.931,Yes
CM,666655,13.3,14, -     ,13.3,Yes
CM,679231,6.65,7, -     ,6.65,Yes
CM,666654,8.08,8.5, -     ,8.075,Yes
CM,666653,11.64,12.25, -     ,11.6375,Yes
CM,168279,5.38,5.7, -     ,5.415,Yes
CM,639628,6.01,6.31, -     ,5.9945,Yes
CM,612011,17.79,18.63, -     ,17.6985,Yes
CM,633072,18.42,18.38, -     ,17.461,Yes
CM,475875,19.16,20, -     ,19,Yes
CM,635403,2.68,2.93, -     ,2.7835,Yes
CM,662889,3.91,4.12, -     ,3.914,Yes
CM,663982,0.77,0.76, -     ,0.722,Yes
CM,663983,0.82,0.86, -     ,0.817,Yes
CM,663984,1.88,2.04, -     ,1.938,Yes
CM,663985,1.53,1.76, -     ,1.672,Yes
CM,663986,1.15,1.26, -     ,1.197,Yes
CM,663987,0.7,0.77, -     ,0.7315,Yes
CM,663981,0.86,0.91, -     ,0.8645,Yes
CM,663996,15.93,17.51, -     ,16.6345,Yes
CM,663998,2.43,2.63, -     ,2.4985,Yes
CM,646872,5.28,5.5, -     ,5.225,Yes
CM,663992,2.02,1.96, -     ,1.862,Yes
CM,476714,0.55,0.6, -     ,0.57,Yes
CM,297260,5.28,5.5, -     ,5.225,Yes
CM,671212,1.53,1.76, -     ,1.672,Yes
CM,635403,2.68,2.93, -     ,2.7835,Yes
CF,268012,2.91,3.06, -     ,2.907,N
CF,268013,4.36,4.59, -     ,4.3605,N
CF,268014,5.7,6, -     ,5.7,N
CF,268015,9.2,9.7, -     ,9.215,N
CF,307013,5.22,5.9, -     ,5.605,N
CF,281498,1.02,1.04, -     ,0.988,N
CF,298801,1.96,2.46, -     ,2.337,N
CF,281499,1.07,1.11, -     ,1.0545,N
CF,281500,1.31,1.66, -     ,1.577,N
CF,354883,0.94,1, -     ,0.95,N
CF,636858,2.87,3, -     ,2.85,N
CF,551042,5.46,5.64, -     ,5.358,N
CF,551043,2.71,2.85, -     ,2.7075,N
CF,554523,7.4,7.97, -     ,7.5715,N
CF,323487,2.28,2.4, -     ,2.28,N
CF,298682,1.3,1.37, -     ,1.3015,N
CF,320343,2.91,3.06, -     ,2.907,N
CF,320344,5.2,5.38, -     ,5.111,N
CF,305481,5.86,6.05, -     ,5.7475,N
CF,305479,1.39,1.45, -     ,1.3775,N
CF,630791,6.5,7.45, -     ,7.0775,N
CF,624625,2.31,2.39, -     ,2.2705,N
CF,630763,5.83,5.95, -     ,5.6525,N
CF,625765,3.66,3.89, -     ,3.6955,N
CF,625767,3.4,3.6, -     ,3.42,N
CF,611732,2.51,2.64, -     ,2.508,N
CF,627329,0.85,0.9, -     ,0.855,N
CF,627332,0.93,0.99, -     ,0.9405,N
CF,627328,0.85,0.9, -     ,0.855,N
CF,626499,0.82,0.86, -     ,0.817,N
CF,624480,0.87,0.9, -     ,0.855,N
CF,627314,0.93,0.99, -     ,0.9405,N
CF,627327,0.85,0.9, -     ,0.855,N
CF,626997,0.92,0.99, -     ,0.9405,N
CF,627326,0.85,0.9, -     ,0.855,N
CF,626630,1,1.05, -     ,0.9975,N
CF,627330,0.83,0.86, -     ,0.817,N
CF,624479,0.89,0.91, -     ,0.8645,N
CF,627160,1.8,1.95, -     ,1.8525,N
CF,528888,2.42,2.54, -     ,2.413,N
CF,592593,2.28,2.3, -     ,2.185,N
CF,541078,3.56,3.73, -     ,3.5435,N
CF,224938,2.57,2.7, -     ,2.565,N
CF,664051,2.37,3.18, -     ,3.021,N
CF,67933,53.93,57.17, -     ,54.3115,N
CF,642941,1.75,1.84, -     ,1.748,N
CF,665371,1.12,1.22, -     ,1.159,N
CF,285368,2.74,2.87, -     ,2.7265,N
CF,311168,1.9,1.99, -     ,1.8905,N
CF,311166,1.19,1.24, -     ,1.178,N
CF,293665,2.51,2.55, -     ,2.4225,N
CF,306216,4.24,4.47, -     ,4.2465,N
CF,306217,6.11,6.28, -     ,5.966,N
CF,306218,8.12,8.34, -     ,7.923,N
CF,306219,9.34,9.6, -     ,9.12,N
CF,291024,3.78,6.15, -     ,5.8425,N
CF,239907,1.31,1.61, -     ,1.5295,N
CF,436433,1.49,1.57, -     ,1.4915,N
CF,214082,1.89,2.34, -     ,2.223,N
CF,346666,1.81,1.85, -     ,1.7575,N
CF,245296,2.54,2.61, -     ,2.4795,N
CF,592685,2.44,2.58, -     ,2.451,N
CF,592684,1.23,1.34, -     ,1.273,N
CF,289138,1.02,1.07, -     ,1.0165,N
CF,287552,4.76,4.93, -     ,4.6835,N
CF,287550,1.25,1.3, -     ,1.235,N
CF,287553,2.46,2.6, -     ,2.47,N
CF,592705,2.68,3.02, -     ,2.869,N
CF,609071,1.24,1.31, -     ,1.2445,N
CF,671597,1.55,1.67, -     ,1.5865,N
CF,264980,4.65,8.01, -     ,7.6095,N
CF,311122,2.29,2.59, -     ,2.4605,N
CF,632425,4.53,4.95, -     ,4.7025,N
CF,298689,6.18,6.49, -     ,6.1655,N
CF,298691,7.4,7.53, -     ,7.1535,N
CF,298693,4.41,4.31, -     ,4.0945,N
CF,628389,6.87,7.08, -     ,6.726,N
CF,628391,3.34,3.48, -     ,3.306,N
CF,639164,1.85,1.91, -     ,1.8145,N
CF,540717,1.35,1.44, -     ,1.368,N
CF,172136,33.55,35.37, -     ,33.6015,N
CF,671609,2.61,2.7, -     ,2.565,N
CF,639608,1.51,1.57, -     ,1.4915,N
CF,624622,3.85,3.97, -     ,3.7715,N
CF,187750,2.67,2.81, -     ,2.6695,N
CF,187747,4.11,4.41, -     ,4.1895,N
CF,479387,1.44,1.52, -     ,1.444,N
CF,479530,1.63,1.67, -     ,1.5865,N
CF,323470,2.6,2.74, -     ,2.603,N
CF,323473,1.23,1.46, -     ,1.387,N
CF,355560,3.14,3.25, -     ,3.0875,N
CF,408003,5.45,5.74, -     ,5.453,N
CF,624775,3.52,3.7, -     ,3.515,N
CF,624774,3.48,3.66, -     ,3.477,N
CF,298698,6.52,6.86, -     ,6.517,N
CF,636827,2.61,2.44, -     ,2.318,N
CF,298711,3.26,3.43, -     ,3.2585,N
CF,671639,6.17,6.49, -     ,6.1655,N
CF,269069,1.82,1.97, -     ,1.8715,N
CF,489540,1.54,1.62, -     ,1.539,N
CF,489541,0.93,0.98, -     ,0.931,N
CF,666655,13.3,14, -     ,13.3,N
CF,679231,6.65,7, -     ,6.65,N
CF,666654,8.08,8.5, -     ,8.075,N
CF,666653,11.64,12.25, -     ,11.6375,N
CF,627667,6.18,6.5, -     ,6.175,N
CF,627060,6.65,7, -     ,6.65,N
CF,627062,5.72,6, -     ,5.7,N
CF,646799,5.38,5.7, -     ,5.415,N
CF,168279,5.38,5.7, -     ,5.415,N
CF,612011,17.79,18.63, -     ,17.6985,N
CF,628390,6.7,7.1, -     ,6.745,N
CF,477825,2.31,2.21, -     ,2.0995,N
CF,624773,5.45,5.74, -     ,5.453,N
CF,635403,2.68,3.02, -     ,2.869,N
CF,662889,3.91,4.12, -     ,3.914,N
CF,663983,0.82,0.86, -     ,0.817,N
CF,663984,1.88,1.94, -     ,1.843,N
CF,663985,1.53,1.68, -     ,1.596,N
CF,663986,1.15,1.26, -     ,1.197,N
CF,663987,0.7,0.77, -     ,0.7315,N
CF,663981,0.86,0.91, -     ,0.8645,N
CF,663995,9.87,17.51, -     ,16.6345,N
CF,663998,2.43,1.5, -     ,1.425,N
CF,671212,1.53,1.68, -     ,1.596,N
CF,635403,2.68,3.02, -     ,2.869,N
TD,268012,2.91,3.06, -     ,2.907,N
TD,268013,4.36,4.59, -     ,4.3605,N
TD,268014,5.7,6, -     ,5.7,N
TD,268015,9.2,9.7, -     ,9.215,N
TD,321233,4.77,4.94, -     ,4.693,N
TD,475875,19.16,20, -     ,19,N
TD,281498,1.02,1.04, -     ,0.988,N
TD,298801,1.96,2.46, -     ,2.337,N
TD,281499,1.07,1.35, -     ,1.2825,N
TD,281500,1.31,1.66, -     ,1.577,N
TD,354883,0.94,1, -     ,0.95,N
TD,475991,1.01,1.05, -     ,0.9975,N
TD,679090,1.37,1.5, -     ,1.425,N
TD,636858,2.87,3, -     ,2.85,N
TD,551042,5.46,5.64, -     ,5.358,N
TD,551043,2.71,2.85, -     ,2.7075,N
TD,628074,1.42,1.52, -     ,1.444,N
TD,554510,7.4,7.97, -     ,7.5715,N
TD,323487,2.28,2.4, -     ,2.28,N
TD,298682,1.3,1.37, -     ,1.3015,N
TD,320343,2.91,3.06, -     ,2.907,N
TD,320344,5.2,5.38, -     ,5.111,N
TD,305481,5.86,6.05, -     ,5.7475,N
TD,305479,1.39,1.45, -     ,1.3775,N
TD,630791,6.5,7.45, -     ,7.0775,N
TD,624625,2.31,2.39, -     ,2.2705,N
TD,630763,5.83,5.95, -     ,5.6525,N
TD,625765,3.66,3.89, -     ,3.6955,N
TD,625767,3.4,3.6, -     ,3.42,N
TD,240939,5.04,5.31, -     ,5.0445,N
TD,611732,2.51,2.64, -     ,2.508,N
TD,627331,0.93,0.99, -     ,0.9405,N
TD,627329,0.85,0.9, -     ,0.855,N
TD,627332,0.93,0.99, -     ,0.9405,N
TD,627328,0.85,0.9, -     ,0.855,N
TD,626499,0.82,0.86, -     ,0.817,N
TD,624480,0.87,0.9, -     ,0.855,N
TD,627314,0.93,0.99, -     ,0.9405,N
TD,627327,0.85,0.9, -     ,0.855,N
TD,626997,0.92,0.99, -     ,0.9405,N
TD,627326,0.85,0.99, -     ,0.9405,N
TD,626630,1,1.28, -     ,1.216,N
TD,627330,0.83,0.86, -     ,0.817,N
TD,624479,0.89,0.91, -     ,0.8645,N
TD,626998,1.25,1.3, -     ,1.235,N
TD,627160,1.8,1.95, -     ,1.8525,N
TD,528888,2.42,2.54, -     ,2.413,N
TD,592593,2.28,2.3, -     ,2.185,N
TD,664051,2.37,3.18, -     ,3.021,N
TD,67933,53.93,57.17, -     ,54.3115,N
TD,678014,1.73,1.8, -     ,1.71,N
TD,642941,1.75,1.84, -     ,1.748,N
TD,476956,4.32,4.55, -     ,4.3225,N
TD,476963,6.5,6.25, -     ,5.9375,N
TD,476955,1.76,1.85, -     ,1.7575,N
TD,476957,2.85,3, -     ,2.85,N
TD,665371,1.12,1.22, -     ,1.159,N
TD,646872,5.28,6.5, -     ,6.175,N
TD,297260,5.28,6.5, -     ,6.175,N
TD,285368,2.74,2.87, -     ,2.7265,N
TD,698115,0.81,0.85, -     ,0.8075,N
TD,405018,3.03,3.7, -     ,3.515,N
TD,405039,3.06,3.7, -     ,3.515,N
TD,405069,3.08,3.7, -     ,3.515,N
TD,625681,2.32,3.51, -     ,3.3345,N
TD,311168,1.9,1.99, -     ,1.8905,N
TD,311166,1.19,1.24, -     ,1.178,N
TD,293665,2.51,2.55, -     ,2.4225,N
TD,306216,4.24,4.47, -     ,4.2465,N
TD,306217,6.11,6.28, -     ,5.966,N
TD,306218,8.12,8.34, -     ,7.923,N
TD,306219,9.34,9.6, -     ,9.12,N
TD,291024,3.78,6.15, -     ,5.8425,N
TD,239907,1.31,1.61, -     ,1.5295,N
TD,436433,1.49,1.57, -     ,1.4915,N
TD,214082,1.89,2.34, -     ,2.223,N
TD,346666,1.81,1.85, -     ,1.7575,N
TD,245296,2.54,2.61, -     ,2.4795,N
TD,592684,1.23,1.34, -     ,1.273,N
TD,476712,1.9,2, -     ,1.9,N
TD,289137,4.49,4.93, -     ,4.6835,N
TD,289138,1.02,1.07, -     ,1.0165,N
TD,287550,1.25,1.3, -     ,1.235,N
TD,287553,2.46,2.6, -     ,2.47,N
TD,592705,2.68,3.02, -     ,2.869,N
TD,609071,1.24,1.31, -     ,1.2445,N
TD,671597,1.55,1.67, -     ,1.5865,N
TD,264980,4.65,8.01, -     ,7.6095,N
TD,311122,2.29,2.59, -     ,2.4605,N
TD,632425,4.53,4.95, -     ,4.7025,N
TD,698117,3.09,3.5, -     ,3.325,N
TD,298689,6.18,6.49, -     ,6.1655,N
TD,298691,7.4,7.53, -     ,7.1535,N
TD,298693,4.41,4.31, -     ,4.0945,N
TD,628391,3.34,3.48, -     ,3.306,N
TD,639164,1.85,1.91, -     ,1.8145,N
TD,540717,1.35,1.44, -     ,1.368,N
TD,172136,33.55,35.37, -     ,33.6015,N
TD,671609,2.61,2.7, -     ,2.565,N
TD,639608,1.51,1.57, -     ,1.4915,N
TD,624622,3.85,3.97, -     ,3.7715,N
TD,571696,13,13.57, -     ,12.8915,N
TD,187750,2.67,2.81, -     ,2.6695,N
TD,187747,4.11,4.41, -     ,4.1895,N
TD,479387,1.44,1.52, -     ,1.444,N
TD,479530,1.63,1.67, -     ,1.5865,N
TD,323473,1.23,1.2, -     ,1.14,N
TD,355560,3.14,3.25, -     ,3.0875,N
TD,408003,5.45,5.74, -     ,5.453,N
TD,624775,3.52,3.7, -     ,3.515,N
TD,624774,3.48,3.66, -     ,3.477,N
TD,298698,6.52,6.86, -     ,6.517,N
TD,636827,2.61,2.44, -     ,2.318,N
TD,298711,3.26,3.43, -     ,3.2585,N
TD,310637,8.78,10, -     ,9.5,N
TD,413689,45.8,70, -     ,66.5,N
TD,414074,106.4,200, -     ,190,N
TD,671637,2.97,3.16, -     ,3.002,N
TD,671639,6.17,6.49, -     ,6.1655,N
TD,269069,1.82,1.97, -     ,1.8715,N
TD,489540,1.54,1.62, -     ,1.539,N
TD,489541,0.93,0.98, -     ,0.931,N
TD,666655,13.3,14, -     ,13.3,N
TD,679231,6.65,7, -     ,6.65,N
TD,666654,8.08,8.5, -     ,8.075,N
TD,666653,11.64,12.25, -     ,11.6375,N
TD,627667,6.18,6.5, -     ,6.175,N
TD,627060,6.65,7, -     ,6.65,N
TD,627061,3.81,4, -     ,3.8,N
TD,627062,5.72,6, -     ,5.7,N
TD,646799,5.38,5.7, -     ,5.415,N
TD,168279,5.38,5.7, -     ,5.415,N
TD,612011,17.79,18.63, -     ,17.6985,N
TD,545747,18.42,18.38, -     ,17.461,N
TD,476947,0.46,0.5, -     ,0.475,N
TD,628390,6.7,7.1, -     ,6.745,N
TD,624773,5.45,5.74, -     ,5.453,N
TD,635403,2.68,3.02, -     ,2.869,N
TD,662889,3.91,4.12, -     ,3.914,N
TD,663983,0.82,0.86, -     ,0.817,N
TD,663984,1.88,1.94, -     ,1.843,N
TD,663985,1.53,1.68, -     ,1.596,N
TD,663986,1.15,1.26, -     ,1.197,N
TD,663987,0.7,0.77, -     ,0.7315,N
TD,663981,0.86,1.11, -     ,1.0545,N
TD,663996,15.93,17.51, -     ,16.6345,N
TD,663995,9.87,9.99, -     ,9.4905,N
TD,663998,2.43,2.63, -     ,2.4985,N
TD,639628,6.01,6.31, -     ,5.9945,N
TD,671212,1.53,1.68, -     ,1.596,N
TD,635403,2.68,3.02, -     ,2.869,N
KM,268012,2.91,3.06, -     ,2.907,N
KM,268013,4.36,4.59, -     ,4.3605,N
KM,268014,5.7,6, -     ,5.7,N
KM,268015,9.2,9.7, -     ,9.215,N
KM,196680,12.75,13.67, -     ,12.9865,N
KM,196681,13.52,14.4, -     ,13.68,N
KM,281498,1.02,1.04, -     ,0.988,N
KM,298801,1.96,2.03, -     ,1.9285,N
KM,281499,1.07,1.35, -     ,1.2825,N
KM,281500,1.31,1.66, -     ,1.577,N
KM,354883,0.94,1, -     ,0.95,N
KM,636858,2.87,3, -     ,2.85,N
KM,551042,5.46,5.64, -     ,5.358,N
KM,551043,2.71,2.85, -     ,2.7075,N
KM,247831,12.88,13.87, -     ,13.1765,N
KM,247832,14.05,14.4, -     ,13.68,N
KM,628074,1.42,1.52, -     ,1.444,N
KM,554523,7.4,7.97, -     ,7.5715,N
KM,323487,2.28,2.4, -     ,2.28,N
KM,298682,1.3,1.37, -     ,1.3015,N
KM,320343,2.91,3.06, -     ,2.907,N
KM,320344,5.2,5.38, -     ,5.111,N
KM,305481,5.86,6.05, -     ,5.7475,N
KM,305479,1.39,1.45, -     ,1.3775,N
KM,630791,6.5,7.45, -     ,7.0775,N
KM,624625,2.31,2.39, -     ,2.2705,N
KM,630763,5.83,5.95, -     ,5.6525,N
KM,625765,3.66,3.89, -     ,3.6955,N
KM,625767,3.4,3.6, -     ,3.42,N
KM,240939,5.04,5.31, -     ,5.0445,N
KM,611732,2.51,2.64, -     ,2.508,N
KM,627331,0.93,0.99, -     ,0.9405,N
KM,627329,0.85,0.9, -     ,0.855,N
KM,627332,0.93,0.99, -     ,0.9405,N
KM,627328,0.85,0.9, -     ,0.855,N
KM,624480,0.87,0.9, -     ,0.855,N
KM,627314,0.93,0.99, -     ,0.9405,N
KM,627327,0.85,0.9, -     ,0.855,N
KM,626997,0.92,0.99, -     ,0.9405,N
KM,627326,0.85,0.9, -     ,0.855,N
KM,626630,1,1.05, -     ,0.9975,N
KM,627330,0.83,0.86, -     ,0.817,N
KM,624479,0.89,0.91, -     ,0.8645,N
KM,627160,1.8,1.95, -     ,1.8525,N
KM,592593,2.28,2.3, -     ,2.185,N
KM,541078,3.56,3.73, -     ,3.5435,N
KM,224938,2.57,2.7, -     ,2.565,N
KM,664051,2.37,3.18, -     ,3.021,N
KM,67933,53.93,57.17, -     ,54.3115,N
KM,678014,1.73,1.8, -     ,1.71,N
KM,642941,1.75,1.84, -     ,1.748,N
KM,665371,1.12,1.22, -     ,1.159,N
KM,646872,5.28,6.5, -     ,6.175,N
KM,297260,5.28,6.5, -     ,6.175,N
KM,285368,2.74,2.87, -     ,2.7265,N
KM,241634,34.3,36.68, -     ,34.846,N
KM,684820,34.85,36.68, -     ,34.846,N
KM,625681,2.32,3.51, -     ,3.3345,N
KM,311168,1.9,1.99, -     ,1.8905,N
KM,311166,1.19,1.24, -     ,1.178,N
KM,293665,2.51,2.55, -     ,2.4225,N
KM,306217,6.11,6.28, -     ,5.966,N
KM,291024,3.78,6.15, -     ,5.8425,N
KM,239907,1.31,1.61, -     ,1.5295,N
KM,436433,1.49,1.57, -     ,1.4915,N
KM,214082,1.89,2.34, -     ,2.223,N
KM,346666,1.81,1.85, -     ,1.7575,N
KM,245296,2.54,2.61, -     ,2.4795,N
KM,592685,2.44,2.58, -     ,2.451,N
KM,592684,1.23,1.63, -     ,1.5485,N
KM,289137,4.49,4.3, -     ,4.085,N
KM,289138,1.02,1.07, -     ,1.0165,N
KM,287552,4.76,4.93, -     ,4.6835,N
KM,287550,1.25,1.3, -     ,1.235,N
KM,592705,2.68,3.02, -     ,2.869,N
KM,609071,1.24,1.31, -     ,1.2445,N
KM,671597,1.55,1.67, -     ,1.5865,N
KM,264980,4.65,8.01, -     ,7.6095,N
KM,311122,2.29,2.59, -     ,2.4605,N
KM,632425,4.53,4.95, -     ,4.7025,N
KM,298689,6.18,6.49, -     ,6.1655,N
KM,298691,7.4,7.53, -     ,7.1535,N
KM,298693,4.41,4.31, -     ,4.0945,N
KM,628390,6.7,7.1, -     ,6.745,N
KM,628389,6.87,7.08, -     ,6.726,N
KM,628391,3.34,3.48, -     ,3.306,N
KM,639164,1.85,1.91, -     ,1.8145,N
KM,540717,1.35,1.44, -     ,1.368,N
KM,172136,33.55,35.37, -     ,33.6015,N
KM,671609,2.61,2.7, -     ,2.565,N
KM,639608,1.51,1.57, -     ,1.4915,N
KM,624622,3.85,3.97, -     ,3.7715,N
KM,571696,13,13.57, -     ,12.8915,N
KM,187750,2.67,2.81, -     ,2.6695,N
KM,187747,4.11,4.41, -     ,4.1895,N
KM,479387,1.44,1.52, -     ,1.444,N
KM,479530,1.63,1.67, -     ,1.5865,N
KM,323473,1.23,1.98, -     ,1.881,N
KM,355560,3.14,3.25, -     ,3.0875,N
KM,408003,5.45,5.74, -     ,5.453,N
KM,624775,3.52,3.7, -     ,3.515,N
KM,624774,3.48,3.66, -     ,3.477,N
KM,298698,6.52,6.86, -     ,6.517,N
KM,636825,2.32,2.42, -     ,2.299,N
KM,636827,2.61,3.51, -     ,3.3345,N
KM,298711,3.26,3.43, -     ,3.2585,N
KM,671637,2.97,3.16, -     ,3.002,N
KM,671639,6.17,6.49, -     ,6.1655,N
KM,269069,1.82,1.97, -     ,1.8715,N
KM,489540,1.54,1.62, -     ,1.539,N
KM,489541,0.93,0.98, -     ,0.931,N
KM,666655,13.3,14, -     ,13.3,N
KM,679231,6.65,7, -     ,6.65,N
KM,666654,8.08,8.5, -     ,8.075,N
KM,666653,11.64,12.25, -     ,11.6375,N
KM,646799,5.38,5.7, -     ,5.415,N
KM,168279,5.38,5.7, -     ,5.415,N
KM,612011,17.79,18.63, -     ,17.6985,N
KM,633072,18.42,18.38, -     ,17.461,N
KM,624773,5.45,5.74, -     ,5.453,N
KM,635403,2.68,3.02, -     ,2.869,N
KM,662889,3.91,4.12, -     ,3.914,N
KM,663983,0.82,0.86, -     ,0.817,N
KM,663984,1.88,1.94, -     ,1.843,N
KM,663985,1.53,1.68, -     ,1.596,N
KM,663986,1.15,1.26, -     ,1.197,N
KM,663987,0.7,0.77, -     ,0.7315,N
KM,663996,15.93,17.51, -     ,16.6345,N
KM,663995,9.87,9.99, -     ,9.4905,N
KM,663998,2.43,2.63, -     ,2.4985,N
KM,635403,2.68,3.02, -     ,2.869,N
CG,268012,2.91,3.06, -     ,2.907,P
CG,268013,4.36,4.59, -     ,4.3605,P
CG,268014,5.7,6, -     ,5.7,P
CG,268015,9.2,9.7, -     ,9.215,P
CG,307013,5.22,5.9, -     ,5.605,P
CG,321233,4.77,4.94, -     ,4.693,P
CG,475871,0.95,1, -     ,0.95,P
CG,475875,19.16,20, -     ,19,P
CG,539185,13.29,14.5, -     ,13.775,P
CG,539183,12.94,14, -     ,13.3,P
CG,539181,14.94,16, -     ,15.2,P
CG,539182,14.03,15, -     ,14.25,P
CG,196680,12.75,13.67, -     ,12.9865,P
CG,196681,13.52,14.4, -     ,13.68,P
CG,281498,1.02,1.04, -     ,0.988,N
CG,298801,1.96,2.03, -     ,1.9285,N
CG,281499,1.07,1.11, -     ,1.0545,N
CG,281500,1.31,1.37, -     ,1.3015,N
CG,354883,0.94,1, -     ,0.95,N
CG,679090,1.37,1.5, -     ,1.425,N
CG,636858,2.87,3, -     ,2.85,P
CG,551042,5.46,5.64, -     ,5.358,N
CG,551043,2.71,2.86, -     ,2.717,N
CG,247831,12.88,13.87, -     ,13.1765,P
CG,247832,14.05,14.4, -     ,13.68,P
CG,628074,1.42,1.52, -     ,1.444,N
CG,554510,7.4,7.97, -     ,7.5715,N
CG,323487,2.28,2.4, -     ,2.28,N
CG,298682,1.3,1.37, -     ,1.3015,N
CG,320343,2.91,3.06, -     ,2.907,N
CG,320344,5.2,5.38, -     ,5.111,N
CG,305481,5.86,6.05, -     ,5.7475,N
CG,305479,1.39,1.45, -     ,1.3775,N
CG,630791,6.5,7.45, -     ,7.0775,P
CG,624625,2.31,2.39, -     ,2.2705,P
CG,630763,5.83,5.95, -     ,5.6525,P
CG,625765,3.66,3.89, -     ,3.6955,P
CG,625767,3.4,3.6, -     ,3.42,P
CG,240939,5.04,5.31, -     ,5.0445,N
CG,611732,2.51,2.64, -     ,2.508,N
CG,627331,0.93,0.99, -     ,0.9405,N
CG,627329,0.85,0.9, -     ,0.855,N
CG,627332,0.93,0.99, -     ,0.9405,N
CG,627328,0.85,0.9, -     ,0.855,N
CG,624480,0.87,0.9, -     ,0.855,N
CG,627314,0.93,0.99, -     ,0.9405,N
CG,627327,0.85,0.9, -     ,0.855,N
CG,626997,0.92,0.99, -     ,0.9405,N
CG,627326,0.85,0.9, -     ,0.855,N
CG,626630,1,1.05, -     ,0.9975,N
CG,627330,0.83,0.86, -     ,0.817,N
CG,624479,0.89,0.91, -     ,0.8645,N
CG,626998,1.25,1.3, -     ,1.235,N
CG,627160,1.8,1.95, -     ,1.8525,N
CG,528888,2.42,2.54, -     ,2.413,N
CG,592593,2.28,2.3, -     ,2.185,N
CG,671538,2.27,2.43, -     ,2.3085,N
CG,541078,3.56,3.73, -     ,3.5435,N
CG,224938,2.57,2.7, -     ,2.565,N
CG,664051,2.37,3.18, -     ,3.021,P
CG,67933,53.93,57.17, -     ,54.3115,P
CG,642941,1.75,1.84, -     ,1.748,P
CG,476956,4.32,4.55, -     ,4.3225,P
CG,476963,6.5,6.25, -     ,5.9375,P
CG,476955,1.76,1.85, -     ,1.7575,P
CG,476957,2.85,3, -     ,2.85,P
CG,476954,2.85,3, -     ,2.85,P
CG,665371,1.12,1.22, -     ,1.159,N
CG,646872,5.28,6.5, -     ,6.175,N
CG,297260,5.28,6.5, -     ,6.175,N
CG,285368,2.74,2.87, -     ,2.7265,N
CG,698115,0.81,0.85, -     ,0.8075,N
CG,405018,3.03,3.7, -     ,3.515,P
CG,405039,3.06,3.7, -     ,3.515,P
CG,405069,3.08,3.7, -     ,3.515,P
CG,671563,1.89,1.95, -     ,1.8525,N
CG,671568,2.33,2.31, -     ,2.1945,N
CG,684820,34.85,36.68, -     ,34.846,P
CG,625681,2.32,3.51, -     ,3.3345,N
CG,311168,1.9,1.99, -     ,1.8905,N
CG,311166,1.19,1.24, -     ,1.178,N
CG,293665,2.51,2.55, -     ,2.4225,N
CG,306216,4.24,4.47, -     ,4.2465,P
CG,306217,6.11,6.28, -     ,5.966,P
CG,306218,8.12,8.34, -     ,7.923,P
CG,306219,9.34,9.6, -     ,9.12,P
CG,291024,3.78,6.15, -     ,5.8425,N
CG,239907,1.31,1.33, -     ,1.2635,N
CG,292174,2.31,2.5, -     ,2.375,N
CG,436433,1.49,1.57, -     ,1.4915,N
CG,214082,1.89,2.34, -     ,2.223,N
CG,346666,1.81,1.85, -     ,1.7575,N
CG,245296,2.54,2.61, -     ,2.4795,N
CG,592685,2.44,3.13, -     ,2.9735,N
CG,592684,1.23,1.34, -     ,1.273,N
CG,476712,1.9,2, -     ,1.9,P
CG,289137,4.49,4.93, -     ,4.6835,N
CG,289138,1.02,1.07, -     ,1.0165,N
CG,287552,4.76,4.93, -     ,4.6835,N
CG,287550,1.25,1.3, -     ,1.235,N
CG,287553,2.46,2.6, -     ,2.47,N
CG,592705,2.68,3.02, -     ,2.869,N
CG,609071,1.24,1.31, -     ,1.2445,N
CG,671597,1.55,1.67, -     ,1.5865,N
CG,264980,4.65,8.01, -     ,7.6095,N
CG,311122,2.29,2.59, -     ,2.4605,N
CG,632425,4.53,4.95, -     ,4.7025,P
CG,698117,3.09,3.5, -     ,3.325,P
CG,298689,6.18,6.49, -     ,6.1655,P
CG,374872,7.1,7.5, -     ,7.125,P
CG,298691,7.4,7.53, -     ,7.1535,P
CG,298693,4.41,4.31, -     ,4.0945,P
CG,628390,6.7,7.1, -     ,6.745,P
CG,628389,6.87,7.08, -     ,6.726,P
CG,628391,3.34,3.48, -     ,3.306,P
CG,476714,0.55,0.6, -     ,0.57,N
CG,639164,1.85,1.91, -     ,1.8145,P
CG,540717,1.35,1.44, -     ,1.368,P
CG,172136,33.55,35.37, -     ,33.6015,P
CG,639608,1.51,1.57, -     ,1.4915,P
CG,624622,3.85,3.97, -     ,3.7715,P
CG,571696,13,13.57, -     ,12.8915,N
CG,187750,2.67,2.81, -     ,2.6695,P
CG,187747,4.11,4.41, -     ,4.1895,P
CG,477825,2.31,2.61, -     ,2.4795,N
CG,479387,1.44,1.52, -     ,1.444,N
CG,479530,1.63,1.67, -     ,1.5865,N
CG,323470,2.6,2.74, -     ,2.603,N
CG,323473,1.23,1.2, -     ,1.14,N
CG,355560,3.14,3.25, -     ,3.0875,N
CG,408003,5.45,5.74, -     ,5.453,N
CG,624775,3.52,3.7, -     ,3.515,P
CG,624774,3.48,3.66, -     ,3.477,P
CG,298698,6.52,6.86, -     ,6.517,N
CG,636827,2.61,2.44, -     ,2.318,N
CG,298711,3.26,3.43, -     ,3.2585,N
CG,694156,12.35,15, -     ,14.25,P
CG,39171,12.35,15, -     ,14.25,P
