sanofi_gmid,mercafar_gmid,bu,franchise,name,family,brand,promotion,unified_price
187747,,Rx,PC,QUINIMAX 500MG TABCO BT9 M36 XE,QUININE,QUINIMAX,,4.11
663996,,Rx,PC,QUINIMAX 500MG/4ML INJ AM25 X EX,QUININE,QUINIMAX,,15.93
663998,,Rx,PC,QUINIMAX 500MG/4ML INJ AM3 X EX,QUININE,QUINIMAX,,2.43
323473,,CHC,CHC,RHINATHIOL PMZ 2.5G/+ SYR BT1 SAF M24 XD,RHINATHIOL T,RHINATHIOL PMZ,,1.23
441208,,CHC,CHC,RHINACARE EAU PHYSIO 100ML NASSP BT1 XD,RHINATHIOL T,RHINACARE EAU PHYSIOLOGIQUE,,3.33
443299,,CHC,CHC,RHINACARE EAU PHYSIO 5ML LIQ UNIX20 XD,RHINATHIOL T,RHINACARE EAU PHYSIOLOGIQUE,,2.14
479387,,CHC,CHC,RHINATHIOL 2.5G/125ML SYR BT1 SAF M36 XM,RHINATHIOL T,RHINATHIOL,,1.44
477825,,CHC,CHC,RHINATHIOL 10G/200ML SOL BT1 M24 XM,RHINATHIOL T,RHINATHIOL,,2.31
479530,,CHC,CHC,RHINATHIOL 6.25G/+ SYR BT1 S3 M36 XE,RHINATHIOL T,RHINATHIOL,,1.63
323470,,CHC,CHC,RHINATHIOL 15G/300ML SYR BT1 S3 M37 XM,RHINATHIOL T,RHINATHIOL,,2.6
275807,,Rx,,RIFAFOUR E-275 150MG+ TAB BL6X14 ZA,RIFAMPICIN,RIFAFOUR E-275,,0
99114,,Rx,,RIFINAH 300-150MG TABSC BL2X20 XD,RIFAMPICIN,RIFINAH,,0
213847,,Rx,NCD,STILNOX 10MG TABCO BL14 S3 M48 XD,STILNOX,STILNOX,,2.32
312451,,Rx,,RIFOCIN 250MG/3ML INJ AM1 S3 M36 XE,RIFAMYCIN,RIFOCIN,,0.87
269210,,Rx,,RILUTEK 50MG TABCO BL4X14 SWI M36 XE,RILUTEK,RILUTEK,,289.75
355560,,Rx,PC,RISORDAN 20MG TABCO BL3X20 M36 FR,ISOSORBIDE DINITRATE,RISORDAN,,3.14
408003,,Rx,PC,RODOGYL 750KIU+ TABCO BL2X10 S3 M36 XD,RODOGYL,RODOGYL,,5.45
624774,,Rx,PC,ROVAMYCINE 3MIU TABCO BL10 M24 XD,ROVAMYCINE,ROVAMYCINE,,3.48
283389,,Rx,PC,TAVANIC 500MG TAB BL5X2 M24 ZA,TAVANIC,TAVANIC,,0
298698,,Rx,PC,RULID 150MG TABCO BL10 SWI M36 XD,RULID,RULID,,6.52
357266,,CHC,CHC,MAALOX PLUS 12G/+ SUSP BT1 ZA,MAALOX,MAALOX PLUS,,0
361913,,Rx,,SECTRAL 200MG TABCO BL3X10 S3 XE,ACEBUTOLOL,SECTRAL,,0
223595,,Rx,,SECTRAL 400MG TABCO BL3X10 EX,ACEBUTOLOL,SECTRAL,,0
475271,,Rx,PC,FLEMING 375MG TABCO BL2X10 M24 EX,CO AMOXICLAV,FLEMING,,0
261608,,Rx,NCD,AMARYL 3MG TAB BL2X15 S3 M36 XE,AMARYL,AMARYL,,5.7
298706,,CHC,CHC,SOLUPRED 20MG TAB BT20 SWI M36 XD,PREDNISOLONE,SOLUPRED,,2.95
298707,,CHC,CHC,SOLUPRED 5MG TAB BT30 SWI M60 XD,PREDNISOLONE,SOLUPRED,,1.75
213848,,Rx,NCD,STILNOX 10MG TABCO BL20 S3 M48 XE,STILNOX,STILNOX,,2.61
636825,,Rx,NCD,STILNOX 10MG TABCO BL14 S4 M48 XD,STILNOX,STILNOX,,2.32
298709,,Rx,PC,SURGAM 100MG TAB BL2X15 SWI M24 XE,TIAPROFENIC ACID,SURGAM,,2.66
298711,,Rx,PC,SURGAM 200MG TAB BL2X10 SWI M36 XE,TIAPROFENIC ACID,SURGAM,,3.26
592231,,Rx,PC,SURMONTIL 25MG TAB BL5X10 M36 XD,TRIMIPRAMINE,SURMONTIL,,5.32
263980,,Rx,PC,TARGOCID 200MG/3ML INJPO VLSX1 S3 M36 XE,TARGOCID,TARGOCID,,30.01
306632,,Rx,PC,TARGOCID 400MG/3ML INJPO VLSX1 S3 M36 XE,TARGOCID,TARGOCID,,30.59
39171,,Rx,PC,TAVANIC 500MG/+ INFLS VL1 M36 H FR,TAVANIC,TAVANIC,,12.35
310637,,Rx,PC,TAVANIC 500MG TABCO BL5 SWI M60 XE,TAVANIC,TAVANIC,,8.78
694156,,Rx,PC,TAVANIC 500MG/+ INFLS VL1 ICRA M36 XD,TAVANIC,TAVANIC,,12.35
414074,,Rx,NCD,TAXOTERE 80MG/4ML INJ VL1 M24 XD,TAXOTERE,TAXOTERE,,106.4
413689,,Rx,NCD,TAXOTERE 20MG/1ML INJ VL1 M24 XE,TAXOTERE,TAXOTERE,,45.8
340973,,CHC,CHC,TELFAST 120MG TABCO BL10 ZA,ALLEGRA,TELFAST,,0
655846,,CHC,CHC,TELFAST 180MG TABCO BL15 S4 M36 XE,ALLEGRA,TELFAST,,4.7
671637,,Rx,PC,THIOBACTIN 3G/60ML SUSP BT1 EX,THIOPHENICOL,THIOBACTIN,,2.97
671639,,Rx,PC,THIOBACTIN 500MG TAB BL24 EX,THIOPHENICOL,THIOBACTIN,,6.17
242086,,Rx,NCD,TILDIEM 60MG TAB BL2X15 S3 M36 XD,TILDIEM,TILDIEM,,4.56
481300,,Rx,,TRIMOPRIM 800-160MG TAB BT1000 M36 UG,TRIMETHOPRIME SULFAMETHOXAZOL,TRIMOPRIM,,0
269069,,CHC,CHC,TOPLEXIL 33MG/+ SYR BT1 S3 M37 XE,OXOMEMAZINE GUAIFENESIN,TOPLEXIL,,1.82
90099,,Rx,NCD,TRITACE 10MG CAP BL3X10 ZA,TRITACE,TRITACE,,0
489540,,Rx,PC,TRANXENE 10MG CAP BL3X10 M36 XE,TRANXENE,TRANXENE,,1.54
54430,,Rx,NCD,TRITACE 2.5MG CAP BL3X10 ZA,TRITACE,TRITACE,,0
489541,,Rx,PC,TRANXENE 5MG CAP BL3X10 M36 XE,TRANXENE,TRANXENE,,0.93
516143,,Rx,NCD,TRIATEC 1.25MG TAB BL3X10 FR,TRITACE,TRIATEC,,6.65
592979,,Rx,NCD,TRIATEC 10MG TAB BL2X15 FR,TRITACE,TRIATEC,,13.3
592980,,Rx,NCD,TRIATEC 2.5MG TAB BL2X15 FR,TRITACE,TRIATEC,,8.08
592989,,Rx,NCD,TRIATEC 5MG TAB BL2X15 FR,TRITACE,TRIATEC,,11.64
54431,,Rx,NCD,TRITACE 5MG TAB BL3X10 ZA,TRITACE,TRITACE,,0
627595,,Rx,NCD,TRITACE 2.5MG TAB BL2X14 S4 M36 XE,TRITACE,TRITACE,,6.25
627597,,Rx,NCD,TRITACE 5MG TAB BL2X14 S4 M36 XE,TRITACE,TRITACE,,8.93
282345,,Rx,NCD,TRITAZIDE 10-12.5MG TAB BL2X14 S3 M36 XD,TRITACE,TRITACE COMP,,6.18
282319,,Rx,NCD,TRITAZIDE 10-25MG TAB BL2X14 S3 M36 XD,TRITACE,TRITACE COMP,,6.65
282348,,Rx,NCD,TRITAZIDE 5-12.5MG TAB BL2X14 S3 M36 XD,TRITACE,TRITACE COMP,,3.81
627062,,Rx,NCD,TRITAZIDE 5-25MG TAB BL2X14 S4 M36 XD,TRITACE,TRITAZIDE,,5.72
209742,,Rx,NCD,TRITAZIDE 5-25MG TAB BL2X14 S3 M36 XE,TRITACE,DELIX PLUS,,5.72
168279,,Rx,PC,ULCAR 1G/5ML SUSP SC30 S3 M48 XD,SUCRALFATE,ULCAR,,5.38
545747,,Rx,PC,XATRAL 10MG TABCR BL30 M36 XD,XATRAL,XATRAL,,18.42
612011,,Rx,PC,XATRAL 5MG TABCR BL4X14 S4 M36 XD,XATRAL,XATRAL,,17.79
223652,,Rx,PC,XATRAL 5MG TABCR BL4X14 S3 M36 XD,XATRAL,XATRAL,,17.79
476947,,Rx,PC,ZEBEN 400MG TAB BL1 M48 EX,ALBENDAZOLE,ZEBEN,,0.46
477012,,Rx,PC,ZEBEN 200MG TAB BL2 M60 KE,ALBENDAZOLE,ZEBEN,,0.2
477044,,Rx,PC,ZOXON 1G INJPO VL1+AM1 M36 KE,CEFTRIAXONE,ZOXON,,0.85
62375,,CHC,CHC,DOLIPRANE 1G SUP BL2X4 FR,DOLIPRANE,DOLIPRANE,,0.97
224948,,CHC,CHC,MAGNE B6 186MG/+ SOL AM10 S3 M36 XM,MAGNESIUM,MAGNE B6,,1.45
476624,,Rx,PC,ZOXON 1G INJPO VL100 M36 MG,CEFTRIAXONE,ZOXON,,71.25
652485,,CHC,CHC,BUSCOPAN 10MG TABSC BL5X10 M48 EX,BUSCOPAN,BUSCOPAN,,3.52
655329,,CHC,CHC,DULCOLAX 5MG TABSC BL3X10 M36 XD,DULCOLAX T,DULCOLAX,,1.52
651766,,CHC,CHC,MUCOSOLVAN 600MG/+ SYR BT1 CHILD M36 EX,MUCOSOLVAN T,MUCOSOLVAN,,2.61
68141,,Rx,PC,RISORDAN 10MG/10ML INJ AM50 H FR,ISOSORBIDE DINITRATE,RISORDAN,,0
355496,,Rx,PC,METHOTREXATE 2.5MG TABCO BT20 M36 FR,METHOTREXATE,METHOTREXATE,,3.31
477787,,Rx,,TIMOL 50MG/10ML EYDRO BT1 M36 GH,TIMOLOL,TIMOL,,0.71
67933,,Rx,PC,FLAGYL 500MG/+ INJ BG25 H FR,METRONIDAZOLE T,FLAGYL,,53.93
306225,,Rx,NCD,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE,LOVENOX,CLEXANE,,11.2
251781,,Rx,PC,TAVANIC 500MG/+ INFLS VL1 S3 M36 XE,TAVANIC,TAVANIC,,12.88
306222,,Rx,NCD,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE,LOVENOX,CLEXANE,,7.96
247832,,Rx,NCD,COAPRO 300-12.5MG TABCO BL2X14 RM M36 XD,APROVEL,COAPRO,,14.05
247831,,Rx,NCD,COAPRO 150-12.5MG TABCO BL2X14 RM M36 XD,APROVEL,COAPRO,,12.88
306226,,Rx,NCD,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE,LOVENOX,CLEXANE,,16.3
306220,,Rx,NCD,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE,LOVENOX,CLEXANE,,4.72
250798,,CHC,CHC,MAALOX PLUS 8.1G/+ SUSP BT1 S3 M36 XD,MAALOX,MAALOX PLUS,,2.45
263707,,Rx,NCD,TRITACE 2.5MG TAB BL2X14 S3 M60 XE,TRITACE,TRITACE,,6.25
263703,,Rx,NCD,TRITACE 5MG TAB BL2X14 S3 M60 XE,TRITACE,TRITACE,,8.93
191391,2553188,Rx,NCD,APROVEL 150MG TAB BL28 M36 PT,APROVEL,APROVEL,,7.01
158893,5251582,Rx,NCD,APIDRA 1KIU/10ML INJ VL1 PT,APIDRA,APIDRA,,16.15
159086,5251780,Rx,NCD,APIDRA 300IU/3ML INJ CRT5 PT,APIDRA,APIDRA,,24.24
293791,5064431,Rx,NCD,APIDRA 300IU/3ML INJ SOLO5 PT,APIDRA,APIDRA,,27.51
191379,2553485,Rx,NCD,APROVEL 300MG TAB BL2X14 M36 PT,APROVEL,APROVEL,,10.05
190104,8520809,CHC,CHC,ASPEGIC 100MG POWD SC20 M24 PT,ASPIRINE,ASPEGIC,,1.13
190107,8520825,CHC,CHC,ASPEGIC 1G POWD SC20 M30 PT,ASPIRINE,ASPEGIC,,2.94
190106,8520817,CHC,CHC,ASPEGIC 500MG POWD SC20 M30 PT,ASPIRINE,ASPEGIC,,2.13
515284,3080983,Rx,PC,BENESTAN 10MG TAB BL30 M36 PT,XATRAL,BENESTAN,,7.06
316433,2805984,Rx,NCD,COAPRO 150-12.5MG TAB BL28 M36 PT,APROVEL,COAPRO,,5.31
250545,2806289,Rx,NCD,COAPRO 300-12.5MG TAB BL2X14 M36 PT,APROVEL,COAPRO,,7.47
592475,8468009,Rx,PC,CORDARONE 150MG/3ML INJ AM6 PT,CORDARONE,CORDARONE,,3.19
332328,8287607,Rx,PC,CORDARONE 200MG TAB BL4X15 PT,CORDARONE,CORDARONE,,7.65
592504,2282283,Rx,,COROTROPE 10MG/10ML INJ AM10 H PT,COROTROPE,COROTROPE,,141.44
227380,8270173,Rx,NCD,DAONIL 5MG TAB BL3X20 PT,GLIBENCLAMIDE T,DAONIL,,3.4
511293,5169578,Rx,NCD,DEPAK CHRO 199.8-87MG TABCR BL6X10 PT,DEPAKINE,DEPAK CHRO,,5.4
510643,5169602,Rx,NCD,DEPAK CHRO 333-145MG TABCR BL6X10 M36 PT,DEPAKINE,DEPAK CHRO,,8.98
188840,9729400,Rx,NCD,DEPAKINE 10G/50ML SOL BT1 PT,DEPAKINE,DEPAKINE,,3.4
188841,2829091,Rx,NCD,DEPAKINE 8G/200ML SYR BT1 PT,DEPAKINE,DEPAKINE,,3.5
272453,4389086,CHC,CHC,DICLOSPRAY 25G NASSP BT1 PT,DICLOFENAC,DICLOSPRAY,,8.22
519330,4590287,Rx,NCD,DILTIEM AP 200MG CAP BL4X14 M24 PT,TILDIEM,DILTIEM AP,,14.23
192775,8782516,Rx,PC,DITROPAN 5MG TAB BL2X30 M36 PT,DITROPAN,DITROPAN,,3.4
592560,9241307,Rx,PC,DOGMATIL 50MG CAP BL2X30 PT,SULPIRIDE,DOGMATIL,,3.56
278343,4580684,Rx,,DORMONOCT 1MG TAB BL15 PT,DORMONOCT,DORMONOCT,,1.61
29585,2850881,Rx,NCD,INSUMAN BAS 300IU/3ML INJSU CRT5 M24 PT,INSUMAN,INSUMAN BAS,,21.06
389144,5354063,Rx,NCD,INSUMAN BAS 300IU/3ML INJSU SOLO5 M24 PT,INSUMAN,INSUMAN BAS,,22.33
29649,2851889,Rx,NCD,INSUMAN C25 300IU/3ML INJSU CRT5 M24 PT,INSUMAN,INSUMAN C25,,21.07
389146,5354105,Rx,NCD,INSUMAN C25 300IU/3ML INJSU SOLO5 M24 PT,INSUMAN,INSUMAN C25,,22.33
29612,2850386,Rx,NCD,INSUMAN RAP 300IU/3ML INJ CRT5 M24 PT,INSUMAN,INSUMAN RAP,,20.37
389142,5354055,Rx,NCD,INSUMAN RAP 300IU/3ML INJ SOLO5 M24 PT,INSUMAN,INSUMAN RAP,,20.37
298191,3885985,Rx,NCD,LANTUS 1KIU/10ML INJ VL1 M36 PT,LANTUS,LANTUS,,28
58604,3271780,Rx,NCD,LANTUS 300IU/3ML INJ CRT5 M36 PT,LANTUS,LANTUS,,41.99
272773,5064571,Rx,NCD,LANTUS 300IU/3ML INJ SOLO5 PT,LANTUS,LANTUS,,41.99
592632,8113704,Rx,NCD,LASIX 20MG/2ML INJ AM5 M36 PT,LASIX,LASIX,,1.33
600314,8113845,Rx,NCD,LASIX 40MG TAB BL2X10 PT,LASIX,LASIX,,1.68
600315,8113837,Rx,NCD,LASIX 40MG TAB BL4X15 PT,LASIX,LASIX,,3.4
329051,9434126,Rx,,LETTER 100MCG TAB BL3X20 PT,LEVOTHROID,LETTER,,2.98
328228,2529782,Rx,NCD,LOVENOX 100MG/1ML INJ PS2 PT,LOVENOX,LOVENOX,,12.96
611636,2842185,Rx,NCD,LOVENOX 100MG/1ML INJ PS6 PT,LOVENOX,LOVENOX,,32.88
296329,3136587,Rx,NCD,LOVENOX 120MG/+ INJ PS6 PT,LOVENOX,LOVENOX,,39.14
296331,3136280,Rx,NCD,LOVENOX 150MG/1ML INJ PS6 PT,LOVENOX,LOVENOX,,47.42
328151,2046688,Rx,NCD,LOVENOX 20MG/0.2ML INJ PS2 PT,LOVENOX,LOVENOX,,3.4
611613,2308682,Rx,NCD,LOVENOX 20MG/0.2ML INJ PS6 PT,LOVENOX,LOVENOX,,7.93
328213,2046787,Rx,NCD,LOVENOX 40MG/0.4ML INJ PS2 PT,LOVENOX,LOVENOX,,6.1
611618,2308781,Rx,NCD,LOVENOX 40MG/0.4ML INJ PS6 PT,LOVENOX,LOVENOX,,15.56
328216,2529584,Rx,NCD,LOVENOX 60MG/0.6ML INJ PS2 PT,LOVENOX,LOVENOX,,7.78
611633,2841781,Rx,NCD,LOVENOX 60MG/0.6ML INJ PS6 PT,LOVENOX,LOVENOX,,21.43
328226,2529683,Rx,NCD,LOVENOX 80MG/0.8ML INJ PS2 PT,LOVENOX,LOVENOX,,10.36
611635,2841989,Rx,NCD,LOVENOX 80MG/0.8ML INJ PS6 PT,LOVENOX,LOVENOX,,27.07
436427,5490578,CHC,CHC,MAALOX PLUS 200MG+ TABCW BL4X10 PT,MAALOX,MAALOX PLUS,,4.03
192768,9412908,CHC,CHC,MAXILASE 200MG/ML SYR BT1 PT,MAXILASE,MAXILASE,,3.79
335666,9412809,CHC,CHC,MAXILASE 3KIU TABSC BL6X10 PT,MAXILASE,MAXILASE,,7.9
480578,6673483,CHC,CHC,MITOSYL BALSAMO 0MG/25ML OINT TB1 M36 E1,MITOSYL,MITOSYL BALSAMO,,5.73
511532,5413240,CHC,CHC,MUCORAL 10G/200ML SYR BT1 PT,RHINATHIOL T,MUCORAL,,4.93
190071,9329714,CHC,CHC,MUCORAL 400MG CAP BL20 PT,RHINATHIOL T,MUCORAL,,5.18
411383,9224931,CHC,CHC,MUCORAL 4G/200ML SYR BT1 M36 PT,RHINATHIOL T,MUCORAL,,4.94
196179,9679720,CHC,CHC,NASORHINATHIOL 15MG/15ML NASSP BT1 PT,RHINATHIOL T,NASORHINATHIOL,,4.95
192637,9679704,CHC,CHC,NASORHINATHIOL 37.5MG/+ NASSP BT1 PT,RHINATHIOL T,RHINATIOL,,4.67
192636,9679712,CHC,CHC,NASORHINATHIOL 75MG/15ML NASSP BT1 PT,RHINATHIOL T,RHINATIOL,,4.67
569252,5593322,CHC,CHC,OPTICROM-UD 20MG/1ML EYDRO BT20 PT,INTAL,OPTICROM-UD,,5
188850,9295436,CHC,CHC,PARACETAMOL 500MG TAB BL20 PT,DOLIPRANE,PARACETAMOL,,1.68
592735,2733285,Rx,NCD,PLAVIX 75MG TABCO BL28 PT,PLAVIX,PLAVIX,,10.77
421873,9618801,Rx,,PRAMIDE 500MG CAP BL2X30 PT,PRIMPERAN,PRAMIDE,,26.23
592778,9138305,Rx,,PRIMPERAN 10MG/2ML INJ AM6 PT,PRIMPERAN,PRIMPERAN,,1.31
592782,9138222,Rx,,PRIMPERAN 10MG TAB BL20 M36 PT,PRIMPERAN,PRIMPERAN,,1.47
592781,9138230,Rx,,PRIMPERAN 10MG TAB BL3X20 M36 PT,PRIMPERAN,PRIMPERAN,,3.4
316979,9662502,CHC,CHC,REDRATE 0.7G/+ POWD SC20 PT,REDRATE,REDRATE,,5.52
544575,5594452,Rx,NCD,RELMUS 4MG CAP BL3X10 PT,COLTRAMYL T,RELMUS,,5.06
592806,8181602,Rx,NCD,RELMUS 4MG/2ML INJ AM6 PT,COLTRAMYL T,RELMUS,,3.29
544576,5593108,Rx,NCD,RELMUS 8MG CAP BL14 PT,COLTRAMYL T,RELMUS,,5.03
425957,5201165,Rx,,RENVELA 2.4G POWD SC60 PT,RENAGEL ET RENVELA,RENVELA,,135.33
195146,8250704,Rx,,RESONIUM 453.7G/+ POWD BT1 M48 PT,KAYEXALATE,RESONIUM,,15.33
323076,4974986,CHC,CHC,RHINATHIOL 266MG/+ SYR BT1 M36 PT,RHINATHIOL T,RHINATHIOL,,5.66
14820,8193516,Rx,,RIFADIN 1.2G/60ML SYR BT1 PT,RIFAMPICIN,RIFADIN,,2.43
529654,8193417,Rx,,RIFADIN 300MG CAP BL3X20 PT,RIFAMPICIN,RIFADIN,,15.26
14901,8696641,Rx,,RIFINAH 300-150MG TABSC BL3X8 PT,RIFAMPICIN,RIFINAH,,3.2
13196,8768812,Rx,,SABRIL 500MG TABCO BL6X10 PT,VIGABATRIN,SABRIL,,25.46
480201,5349964,CHC,CHC,TELFAST 120MG TABCO BL10 PT,ALLEGRA,TELFAST,,3.74
537710,2595189,CHC,CHC,TELFAST 180MG TABCO BL2X10 PT,ALLEGRA,TELFAST,,3.4
365768,5842497,Rx,PC,TRANXENE 10MG CAP BL6X10 PT,TRANXENE,TRANXENE,,3.13
365770,5842398,Rx,PC,TRANXENE 5MG CAP BL6X10 PT,TRANXENE,TRANXENE,,2.46
539414,4600284,Rx,,TRENTAL 400MG TABCR BL6X10 M36 PT,PENTOXIFYLLINE T,TRENTAL,,4.78
192750,4586491,Rx,,TURRESIS 400MG TAB BL3X30 H PT,TURRESIS,N/A,,4.57
636858,,Rx,PC,BIPROFENID 100MG TAB BL2X10 S4 M24 XD,ORUDIS,BIPROFENID,,2.87
292037,,CHC,CHC,DOLIPRANE VIT C 500-150MG TABEF TB16 FR,DOLIPRANE,DOLIPRANE,,0.94
626998,,CHC,CHC,DOLIPREX 500MG+ POWD SC8 NDSI XD,DOLIPRANE,DOLIPREX,,1.25
678014,,Rx,PC,FLAGYL 125MG/5ML SUSP BT1 XD,METRONIDAZOLE T,FLAGYL,,1.73
642941,,Rx,PC,FLAGYL 500MG PESSA BL2X5 S4 M36 XD,METRONIDAZOLE T,FLAGYL,,1.75
518938,,Rx,NCD,LASILIX 20MG/2ML INJ AM1 XE,LASIX,LASILIX,,0.76
632425,,Rx,PC,OFLOCET 200MG TABCO BL10 S4 M36 XD,TARIVID,OFLOCET,,4.53
628390,,Rx,PC,OROKEN 100MG/5ML POWD BT1 S4 M24 XD,CEFIXIME,OROKEN,,6.7
628389,,Rx,PC,OROKEN 200MG TABCO BL8 S4 M24 XD,CEFIXIME,OROKEN,,6.87
628391,,Rx,PC,OROKEN 40MG/5ML POWD BT1 S4 M24 XD,CEFIXIME,OROKEN,,3.34
639164,,Rx,PC,PROFENID 100MG SUP BL2X6 S4 M24 XD,ORUDIS,PROFENID,,1.85
540717,,Rx,PC,PROFENID 100MG/2ML INJ AM2 S4 M36 XE,ORUDIS,PROFENID,,1.35
671609,,Rx,PC,PROFENID 100MG TABCO BL3X10 XD,ORUDIS,PROFENID,,2.61
624622,,Rx,PC,PROFENID LP 200MG TABEC BL14 S3 M24 XD,ORUDIS,PROFENID LP,,3.85
624775,,Rx,PC,ROVAMYCINE 1.5MIU TABCO BL2X8 M36 XD,ROVAMYCINE,ROVAMYCINE,,3.52
636827,,Rx,NCD,STILNOX 10MG TABCO BL20 S4 M48 XD,STILNOX,STILNOX,,2.61
666655,,Rx,NCD,TRIATEC 10MG TAB BL2X15 S4 M36 XD,TRITACE,TRIATEC,,13.3
679231,,Rx,NCD,TRIATEC 1.25MG TAB BL2X15 XD,TRITACE,TRIATEC,,6.65
666654,,Rx,NCD,TRIATEC 2.5MG TAB BL2X15 S4 M36 XD,TRITACE,TRIATEC,,8.08
646799,,Rx,PC,ULCAR 1G/5ML SUSP SC30 S4 M48 XD,SUCRALFATE,ULCAR,,5.38
627667,,Rx,NCD,TRITAZIDE 10-12.5MG TAB BL2X14 S4 M36 XD,TRITACE,TRITAZIDE,,6.18
627060,,Rx,NCD,TRITAZIDE 10-25MG TAB BL2X14 S4 M36 XD,TRITACE,TRITAZIDE,,6.65
627061,,Rx,NCD,TRITAZIDE 5-12.5MG TAB BL2X14 S4 M36 XD,TRITACE,TRITAZIDE,,3.81
633072,,Rx,PC,XATRAL 10MG TABCR BL30 S4 M36 XD,XATRAL,XATRAL,,18.42
624773,,Rx,PC,RODOGYL 750KIU+ TABCO BL2X10 S4 M36 XD,RODOGYL,RODOGYL,,5.45
666653,,Rx,NCD,TRIATEC 5MG TAB BL2X15 S4 M36 XD,TRITACE,TRIATEC,,11.64
635403,,Rx,PC,NOVALGIN 2.5G/5ML INJ AM5 S4 M36 XD,METAMIZONE T,NOVALGIN,,2.68
639628,,Rx,PC,XATRAL 2.5MG TABCO BL2X15 S4 M24 XD,XATRAL,XATRAL,,6.01
671212,,Rx,PC,FLAGYL 500MG TABCO BL2X7 M36 XD,METRONIDAZOLE T,FLAGYL,,1.53
646872,,Rx,PC,GARDENAL 40MG SUBLY VLSX1 S4 M36 XD,PHENOBARBITAL,GARDENAL,,5.28
671563,,CHC,CHC,LACTACYD 120ML LIQSO BT1 XD,LACTACYD,LACTACYD,,1.89
698117,,Rx,PC,OMIZEC 20MG CAP BL4X7 H EX,OMEPRAZOLE,OMIZEC,,3.09
698115,,CHC,CHC,IBEX 200MG+ CAP BL2X12 H EX,PARACETAMOL COMBO,IBEX,,0.81
626499,,CHC,CHC,DOLIPRANE 1G TAB BL2X4 NDSI M36 XD,DOLIPRANE,DOLIPRANE,,0.82
650737,,CHC,CHC,DOLIPRANE 500MG TAB BL2X8 M36 XD,DOLIPRANE,DOLIPRANE,,0.82
663994,,CHC,CHC,TOPLEXIL 33MG/100ML SYR BT1 X EX,OXOMEMAZINE GUAIFENESIN,TOPLEXIL,,1.61
264433,,Rx,NCD,COAPRO 300-25MG TABCO BL2X14 M24 XE,APROVEL,COAPRO,,16.34
407073,,Rx,NCD,ELOXATINE 100MG/20ML INJ VL1 H FR,ELOXATINE,ELOXATINE,,394
665401,,Rx,PC,ARTANE 5MG TAB BL20 FR,ARTANE,ARTANE,,1.33
650739,,CHC,CHC,DOLIPRANE 1G TAB BL2X4 M24 XD,DOLIPRANE,DOLIPRANE,,0.77
626547,,Rx,,BOX HISTIACIL NF 150ML JBE ADU,MATIERES PREMIERES,N/A,,3.16
407096,,Rx,NCD,ELOXATIN 100MG/20ML INJ VL1 S3 M24 XE,ELOXATINE,ELOXATIN,,154.67
648641,,CHC,CHC,DOLIPRANE 500MG TAB BL2X8 XD,DOLIPRANE,DOLIPRANE,,0.82
594660,,Rx,PC,PROFENID 1.5G/60G GEL TB1 S4 M36 XE,ORUDIS,PROFENID,,1.91
686913,,CHC,CHC,MUCOSOLVAN 30MG/5ML SYR BT1 M36 XE,MUCOSOLVAN T,MUCOSOLVAN,,2.61
415325,,Rx,NCD,TAXOTERE 80MG/2ML INJ VLSX1 M36 XD,TAXOTERE,TAXOTERE,,310.03
